"communityId","conductance","modularity","memberCount","someMemberNamesShort","someMemberNames","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_9_Community_Metrics.cypher"
0,1,-2.278620175780052e-08,1,"DuplicateCommandHandlerSubscriptionException","org.axonframework.messaging.commandhandling.DuplicateCommandHandlerSubscriptionException",""
1,1,-4.05088031249787e-08,1,"CommandExecutionException","org.axonframework.messaging.commandhandling.CommandExecutionException",""
2,1,-2.278620175780052e-08,1,"CommandDispatchException","org.axonframework.messaging.commandhandling.CommandDispatchException",""
3,1,-9.114480703120207e-08,1,"QualifiedName","org.axonframework.messaging.core.QualifiedName",""
4,1,-9.114480703120207e-08,1,"CommandHandler","org.axonframework.messaging.commandhandling.CommandHandler",""
5,1,-1.0127200781244675e-08,1,"HandlerExecutionException","org.axonframework.messaging.core.HandlerExecutionException",""
6,0.34285714285714286,0.02086890238329391,33,"MessageStream$Single,MessageStream,MessageStream$Empty,DelayedMessageStream,DelayedMessageStream$Empty,AbstractMessageStream,AbstractMessageStream$FetchResult,FilteringMessageStream$Single,FilteringMessageStream","org.axonframework.messaging.core.MessageStream$Single,org.axonframework.messaging.core.MessageStream,org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.core.DelayedMessageStream,org.axonframework.messaging.core.DelayedMessageStream$Empty,org.axonframework.messaging.core.AbstractMessageStream,org.axonframework.messaging.core.AbstractMessageStream$FetchResult,org.axonframework.messaging.core.FilteringMessageStream$Single,org.axonframework.messaging.core.FilteringMessageStream",""
7,1,-1.2405820957024728e-07,1,"MessageStream$Entry","org.axonframework.messaging.core.MessageStream$Entry",""
8,1,-1.2253912945306057e-06,1,"DefaultMessageDispatchInterceptorChain","org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain",""
9,1,-5.69655043945013e-07,1,"CommandMessage","org.axonframework.messaging.commandhandling.CommandMessage",""
10,1,-4.05088031249787e-08,1,"MessageDispatchInterceptor","org.axonframework.messaging.core.MessageDispatchInterceptor",""
11,0.30434782608695654,0.005569876880278126,4,"ProcessingContext,ProcessingLifecycle$ErrorHandler,ProcessingLifecycle,ResourceOverridingProcessingContext","org.axonframework.messaging.core.unitofwork.ProcessingContext,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$ErrorHandler,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle,org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext",""
12,1,-4.05088031249787e-08,1,"MessageHandlerInterceptor","org.axonframework.messaging.core.MessageHandlerInterceptor",""
13,1,-6.329500488277922e-08,1,"CommandBus","org.axonframework.messaging.commandhandling.CommandBus",""
14,1,-1.2253912945306057e-06,1,"Message","org.axonframework.messaging.core.Message",""
15,1,-1.620352124999148e-07,1,"CommandHandlerRegistry","org.axonframework.messaging.commandhandling.CommandHandlerRegistry",""
16,1,-2.278620175780052e-08,1,"MessageHandlerInterceptorChain","org.axonframework.messaging.core.MessageHandlerInterceptorChain",""
17,1,-1.0127200781244675e-08,1,"SequencingPolicy","org.axonframework.messaging.core.sequencing.SequencingPolicy",""
18,1,-2.9267610257797112e-06,1,"GenericResultMessage","org.axonframework.messaging.core.GenericResultMessage",""
19,1,-8.203032632808187e-07,1,"MessageType","org.axonframework.messaging.core.MessageType",""
20,1,-3.281213053123275e-06,1,"GenericMessage","org.axonframework.messaging.core.GenericMessage",""
21,1,-5.69655043945013e-07,1,"ResultMessage","org.axonframework.messaging.core.ResultMessage",""
22,1,-4.05088031249787e-08,1,"RetryScheduler$Dispatcher","org.axonframework.messaging.core.retry.RetryScheduler$Dispatcher",""
23,1,-9.114480703120207e-08,1,"RetryScheduler","org.axonframework.messaging.core.retry.RetryScheduler",""
24,1,-2.531800195311169e-09,1,"RoutingStrategy","org.axonframework.messaging.commandhandling.RoutingStrategy",""
25,1,-8.203032632808187e-07,1,"SpanFactory","org.axonframework.messaging.tracing.SpanFactory",""
26,1,-3.645792281248083e-07,1,"Span","org.axonframework.messaging.tracing.Span",""
27,1,-7.316902564449278e-07,1,"MessageDecorator","org.axonframework.messaging.core.MessageDecorator",""
28,0,0.00030181083768265383,2,"Metadata,Metadata$MetadataCollector","org.axonframework.messaging.core.Metadata,org.axonframework.messaging.core.Metadata$MetadataCollector",""
29,1,-1.620352124999148e-07,1,"UnitOfWorkFactory","org.axonframework.messaging.core.unitofwork.UnitOfWorkFactory",""
30,0.6319444444444444,0.0026143014364755786,4,"UnitOfWork,UnitOfWork$UnitOfWorkProcessingContext$CauseAndPhase,UnitOfWork$UnitOfWorkProcessingContext,UnitOfWork$UnitOfWorkProcessingContext$Status","org.axonframework.messaging.core.unitofwork.UnitOfWork,org.axonframework.messaging.core.unitofwork.UnitOfWork$UnitOfWorkProcessingContext$CauseAndPhase,org.axonframework.messaging.core.unitofwork.UnitOfWork$UnitOfWorkProcessingContext,org.axonframework.messaging.core.unitofwork.UnitOfWork$UnitOfWorkProcessingContext$Status",""
31,1,-9.114480703120207e-08,1,"NoHandlerForCommandException","org.axonframework.messaging.commandhandling.NoHandlerForCommandException",""
32,0,0,1,"Context$ResourceKey","org.axonframework.messaging.core.Context$ResourceKey",""
33,0.8529411764705882,0.00024865822438229114,2,"ContextAwareCommandDispatcher,CommandDispatcher","org.axonframework.messaging.commandhandling.gateway.ContextAwareCommandDispatcher,org.axonframework.messaging.commandhandling.gateway.CommandDispatcher",""
34,1,-6.481408499996592e-07,1,"CommandGateway","org.axonframework.messaging.commandhandling.gateway.CommandGateway",""
35,1,-1.4583169124992332e-06,1,"CommandResultMessage","org.axonframework.messaging.commandhandling.CommandResultMessage",""
36,1,-9.114480703120207e-08,1,"CommandBusSpanFactory","org.axonframework.messaging.commandhandling.tracing.CommandBusSpanFactory",""
37,1,-9.139798705073321e-07,1,"CommandResult","org.axonframework.messaging.commandhandling.gateway.CommandResult",""
38,1,-1.2253912945306057e-06,1,"InterceptingCommandBus$InterceptingDispatcher","org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingDispatcher",""
39,1,-5.69655043945013e-07,1,"InterceptingCommandBus$InterceptingHandler","org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingHandler",""
