"projectPath","all","exported","min","max","average","percentile25","percentile50","percentile75","percentile90","percentile95","percentile99","Source Cypher File: Visibility/Global_relative_visibility_statistics_for_elements_for_Typescript.cypher"
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/create-react-router",124,46,0,1,0.5135573717470269,0.06839080459770115,0.47186147186147187,1,1,1,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router",726,559,0,85,2.0818952655736553,0.40294117647058825,0.554945054945055,0.975,1,1,37.689999999999976,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect",14,8,0,0.8571428571428571,0.37142857142857144,0,0.5,0.5,0.7142857142857143,0.7857142857142856,0.8428571428571427,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare",10,6,0,0.7142857142857143,0.40476190476190477,0.25,0.5,0.6071428571428572,0.6714285714285715,0.6928571428571428,0.71,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev",389,132,0,1,0.6726013071792617,0.35714285714285715,0.75,1,1,1,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express",8,6,0,0.8571428571428571,0.42857142857142855,0.21428571428571427,0.42857142857142855,0.6428571428571428,0.7714285714285714,0.8142857142857142,0.8485714285714285,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-fs-routes",26,18,0,1,0.73,0.65,1,1,1,1,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node",12,8,0,0.8,0.5333333333333333,0.5,0.6666666666666666,0.7,0.76,0.7799999999999999,0.7959999999999999,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-remix-routes-option-adapter",13,8,0,1,0.6857142857142857,0.42857142857142855,1,1,1,1,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-serve",6,0,0,0,0,0,0,0,0,0,0,""
