"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",83712,26.235426852200078,""
"MODIFIES",83712,26.235426852200078,""
"UPDATES",54969,17.227341105678825,""
"COMMITTED",21680,6.794534286072458,""
"CREATES",19972,6.259245330324684,""
"DELETES",12041,3.7736617776106303,""
"HAS_PARENT",11897,3.728532029585057,""
"HAS_COMMIT",10840,3.397267143036229,""
"HAS_FILE",5591,1.752225147298483,""
"RENAMES",3270,1.0248213614140653,""
"HAS_NEW_NAME",1751,0.5487651999498558,""
"HAS_TAG",1462,0.45819230287075347,""
"ON_COMMIT",1462,0.45819230287075347,""
"HAS_AUTHOR",1238,0.3879904726087502,""
"DEPENDS_ON",887,0.27798671179641465,""
"HAS_KEY",668,0.2093518866741883,""
"HAS_VALUE",668,0.2093518866741883,""
"CONTAINS",594,0.1861602106054908,""
"HAS_COMMITTER",370,0.11595838034348753,""
"OF_TYPE",337,0.10561614642096025,""
"EXPORTS",309,0.09684091763820986,""
"REFERENCES",197,0.06174000250720823,""
"DECLARES",186,0.05829259119969914,""
"DECLARES_DEV_DEPENDENCY",169,0.05296477372445782,""
"DECLARES_DEPENDENCY",161,0.050457565500814844,""
"HAS_MEMBER",102,0.03196690485144791,""
"HAS_TYPE_ARGUMENT",94,0.029459696627804937,""
"DECLARES_SCRIPT",91,0.028519493543938824,""
"RETURNS",82,0.025698884292340476,""
"COPIES",79,0.024758681208474364,""
"HAS_PARAMETER",73,0.022878275040742132,""
"CONTAINS_VALUE",51,0.015983452425723955,""
"COPY_OF",43,0.013476244202080984,""
"HAS_HEAD",41,0.012849442146170238,""
"RESOLVES_TO",41,0.012849442146170238,""
"HAS_BRANCH",40,0.012536041118214866,""
"IS_DESCRIBED_IN_NPM_PACKAGE",33,0.010342233922527266,""
"INITIALIZED_WITH",32,0.010028832894571894,""
"REQUIRES_CONCEPT",28,0.008775228782750407,""
"INCLUDES_CONCEPT",19,0.005954619531152062,""
"USES",11,0.0034474113075090886,""
"DECLARES_PEER_DEPENDENCY",8,0.0025072082236429734,""
"CALLS",6,0.0018804061677322303,""
"CONTAINS_PROJECT",6,0.0018804061677322303,""
"DECLARES_ENGINE",6,0.0018804061677322303,""
"EXTENDS",6,0.0018804061677322303,""
"HAS_ARGUMENT",6,0.0018804061677322303,""
"HAS_CONFIG",6,0.0018804061677322303,""
"HAS_NPM_PACKAGE",6,0.0018804061677322303,""
"HAS_ROOT",6,0.0018804061677322303,""
"MEMBER",6,0.0018804061677322303,""
"PARENT",6,0.0018804061677322303,""
"REFERENCED_PROJECTS",5,0.0015670051397768583,""
"CONSTRAINED_BY",4,0.0012536041118214867,""
