"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.messaging.core.Message","Message","centralityArticleRank",8.763706821588157,""
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","centralityArticleRank",7.660000237075169,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","centralityArticleRank",7.158231123206263,""
"org.axonframework.common.TypeReference","TypeReference","centralityArticleRank",5.937753562198545,""
"org.axonframework.conversion.Converter","Converter","centralityArticleRank",4.5306879116318015,""
"org.axonframework.messaging.core.MessageStream","MessageStream","centralityArticleRank",3.230571543627872,""
"org.axonframework.messaging.core.Context","Context","centralityArticleRank",3.2264670883334445,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","centralityArticleRank",2.752105362190794,""
"org.axonframework.messaging.core.MessageStream$Entry","MessageStream$Entry","centralityArticleRank",2.672259565017113,""
"org.axonframework.common.configuration.Configuration","Configuration","centralityArticleRank",2.5248670087724516,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken","TrackingToken","centralityArticleRank",2.2647626571906674,""
"org.axonframework.common.annotation.Internal","Internal","centralityArticleRank",2.151034859796709,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","centralityArticleRank",2.0748181529061025,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","centralityArticleRank",1.6381974082390034,""
"org.axonframework.common.TypeReference$1","TypeReference$1","centralityArticleRank",1.5481858350780324,""
"org.axonframework.common.TypeReference$2","TypeReference$2","centralityArticleRank",1.5481858350780324,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","centralityArticleRank",1.547872184110788,""
"org.axonframework.common.infra.ComponentDescriptor","ComponentDescriptor","centralityArticleRank",1.5339069223721096,""
"org.axonframework.common.AxonException","AxonException","centralityArticleRank",1.4209379034558685,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","centralityArticleRank",1.401216386131077,""
"org.axonframework.messaging.core.annotation.MessageHandlingMember","MessageHandlingMember","centralityArticleRank",1.3873992463974831,""
"org.axonframework.common.Assert","Assert","centralityArticleRank",1.3779399163941175,""
"org.axonframework.messaging.core.MessageType","MessageType","centralityArticleRank",1.2800036027389747,""
