"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies.cypher"
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.9,19,1,"SubscribingEventProcessor$Builder->SpanFactory,AbstractEventBus$Builder->SpanFactory,AbstractEventBus$Builder->NoOpSpanFactory,DefaultEventBusSpanFactory->Span,DefaultEventBusSpanFactory->SpanFactory,EventProcessorSpanFactory->Span,EventBusSpanFactory->Span,DefaultEventProcessorSpanFactory$Builder->SpanFactory,AbstractEventBus->Span","NestingSpanFactory->EventMessage",""
"axon-messaging-4.10.3","org.axonframework.queryhandling","axon-messaging-4.10.3","org.axonframework.messaging.responsetypes",0.8823529411764706,16,1,"SubscriptionQueryMessage->ResponseType,QuerySubscription->ResponseType,GenericQueryMessage->ResponseType,GenericSubscriptionQueryMessage->ResponseType,GenericStreamingQueryMessage->PublisherResponseType,GenericStreamingQueryMessage->ResponseType,QueryMessage->ResponseType,DefaultQueryGateway->ResponseType,SimpleQueryUpdateEmitter->ResponseType","ConvertingResponseMessage->QueryResponseMessage",""
"axon-messaging-4.10.3","org.axonframework.queryhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.875,15,1,"DefaultQueryUpdateEmitterSpanFactory$Builder->SpanFactory,DefaultQueryBusSpanFactory$Builder->SpanFactory,SimpleQueryUpdateEmitter$Builder->NoOpSpanFactory,SimpleQueryUpdateEmitter$Builder->SpanFactory,QueryBusSpanFactory->Span,SimpleQueryUpdateEmitter->Span,QueryUpdateEmitterSpanFactory->Span,DefaultQueryUpdateEmitterSpanFactory->Span,DefaultQueryUpdateEmitterSpanFactory->SpanFactory","SpanUtils->QueryMessage",""
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.messaging",0.8571428571428571,39,3,"SubscribingEventProcessor$Builder->SubscribableMessageSource,SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver->Message,EventBus->SubscribableMessageSource,EventBus->MessageDispatchInterceptorSupport,DefaultEventBusSpanFactory->Message,MultiStreamableMessageSource$Builder->StreamableMessageSource,EventMessageHandler->MessageHandler,EventMessageHandler->Message,GenericEventMessage->MessageDecorator","Headers->DomainEventMessage,Headers->EventMessage,StreamableMessageSource->TrackingToken",""
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.messaging.annotation",0.84,23,2,"SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver->ParameterResolver,SimpleEventHandlerInvoker$Builder->HandlerDefinition,SimpleEventHandlerInvoker$Builder->ParameterResolverFactory,SequenceNumberParameterResolverFactory->AbstractAnnotatedParameterResolverFactory,SequenceNumberParameterResolverFactory->ParameterResolver,TimestampParameterResolverFactory$TimestampParameterResolver->ParameterResolver,EventHandler->MessageHandler,AllowReplay->HasHandlerAttributes,AnnotationEventHandlerAdapter->ClasspathHandlerDefinition","SourceIdParameterResolverFactory$SourceIdParameterResolver->DomainEventMessage,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver->DomainEventMessage",""
"axon-messaging-4.10.3","org.axonframework.deadline","axon-messaging-4.10.3","org.axonframework.tracing",0.8,9,1,"SimpleDeadlineManager->Span,SimpleDeadlineManager$DeadlineTask->SpanScope,SimpleDeadlineManager$DeadlineTask->Span,SimpleDeadlineManager$Builder->SpanFactory,SimpleDeadlineManager$Builder->NoOpSpanFactory,DefaultDeadlineManagerSpanFactory->Span,DefaultDeadlineManagerSpanFactory->SpanFactory,DefaultDeadlineManagerSpanFactory$Builder->SpanFactory,DeadlineManagerSpanFactory->Span","SpanUtils->DeadlineMessage",""
"axon-messaging-4.10.3","org.axonframework.commandhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.7777777777777778,8,1,"AsynchronousCommandBus$Builder->SpanFactory,DefaultCommandBusSpanFactory->SpanFactory,DefaultCommandBusSpanFactory->Span,SimpleCommandBus->Span,DefaultCommandBusSpanFactory$Builder->SpanFactory,CommandBusSpanFactory->Span,SimpleCommandBus$Builder->NoOpSpanFactory,SimpleCommandBus$Builder->SpanFactory","SpanUtils->CommandMessage",""
"axon-eventsourcing-4.10.3","org.axonframework.eventsourcing","axon-eventsourcing-4.10.3","org.axonframework.eventsourcing.eventstore",0.7777777777777778,16,2,"CachingEventSourcingRepository->EventStore,EventSourcedAggregate->DomainEventStream,EventSourcingRepository$Builder->EventStore,AggregateSnapshotter->DomainEventStream,AbstractSnapshotter$CreateSnapshotTask->EventStore,AbstractSnapshotter$CreateSnapshotTask->DomainEventStream,AbstractSnapshotter$Builder->EventStore,AggregateCacheEntry->EventStore,FilteringEventStorageEngine->DomainEventStream","AbstractEventStorageEngine->EventStreamUtils,DomainEventStream->EventStreamUtils",""
"axon-messaging-4.10.3","org.axonframework.commandhandling.callbacks","axon-messaging-4.10.3","org.axonframework.commandhandling",0.7333333333333333,13,2,"FailureLoggingCallback->CommandResultMessage,FailureLoggingCallback->CommandCallback,FailureLoggingCallback->CommandMessage,FutureCallback->CommandResultMessage,FutureCallback->GenericCommandResultMessage,FutureCallback->CommandCallback,FutureCallback->CommandMessage,NoOpCallback->CommandMessage,NoOpCallback->CommandResultMessage","SimpleCommandBus$Builder->NoOpCallback,SimpleCommandBus$Builder->LoggingCallback",""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.util","axon-server-connector-4.10.3","org.axonframework.axonserver.connector",0.6666666666666666,5,1,"ExecutorServiceBuilder->AxonServerConfiguration,PriorityExecutorService->PriorityRunnable,PriorityExecutorService->PriorityCallable,FlowControllingStreamObserver->AxonServerConfiguration,FlowControllingStreamObserver->AxonServerConfiguration$FlowControlConfiguration","ErrorCode->ExceptionSerializer",""
