"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.messaging.core.Message","Message","centralityArticleRank",8.61738329631237,""
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","centralityArticleRank",7.370734754325467,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","centralityArticleRank",7.092706770613975,""
"org.axonframework.common.TypeReference","TypeReference","centralityArticleRank",4.844291667165814,""
"org.axonframework.conversion.Converter","Converter","centralityArticleRank",4.426069520951846,""
"org.axonframework.messaging.core.MessageStream","MessageStream","centralityArticleRank",3.368849730780013,""
"org.axonframework.messaging.core.Context","Context","centralityArticleRank",3.2574839373630877,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","centralityArticleRank",2.8956391983139373,""
"org.axonframework.common.configuration.Configuration","Configuration","centralityArticleRank",2.6328829243686087,""
"org.axonframework.messaging.core.MessageStream$Entry","MessageStream$Entry","centralityArticleRank",2.3431908404040995,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken","TrackingToken","centralityArticleRank",2.2152603676409957,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","centralityArticleRank",2.1156342793147718,""
"org.axonframework.common.annotation.Internal","Internal","centralityArticleRank",1.9232617690522913,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","centralityArticleRank",1.7539541925592246,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","centralityArticleRank",1.7279703563415485,""
"org.axonframework.common.infra.ComponentDescriptor","ComponentDescriptor","centralityArticleRank",1.5666805380251014,""
"org.axonframework.common.AxonException","AxonException","centralityArticleRank",1.5439073244249495,""
"org.axonframework.common.Assert","Assert","centralityArticleRank",1.4416954843413312,""
"org.axonframework.messaging.core.annotation.MessageHandlingMember","MessageHandlingMember","centralityArticleRank",1.4010420777241634,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","centralityArticleRank",1.376772217474876,""
"org.axonframework.messaging.core.MessageStream$Single","MessageStream$Single","centralityArticleRank",1.3342156369412057,""
"org.axonframework.common.TypeReference$1","TypeReference$1","centralityArticleRank",1.306047604277564,""
"org.axonframework.common.TypeReference$2","TypeReference$2","centralityArticleRank",1.306047604277564,""
"org.axonframework.messaging.core.MessageType","MessageType","centralityArticleRank",1.249822898420832,""
"org.axonframework.messaging.core.Metadata","Metadata","centralityArticleRank",1.2102650112849473,""
"org.axonframework.messaging.eventstreaming.EventCriteria","EventCriteria","centralityArticleRank",1.1804072120079432,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","centralityArticleRank",1.1125994185295716,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarker","ConsistencyMarker","centralityArticleRank",1.0356527488724783,""
"org.axonframework.messaging.queryhandling.QueryMessage","QueryMessage","centralityArticleRank",1.0352282527211794,""
"org.axonframework.common.StringUtils","StringUtils","centralityArticleRank",1.0195630142594467,""
"org.axonframework.messaging.eventstreaming.Tag","Tag","centralityArticleRank",0.9739606722280237,""
"org.axonframework.common.configuration.ComponentBuilder","ComponentBuilder","centralityArticleRank",0.9382884685897267,""
"org.axonframework.common.configuration.ComponentNotFoundException","ComponentNotFoundException","centralityArticleRank",0.9317881257329217,""
"org.axonframework.common.BuilderUtils","BuilderUtils","centralityArticleRank",0.9308790128524949,""
"org.axonframework.messaging.core.annotation.ParameterResolver","ParameterResolver","centralityArticleRank",0.890070956074971,""
"org.axonframework.messaging.core.annotation.ParameterResolverFactory","ParameterResolverFactory","centralityArticleRank",0.8704853395724008,""
"org.axonframework.messaging.tracing.Span","Span","centralityArticleRank",0.8692431183638494,""
"org.axonframework.messaging.commandhandling.CommandResultMessage","CommandResultMessage","centralityArticleRank",0.8003820038008665,""
"org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext","ResourceOverridingProcessingContext","centralityArticleRank",0.7985701505836545,""
"org.axonframework.messaging.core.MessageStream$Empty","MessageStream$Empty","centralityArticleRank",0.7960818273349144,""
"org.axonframework.common.configuration.ComponentRegistry","ComponentRegistry","centralityArticleRank",0.7743397212044096,""
"org.axonframework.common.configuration.Component$Identifier","Component$Identifier","centralityArticleRank",0.769715968857134,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","centralityArticleRank",0.7409186612333093,""
"org.axonframework.messaging.monitoring.MessageMonitor$MonitorCallback","MessageMonitor$MonitorCallback","centralityArticleRank",0.7300357473857617,""
