"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"axon-spring-boot-autoconfigure-5.0.2","axon-spring-boot-autoconfigure-5.0.2","centralityCostEffectiveLazyForward",2,""
"axon-server-connector-5.0.2","axon-server-connector-5.0.2","centralityCostEffectiveLazyForward",1.37,""
"axon-metrics-micrometer-5.0.2","axon-metrics-micrometer-5.0.2","centralityCostEffectiveLazyForward",1.08,""
"axon-test-5.0.2","axon-test-5.0.2","centralityCostEffectiveLazyForward",1.0099999999999998,""
"axon-tracing-opentelemetry-5.0.2","axon-tracing-opentelemetry-5.0.2","centralityCostEffectiveLazyForward",1,""
"axon-common-5.0.2","axon-common-5.0.2","centralityCostEffectiveLazyForward",0,""
"axon-conversion-5.0.2","axon-conversion-5.0.2","centralityCostEffectiveLazyForward",0,""
"axon-eventsourcing-5.0.2","axon-eventsourcing-5.0.2","centralityCostEffectiveLazyForward",0,""
"axon-messaging-5.0.2","axon-messaging-5.0.2","centralityCostEffectiveLazyForward",0,""
"axon-modelling-5.0.2","axon-modelling-5.0.2","centralityCostEffectiveLazyForward",0,""
"axon-update-5.0.2","axon-update-5.0.2","centralityCostEffectiveLazyForward",0,""
