"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.eventsourcing.AggregateLoadTimeSnapshotTriggerDefinition$AggregateLoadTimeSnapshotTrigger","AggregateLoadTimeSnapshotTriggerDefinition$AggregateLoadTimeSnapshotTrigger",0,"1,632,870",0,"1,232,12,3",,0,0,4,69,1,3,""
"org.axonframework.eventsourcing.AbstractSnapshotTrigger","AbstractSnapshotTrigger",2,"6,6,157",2,"6,257,15,15",,0,2,6,29,2,6,""
"org.axonframework.eventsourcing.AbstractSnapshotter$1","AbstractSnapshotter$1",3,"18,376,41",3,"7,260,52,19",,0,6,4,56,4,1,""
"org.axonframework.eventsourcing.AbstractSnapshotter","AbstractSnapshotter",3,"18,376,41",3,"7,260,52,19",,0,6,10,0,4,17,""
"org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId","AbstractSnapshotter$AggregateTypeId",3,"18,376,41",3,"7,260,52,19",,0,6,2,57,1,1,""
"org.axonframework.eventsourcing.AbstractSnapshotter$Builder","AbstractSnapshotter$Builder",0,"78,632,870",0,"78,232,12,3",,0,10,10,31,3,11,""
"org.axonframework.eventsourcing.AbstractSnapshotter$CreateSnapshotTask","AbstractSnapshotter$CreateSnapshotTask",3,"18,376,41",3,"7,260,52,19",,0,6,5,74,1,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally","AbstractSnapshotter$RunnableAndFinally",3,"18,376,41",3,"7,260,52,19",,0,6,2,4,2,,""
"org.axonframework.eventsourcing.AbstractSnapshotter$SilentTask","AbstractSnapshotter$SilentTask",3,"18,376,41",3,"7,260,52,19",,0,6,4,22,1,4,""
"org.axonframework.eventsourcing.AggregateDeletedException","AggregateDeletedException",0,"57,632,870",0,"52,232,12,3",,0,5,3,10,2,1,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolution","ConflictResolution",2,"36,6,157",2,"36,257,15,15",,0,14,7,18,1,9,""
