"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: Topological_Sort/Topological_Sort_Query.cypher"
"org.axonframework.messaging.core.unitofwork.annotation","annotation",0,0,3,1,17,""
"org.axonframework.messaging.tracing.attributes","attributes",1,0,3,0,28,""
"org.axonframework.conversion.converter","converter",2,0,3,0,7,""
"org.axonframework.messaging.queryhandling.tracing","tracing",3,0,3,6,73,""
"org.axonframework.messaging.core.reflection","reflection",4,0,3,0,44,""
"org.axonframework.extension.metrics.micrometer","micrometer",5,0,3,18,202,""
"org.axonframework.extension.springboot.autoconfig","autoconfig",6,0,3,45,678,""
"org.axonframework.extension.tracing.opentelemetry","opentelemetry",7,0,3,5,37,""
"org.axonframework.common.caching","caching",8,0,3,22,43,""
"org.axonframework.common.digest","digest",9,0,3,0,1,""
"org.axonframework.common.lock","lock",10,0,3,17,21,""
"org.axonframework.test.fixture","fixture",11,0,3,132,954,""
"org.axonframework.eventsourcing.configuration","configuration",12,0,3,31,1237,""
"org.axonframework.messaging.eventhandling.replay.annotation","annotation",13,0,3,6,114,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","jdbc",14,0,3,13,160,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","annotation",15,0,3,1,30,""
"org.axonframework.messaging.commandhandling.retry","retry",16,0,3,0,168,""
"org.axonframework.messaging.commandhandling.tracing","tracing",17,0,3,7,156,""
"org.axonframework.messaging.core.retry","retry",18,1,3,23,179,""
"org.axonframework.extension.springboot","springboot",19,1,3,32,22,""
"org.axonframework.extension.springboot.service.connection","connection",20,1,3,5,6,""
"org.axonframework.extension.springboot.actuator.axonserver","axonserver",21,1,3,2,3,""
"org.axonframework.extension.springboot.util","util",22,1,3,9,7,""
"org.axonframework.extension.springboot.util.jpa","jpa",23,1,3,1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",24,1,3,6,85,""
"org.axonframework.conversion.avro","avro",25,1,3,22,49,""
"org.axonframework.update","update",26,1,3,10,93,""
"org.axonframework.eventsourcing.eventstore.jpa","jpa",27,1,3,17,1260,""
"org.axonframework.common.jdbc","jdbc",28,2,3,20,9,""
"org.axonframework.update.detection","detection",29,2,3,5,5,""
"org.axonframework.update.common","common",30,2,3,1,1,""
"org.axonframework.test.util","util",31,1,3,23,164,""
"org.axonframework.test.matchers","matchers",32,1,3,35,47,""
"org.axonframework.update.api","api",33,3,3,18,11,""
"org.axonframework.test","test",34,2,3,7,13,""
"org.axonframework.common.jpa","jpa",35,2,3,8,3,""
"org.axonframework.modelling.configuration","configuration",36,1,3,36,585,""
"org.axonframework.extension.springboot.actuator","actuator",37,2,3,2,0,""
"org.axonframework.test.server","server",38,2,3,3,2,""
"org.axonframework.extension.metrics.micrometer.reservoir","reservoir",39,1,3,2,0,""
"org.axonframework.messaging.core.timeout","timeout",40,2,3,15,182,""
"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",41,1,3,12,410,""
"org.axonframework.update.configuration","configuration",42,2,3,18,19,""
"org.axonframework.axonserver.connector","connector",112,2,3,59,344,""
