"dependentArtifactName","numberOfReflectionCaller","someReflectionCaller","someReflectionTypes","Source Cypher File: Java/Java_Reflection_usage.cypher"
"axon-messaging-4.10.3",787,"org.axonframework.common.caching.AbstractCacheAdapter,org.axonframework.eventhandling.MultiStreamableMessageSource$IdentifiedStreamableMessageSource,org.axonframework.eventhandling.deadletter.jdbc.JdbcDeadLetter,org.axonframework.eventhandling.deadletter.jdbc.JdbcSequencedDeadLetterQueue$Builder,org.axonframework.messaging.annotation.DefaultParameterResolverFactory$AnnotatedMetaDataParameterResolver,org.axonframework.common.annotation.PriorityAnnotationComparator,org.axonframework.tracing.HandlerSpanFactory,org.axonframework.eventhandling.deadletter.jdbc.DefaultDeadLetterJdbcConverter,org.axonframework.common.jpa.SimpleEntityManagerProvider,org.axonframework.eventhandling.WrappedTrackerStatus,org.axonframework.eventhandling.tokenstore.AbstractTokenEntry,org.axonframework.messaging.annotation.DefaultParameterResolverFactory$MetaDataParameterResolver,org.axonframework.eventhandling.deadletter.jpa.JpaDeadLetter,org.axonframework.messaging.annotation.HandlerComparator,org.axonframework.common.caching.package-info,org.axonframework.eventhandling.interceptors.EventLoggingInterceptor,org.axonframework.tracing.attributes.PayloadTypeSpanAttributesProvider,org.axonframework.commandhandling.gateway.CommandGatewayFactory$FireAndForget,org.axonframework.common.lock.PessimisticLockFactory$DisposableLock","java.lang.reflect.AnnotatedElement,java.lang.reflect.Executable,java.lang.reflect.Method,java.lang.reflect.Member,java.lang.reflect.InvocationTargetException,java.lang.reflect.Parameter,java.lang.reflect.Field,java.lang.reflect.Type,java.lang.reflect.Proxy,java.lang.reflect.Constructor,java.lang.reflect.Modifier,java.lang.reflect.WildcardType,java.lang.reflect.AccessibleObject,java.lang.reflect.TypeVariable,java.lang.reflect.ParameterizedType,java.lang.reflect.Array,java.lang.reflect.GenericArrayType,java.lang.reflect.InvocationHandler",""
"axon-eventsourcing-4.10.3",133,"org.axonframework.eventsourcing.conflictresolution.ConflictResolution,org.axonframework.eventsourcing.eventstore.jdbc.statements.DeleteSnapshotsStatementBuilder,org.axonframework.eventsourcing.eventstore.SequenceEventStorageEngine$ConcatenatingSpliterator,org.axonframework.eventsourcing.eventstore.jpa.JpaEventStorageEngine$Builder,org.axonframework.eventsourcing.snapshotting.SnapshotFilter,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapEntrySpliterator,org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry,org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder,org.axonframework.eventsourcing.AggregateSnapshotter$Builder,org.axonframework.eventsourcing.AggregateSnapshotter$1,org.axonframework.eventsourcing.eventstore.jdbc.JdbcEventStorageEngine,org.axonframework.eventsourcing.eventstore.EmbeddedEventStore,org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Cleaner,org.axonframework.eventsourcing.conflictresolution.ConflictResolver,org.axonframework.eventsourcing.EventSourcingRepository$Builder,org.axonframework.eventsourcing.eventstore.jpa.JpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.EventStore,org.axonframework.eventsourcing.eventstore.jdbc.statements.FetchTrackedEventsStatementBuilder,org.axonframework.eventsourcing.EventCountSnapshotTriggerDefinition$EventCountSnapshotTrigger","java.lang.reflect.Executable,java.lang.reflect.Parameter,java.lang.reflect.Constructor,java.lang.reflect.InvocationTargetException,java.lang.reflect.Modifier",""
"axon-spring-boot-autoconfigure-4.10.3",75,"org.axonframework.springboot.TracingProperties$AttributeProviders,org.axonframework.springboot.TracingProperties$QueryBusProperties,org.axonframework.springboot.MetricsProperties,org.axonframework.springboot.DistributedCommandBusProperties$SpringCloudProperties,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$EventsXStreamCondition,org.axonframework.springboot.util.DeadLetterQueueProviderConfigurerModule,org.axonframework.springboot.autoconfig.NoOpTransactionAutoConfiguration,org.axonframework.springboot.util.OnMissingQualifiedBeanCondition,org.axonframework.springboot.DistributedCommandBusProperties,org.axonframework.springboot.util.OnQualifiedBeanCondition,org.axonframework.springboot.TokenStoreProperties,org.axonframework.springboot.SerializerProperties,org.axonframework.springboot.TracingProperties$SnapshotterProperties,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$GeneralDefaultCondition,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration,org.axonframework.springboot.util.ConditionalOnQualifiedBean,org.axonframework.springboot.util.DefaultEntityRegistrar,org.axonframework.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory,org.axonframework.springboot.util.AbstractQualifiedBeanCondition","",""
"axon-server-connector-4.10.3",136,"org.axonframework.axonserver.connector.util.PriorityTaskSchedulers,org.axonframework.axonserver.connector.util.ContextAddingInterceptor$1,org.axonframework.axonserver.connector.ManagedChannelCustomizer,org.axonframework.axonserver.connector.util.GrpcMetaData,org.axonframework.axonserver.connector.DispatchInterceptors,org.axonframework.axonserver.connector.query.AxonServerQueryBus$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.AxonServerQueryBus$ResponseProcessingTask,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.heartbeat.source.GrpcHeartbeatSource,org.axonframework.axonserver.connector.event.axon.QueryResultStream,org.axonframework.axonserver.connector.util.GrpcObjectSerializer$Serializer,org.axonframework.axonserver.connector.heartbeat.connection.checker.HeartbeatConnectionChecker,org.axonframework.axonserver.connector.AxonServerConfiguration$EventStoreConfiguration,org.axonframework.axonserver.connector.AxonServerConfiguration$HeartbeatConfiguration,org.axonframework.axonserver.connector.query.subscription.GrpcBackedSubscriptionQueryMessage,org.axonframework.axonserver.connector.util.PriorityExecutorService,org.axonframework.axonserver.connector.query.QuerySerializer,org.axonframework.axonserver.connector.heartbeat.HeartbeatMonitor,org.axonframework.axonserver.connector.heartbeat.ConnectionSanityChecker","java.lang.reflect.Type",""
"axon-tracing-opentelemetry-4.10.3",5,"org.axonframework.tracing.opentelemetry.OpenTelemetrySpan,org.axonframework.tracing.opentelemetry.MetadataContextGetter,org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.tracing.opentelemetry.MetadataContextSetter,org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory","",""
"axon-configuration-4.10.3",41,"org.axonframework.config.AggregateConfiguration,org.axonframework.config.SubscribableMessageSourceDefinition,org.axonframework.config.TagsConfiguration,org.axonframework.config.ConfigurationScopeAwareProvider,org.axonframework.config.LifecycleHandlerInspector$1,org.axonframework.config.AxonIQConsoleModule,org.axonframework.config.EventProcessingConfigurer$EventProcessorBuilder,org.axonframework.config.LifecycleHandlerInspector$LifecycleRegistration,org.axonframework.config.MessageMonitorFactory,org.axonframework.config.EventProcessingModule$TypeProcessingGroupSelector,org.axonframework.config.ConfigurationParameterResolverFactory,org.axonframework.config.SagaConfiguration,org.axonframework.config.EventProcessingModule$ProcessingGroupSelector,org.axonframework.config.ProcessingGroup,org.axonframework.config.LifecycleHandlerInspector,org.axonframework.config.ConfigurationResourceInjector,org.axonframework.config.LifecycleHandler,org.axonframework.config.Configuration$1,org.axonframework.config.Configuration","java.lang.reflect.Executable,java.lang.reflect.Parameter,java.lang.reflect.Method",""
"axon-modelling-4.10.3",158,"org.axonframework.modelling.command.IdentifierMissingException,org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory$InspectedSagaModel,org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityMapDefinition,org.axonframework.modelling.saga.repository.NoResourceInjector,org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityCollectionDefinition,org.axonframework.modelling.command.Aggregate,org.axonframework.modelling.saga.repository.jpa.SerializedSaga,org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition,org.axonframework.modelling.command.legacyjpa.GenericJpaRepository,org.axonframework.modelling.command.AggregateIdentifier,org.axonframework.modelling.command.inspection.ChildEntityDefinition,org.axonframework.modelling.command.GenericJpaRepository,org.axonframework.modelling.saga.repository.jdbc.JdbcSagaStore,org.axonframework.modelling.saga.PayloadAssociationResolver,org.axonframework.modelling.saga.AbstractResourceInjector,org.axonframework.modelling.saga.AnnotatedSaga,org.axonframework.modelling.command.AggregateRoot,org.axonframework.modelling.saga.repository.jpa.JpaSagaStore$EntryImpl,org.axonframework.modelling.command.AggregateEntityNotFoundException","java.lang.reflect.Member,java.lang.reflect.Executable,java.lang.reflect.Field,java.lang.reflect.InvocationTargetException,java.lang.reflect.Method,java.lang.reflect.Constructor,java.lang.reflect.AnnotatedElement,java.lang.reflect.AccessibleObject,java.lang.reflect.Modifier",""
"axon-disruptor-4.10.3",22,"org.axonframework.disruptor.commandhandling.FirstLevelCache$WeakValue,org.axonframework.disruptor.commandhandling.CommandHandlingEntry$RepeatingCommandHandler,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder,org.axonframework.disruptor.commandhandling.EventPublisher,org.axonframework.disruptor.commandhandling.EventPublisher$ReportResultTask,org.axonframework.disruptor.commandhandling.CommandHandlingEntry$1,org.axonframework.disruptor.commandhandling.AggregateStateCorruptedException,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$1,org.axonframework.disruptor.commandhandling.CommandHandlingEntry,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository,org.axonframework.disruptor.commandhandling.FirstLevelCache$1,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$1,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler,org.axonframework.disruptor.commandhandling.FirstLevelCache,org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork,org.axonframework.disruptor.commandhandling.EventPublisher$1,org.axonframework.disruptor.commandhandling.DisruptorCommandBus","",""
"axon-test-4.10.3",87,"org.axonframework.test.aggregate.AggregateTestFixture$1,org.axonframework.test.matchers.EqualFieldsMatcher,org.axonframework.test.matchers.NonStaticFieldsFilter,org.axonframework.test.matchers.ExactSequenceMatcher,org.axonframework.test.server.AxonServerSEContainer,org.axonframework.test.eventscheduler.EventConsumer,org.axonframework.test.saga.RepositoryContentValidator,org.axonframework.test.aggregate.StubAggregateLifecycleExtension,org.axonframework.test.saga.SagaTestFixture,org.axonframework.test.aggregate.Reporter,org.axonframework.test.aggregate.StubAggregateLifecycleRule,org.axonframework.test.eventscheduler.StubScheduleToken,org.axonframework.test.matchers.NullOrVoidMatcher,org.axonframework.test.server.AxonServerContainer,org.axonframework.test.deadline.StubDeadlineManager,org.axonframework.test.server.AxonServerEEContainer,org.axonframework.test.matchers.PayloadsMatcher,org.axonframework.test.saga.ContinuedGivenState,org.axonframework.test.FixtureExecutionException","java.lang.reflect.Field,java.lang.reflect.Modifier,java.lang.reflect.Method,java.lang.reflect.Executable,java.lang.reflect.Parameter",""
