"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: domains/internal-dependencies/queries/path-finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-test-5.1.0",,,true,,,6,4,4,2,1,1,1,"/org/axonframework/test/extension -> /org/axonframework/eventsourcing/snapshot/api","axon-test-5.1.0 -> axon-eventsourcing-5.1.0","",""
"axon-tracing-opentelemetry-5.1.0",,,true,,,1,774,118,98,3,1,3,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/tracing,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common","axon-tracing-opentelemetry-5.1.0 -> axon-messaging-5.1.0,axon-tracing-opentelemetry-5.1.0 -> axon-common-5.1.0","",""
"axon-tracing-opentelemetry-5.1.0",,,true,,,2,969,108,80,6,1,6,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/conversion,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core/annotation,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core/unitofwork","axon-tracing-opentelemetry-5.1.0 -> axon-conversion-5.1.0,axon-tracing-opentelemetry-5.1.0 -> axon-messaging-5.1.0,axon-tracing-opentelemetry-5.1.0 -> axon-common-5.1.0","",""
"axon-tracing-opentelemetry-5.1.0",,,true,,,3,947,100,64,10,1,10,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/annotation,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/replay,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/queryhandling/annotation","axon-tracing-opentelemetry-5.1.0 -> axon-messaging-5.1.0,axon-tracing-opentelemetry-5.1.0 -> axon-common-5.1.0","",""
"axon-tracing-opentelemetry-5.1.0",,,true,,,4,614,94,51,11,1,11,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/gateway,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/conversion","axon-tracing-opentelemetry-5.1.0 -> axon-messaging-5.1.0,axon-tracing-opentelemetry-5.1.0 -> axon-common-5.1.0","",""
"axon-tracing-opentelemetry-5.1.0",,,true,,,5,109,39,27,1,1,1,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/function","axon-tracing-opentelemetry-5.1.0 -> axon-common-5.1.0","",""
"axon-update-5.1.0",,,false,,,1,774,118,98,5,2,4,"/org/axonframework/update -> /org/axonframework/update/detection,/org/axonframework/update -> /org/axonframework/update/common,/org/axonframework/update -> /org/axonframework/update/api,/org/axonframework/update/detection -> /org/axonframework/update/api","axon-update-5.1.0 -> axon-update-5.1.0","",""
"axon-update-5.1.0",,,true,,,1,774,118,98,7,5,3,"/org/axonframework/update -> /org/axonframework/common,/org/axonframework/update -> /org/axonframework/common/annotation,/org/axonframework/update/detection -> /org/axonframework/common/annotation,/org/axonframework/update/common -> /org/axonframework/common/annotation","axon-update-5.1.0 -> axon-common-5.1.0","",""
"axon-update-5.1.0",,,true,,,2,969,108,80,6,5,3,"/org/axonframework/update/detection -> /org/axonframework/common,/org/axonframework/update/common -> /org/axonframework/common,/org/axonframework/update/api -> /org/axonframework/common,/org/axonframework/update/configuration -> /org/axonframework/common","axon-update-5.1.0 -> axon-common-5.1.0","",""
"axoniq-spring-boot-autoconfigure-5.1.0",,,false,,,1,774,118,98,4,2,4,"/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot,/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot/service/connection,/io/axoniq/framework/springboot/actuator/axonserver -> /io/axoniq/framework/springboot/actuator,/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot/actuator/axonserver","axoniq-spring-boot-autoconfigure-5.1.0 -> axoniq-spring-boot-autoconfigure-5.1.0","",""
"axoniq-spring-boot-autoconfigure-5.1.0",,,false,,,2,969,108,80,1,1,1,"/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot/actuator","axoniq-spring-boot-autoconfigure-5.1.0 -> axoniq-spring-boot-autoconfigure-5.1.0","",""
"axoniq-spring-boot-autoconfigure-5.1.0",,,true,,,1,774,118,98,10,3,8,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/conversion,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/conversion,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/processing/streaming/pooled,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/core/unitofwork/transaction/jdbc","axoniq-spring-boot-autoconfigure-5.1.0 -> axon-conversion-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-messaging-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-server-connector-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-common-5.1.0","",""
"axoniq-spring-boot-autoconfigure-5.1.0",,,true,,,2,969,108,80,36,3,32,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing/snapshot/store,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing/eventstore,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/monitoring,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling","axoniq-spring-boot-autoconfigure-5.1.0 -> axon-eventsourcing-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-messaging-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-server-connector-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-common-5.1.0","",""
"axoniq-spring-boot-autoconfigure-5.1.0",,,true,,,3,947,100,64,15,3,13,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing/annotation,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing/snapshot/api,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/monitoring/configuration,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/commandhandling","axoniq-spring-boot-autoconfigure-5.1.0 -> axon-eventsourcing-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-messaging-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-server-connector-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-common-5.1.0","",""
"axoniq-spring-boot-autoconfigure-5.1.0",,,true,,,4,614,94,51,25,3,23,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing/annotation/reflection,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/conversion/jackson,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/modelling","axoniq-spring-boot-autoconfigure-5.1.0 -> axon-eventsourcing-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-conversion-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-modelling-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-messaging-5.1.0","",""
"axoniq-spring-boot-autoconfigure-5.1.0",,,true,,,5,109,39,27,4,1,4,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing/handler,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/modelling/entity,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/modelling/entity/child,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/modelling/repository","axoniq-spring-boot-autoconfigure-5.1.0 -> axon-eventsourcing-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0 -> axon-modelling-5.1.0","",""
