"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: domains/internal-dependencies/queries/path-finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-eventsourcing-5.1.0",,,false,,,4,614,94,51,7,6,4,"/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/eventsourcing,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/eventsourcing/annotation/reflection,/org/axonframework/eventsourcing/eventstore -> /org/axonframework/eventsourcing/snapshot/api,/org/axonframework/eventsourcing/snapshot/store -> /org/axonframework/eventsourcing/handler","axon-eventsourcing-5.1.0 -> axon-eventsourcing-5.1.0","",""
"axon-eventsourcing-5.1.0",,,false,,,5,109,39,27,3,3,2,"/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/eventsourcing/snapshot/api,/org/axonframework/eventsourcing/eventstore/jpa -> /org/axonframework/eventsourcing/snapshot/api,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/eventsourcing/handler","axon-eventsourcing-5.1.0 -> axon-eventsourcing-5.1.0","",""
"axon-eventsourcing-5.1.0",,,true,,,1,774,118,98,88,11,31,"/org/axonframework/eventsourcing/snapshot/store -> /org/axonframework/conversion,/org/axonframework/eventsourcing/eventstore/jpa -> /org/axonframework/conversion,/org/axonframework/eventsourcing/configuration -> /org/axonframework/conversion,/org/axonframework/eventsourcing -> /org/axonframework/modelling","axon-eventsourcing-5.1.0 -> axon-conversion-5.1.0,axon-eventsourcing-5.1.0 -> axon-modelling-5.1.0,axon-eventsourcing-5.1.0 -> axon-messaging-5.1.0,axon-eventsourcing-5.1.0 -> axon-common-5.1.0","",""
"axon-eventsourcing-5.1.0",,,true,,,2,969,108,80,139,11,47,"/org/axonframework/eventsourcing -> /org/axonframework/conversion,/org/axonframework/eventsourcing/annotation -> /org/axonframework/conversion,/org/axonframework/eventsourcing/annotation/reflection -> /org/axonframework/conversion,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/conversion","axon-eventsourcing-5.1.0 -> axon-conversion-5.1.0,axon-eventsourcing-5.1.0 -> axon-modelling-5.1.0,axon-eventsourcing-5.1.0 -> axon-messaging-5.1.0,axon-eventsourcing-5.1.0 -> axon-common-5.1.0","",""
"axon-eventsourcing-5.1.0",,,true,,,3,947,100,64,120,11,35,"/org/axonframework/eventsourcing/eventstore -> /org/axonframework/modelling,/org/axonframework/eventsourcing/snapshot/store -> /org/axonframework/modelling/annotation,/org/axonframework/eventsourcing/snapshot/api -> /org/axonframework/modelling/annotation,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/modelling/annotation","axon-eventsourcing-5.1.0 -> axon-modelling-5.1.0,axon-eventsourcing-5.1.0 -> axon-messaging-5.1.0,axon-eventsourcing-5.1.0 -> axon-common-5.1.0","",""
"axon-eventsourcing-5.1.0",,,true,,,4,614,94,51,75,11,22,"/org/axonframework/eventsourcing/snapshot/store -> /org/axonframework/modelling,/org/axonframework/eventsourcing/snapshot/api -> /org/axonframework/modelling,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/modelling,/org/axonframework/eventsourcing/eventstore/jpa -> /org/axonframework/modelling","axon-eventsourcing-5.1.0 -> axon-modelling-5.1.0,axon-eventsourcing-5.1.0 -> axon-messaging-5.1.0,axon-eventsourcing-5.1.0 -> axon-common-5.1.0","",""
"axon-eventsourcing-5.1.0",,,true,,,5,109,39,27,10,3,8,"/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/modelling,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/modelling/entity,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/modelling/entity/child,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/modelling/repository","axon-eventsourcing-5.1.0 -> axon-modelling-5.1.0,axon-eventsourcing-5.1.0 -> axon-messaging-5.1.0,axon-eventsourcing-5.1.0 -> axon-common-5.1.0","",""
"axon-messaging-5.1.0",,,false,,,1,774,118,98,267,57,43,"/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/messaging/monitoring,/org/axonframework/messaging/eventhandling/processing/subscribing -> /org/axonframework/messaging/monitoring,/org/axonframework/messaging/eventhandling/configuration -> /org/axonframework/messaging/monitoring,/org/axonframework/messaging/core/configuration -> /org/axonframework/messaging/monitoring","axon-messaging-5.1.0 -> axon-messaging-5.1.0","",""
"axon-messaging-5.1.0",,,false,,,2,969,108,80,302,57,39,"/org/axonframework/messaging/eventhandling -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/annotation -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/annotation -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/messaging/eventhandling/replay/annotation -> /org/axonframework/messaging/commandhandling/annotation","axon-messaging-5.1.0 -> axon-messaging-5.1.0","",""
"axon-messaging-5.1.0",,,false,,,3,947,100,64,362,56,30,"/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/messaging/monitoring/interception,/org/axonframework/messaging/eventhandling/processing/subscribing -> /org/axonframework/messaging/monitoring/interception,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/inmemory -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jdbc -> /org/axonframework/messaging/commandhandling","axon-messaging-5.1.0 -> axon-messaging-5.1.0","",""
"axon-messaging-5.1.0",,,false,,,4,614,94,51,206,47,14,"/org/axonframework/messaging/queryhandling/interception -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/queryhandling/gateway -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/queryhandling/tracing -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/core/correlation -> /org/axonframework/messaging/commandhandling","axon-messaging-5.1.0 -> axon-messaging-5.1.0","",""
"axon-messaging-5.1.0",,,false,,,5,109,39,27,32,7,8,"/org/axonframework/messaging/core/unitofwork/transaction -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/inmemory -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jdbc -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jpa -> /org/axonframework/messaging/commandhandling/gateway","axon-messaging-5.1.0 -> axon-messaging-5.1.0","",""
"axon-messaging-5.1.0",,,true,,,1,774,118,98,140,52,12,"/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jdbc -> /org/axonframework/conversion,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jpa -> /org/axonframework/conversion,/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/conversion,/org/axonframework/messaging/queryhandling -> /org/axonframework/conversion","axon-messaging-5.1.0 -> axon-conversion-5.1.0,axon-messaging-5.1.0 -> axon-common-5.1.0","",""
"axon-messaging-5.1.0",,,true,,,2,969,108,80,192,57,12,"/org/axonframework/messaging/monitoring -> /org/axonframework/conversion,/org/axonframework/messaging/monitoring/interception -> /org/axonframework/conversion,/org/axonframework/messaging/monitoring/configuration -> /org/axonframework/conversion,/org/axonframework/messaging/commandhandling/annotation -> /org/axonframework/conversion","axon-messaging-5.1.0 -> axon-conversion-5.1.0,axon-messaging-5.1.0 -> axon-common-5.1.0","",""
"axon-messaging-5.1.0",,,true,,,3,947,100,64,174,57,10,"/org/axonframework/messaging/core/reflection -> /org/axonframework/conversion,/org/axonframework/messaging/core/unitofwork/annotation -> /org/axonframework/conversion,/org/axonframework/messaging/core/unitofwork/transaction -> /org/axonframework/conversion,/org/axonframework/messaging/core/configuration/reflection -> /org/axonframework/conversion","axon-messaging-5.1.0 -> axon-conversion-5.1.0,axon-messaging-5.1.0 -> axon-common-5.1.0","",""
"axon-messaging-5.1.0",,,true,,,4,614,94,51,106,56,6,"/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming/segmenting -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/subscribing -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/errorhandling -> /org/axonframework/common/io","axon-messaging-5.1.0 -> axon-common-5.1.0","",""
"axon-messaging-5.1.0",,,true,,,5,109,39,27,22,19,3,"/org/axonframework/messaging/eventhandling/processing/streaming/token/store/inmemory -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jdbc -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jpa -> /org/axonframework/common/io,/org/axonframework/messaging/core/unitofwork/transaction -> /org/axonframework/common/io","axon-messaging-5.1.0 -> axon-common-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,false,,,1,774,118,98,2,2,2,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/extension/metrics/micrometer,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.1.0 -> axon-metrics-micrometer-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,false,,,2,969,108,80,1,1,1,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.1.0 -> axon-metrics-micrometer-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,true,,,1,774,118,98,10,2,9,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/monitoring,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/monitoring/configuration,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling","axon-metrics-micrometer-5.1.0 -> axon-messaging-5.1.0,axon-metrics-micrometer-5.1.0 -> axon-common-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,true,,,2,969,108,80,22,2,19,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/conversion,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/monitoring,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/monitoring/configuration,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling","axon-metrics-micrometer-5.1.0 -> axon-conversion-5.1.0,axon-metrics-micrometer-5.1.0 -> axon-messaging-5.1.0,axon-metrics-micrometer-5.1.0 -> axon-common-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,true,,,3,947,100,64,16,2,16,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/conversion,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/annotation,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/replay","axon-metrics-micrometer-5.1.0 -> axon-conversion-5.1.0,axon-metrics-micrometer-5.1.0 -> axon-messaging-5.1.0,axon-metrics-micrometer-5.1.0 -> axon-common-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,true,,,4,614,94,51,13,2,13,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/annotation,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/gateway","axon-metrics-micrometer-5.1.0 -> axon-messaging-5.1.0,axon-metrics-micrometer-5.1.0 -> axon-common-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,true,,,5,109,39,27,6,2,6,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/gateway,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/core/configuration/reflection,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/io","axon-metrics-micrometer-5.1.0 -> axon-messaging-5.1.0,axon-metrics-micrometer-5.1.0 -> axon-common-5.1.0","",""
"axon-metrics-micrometer-5.1.0",,,true,,,6,4,4,2,1,1,1,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/function","axon-metrics-micrometer-5.1.0 -> axon-common-5.1.0","",""
"axon-modelling-5.1.0",,,false,,,1,774,118,98,17,6,6,"/org/axonframework/modelling/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity -> /org/axonframework/modelling,/org/axonframework/modelling/entity/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling","axon-modelling-5.1.0 -> axon-modelling-5.1.0","",""
"axon-modelling-5.1.0",,,false,,,2,969,108,80,9,6,5,"/org/axonframework/modelling/entity -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/annotation -> /org/axonframework/modelling/entity","axon-modelling-5.1.0 -> axon-modelling-5.1.0","",""
"axon-modelling-5.1.0",,,false,,,3,947,100,64,5,4,3,"/org/axonframework/modelling -> /org/axonframework/modelling/entity,/org/axonframework/modelling/entity -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/entity/annotation","axon-modelling-5.1.0 -> axon-modelling-5.1.0","",""
"axon-modelling-5.1.0",,,true,,,1,774,118,98,51,7,19,"/org/axonframework/modelling/entity/annotation -> /org/axonframework/conversion,/org/axonframework/modelling/entity -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling/entity/annotation -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling/entity/child -> /org/axonframework/messaging/commandhandling","axon-modelling-5.1.0 -> axon-conversion-5.1.0,axon-modelling-5.1.0 -> axon-messaging-5.1.0,axon-modelling-5.1.0 -> axon-common-5.1.0","",""
"axon-modelling-5.1.0",,,true,,,2,969,108,80,86,7,36,"/org/axonframework/modelling -> /org/axonframework/conversion,/org/axonframework/modelling/annotation -> /org/axonframework/conversion,/org/axonframework/modelling/entity -> /org/axonframework/conversion,/org/axonframework/modelling/entity/child -> /org/axonframework/conversion","axon-modelling-5.1.0 -> axon-conversion-5.1.0,axon-modelling-5.1.0 -> axon-messaging-5.1.0,axon-modelling-5.1.0 -> axon-common-5.1.0","",""
"axon-modelling-5.1.0",,,true,,,3,947,100,64,59,7,22,"/org/axonframework/modelling -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/modelling/entity -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/messaging/commandhandling/annotation","axon-modelling-5.1.0 -> axon-messaging-5.1.0,axon-modelling-5.1.0 -> axon-common-5.1.0","",""
"axon-modelling-5.1.0",,,true,,,4,614,94,51,37,7,17,"/org/axonframework/modelling/repository -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/modelling/entity -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/modelling/entity/child -> /org/axonframework/messaging/commandhandling/gateway","axon-modelling-5.1.0 -> axon-messaging-5.1.0,axon-modelling-5.1.0 -> axon-common-5.1.0","",""
"axon-server-connector-5.1.0",,,false,,,1,774,118,98,17,6,9,"/io/axoniq/framework/axonserver/connector/query -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/event -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/command -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/snapshot","axon-server-connector-5.1.0 -> axon-server-connector-5.1.0","",""
"axon-server-connector-5.1.0",,,false,,,2,969,108,80,10,5,4,"/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/shared -> /io/axoniq/framework/axonserver/connector/util,/io/axoniq/framework/axonserver/connector/event -> /io/axoniq/framework/axonserver/connector/util,/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/util","axon-server-connector-5.1.0 -> axon-server-connector-5.1.0","",""
"axon-server-connector-5.1.0",,,false,,,3,947,100,64,2,1,2,"/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/api/query,/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/api/command","axon-server-connector-5.1.0 -> axon-server-connector-5.1.0","",""
"axon-server-connector-5.1.0",,,true,,,1,774,118,98,58,10,25,"/io/axoniq/framework/axonserver/connector/snapshot -> /org/axonframework/eventsourcing/snapshot/store,/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/eventsourcing/snapshot/store,/io/axoniq/framework/axonserver/connector/snapshot -> /org/axonframework/eventsourcing/snapshot/api,/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/eventsourcing/eventstore","axon-server-connector-5.1.0 -> axon-eventsourcing-5.1.0,axon-server-connector-5.1.0 -> axon-conversion-5.1.0,axon-server-connector-5.1.0 -> axon-modelling-5.1.0,axon-server-connector-5.1.0 -> axon-messaging-5.1.0","",""
"axon-server-connector-5.1.0",,,true,,,2,969,108,80,88,10,37,"/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/eventsourcing/annotation,/io/axoniq/framework/axonserver/connector/snapshot -> /org/axonframework/eventsourcing/annotation,/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/eventsourcing/annotation,/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/eventsourcing/annotation","axon-server-connector-5.1.0 -> axon-eventsourcing-5.1.0,axon-server-connector-5.1.0 -> axon-conversion-5.1.0,axon-server-connector-5.1.0 -> axon-modelling-5.1.0,axon-server-connector-5.1.0 -> axon-messaging-5.1.0","",""
"axon-server-connector-5.1.0",,,true,,,3,947,100,64,106,9,33,"/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/eventsourcing,/io/axoniq/framework/axonserver/connector/snapshot -> /org/axonframework/eventsourcing,/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/eventsourcing,/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/eventsourcing","axon-server-connector-5.1.0 -> axon-eventsourcing-5.1.0,axon-server-connector-5.1.0 -> axon-modelling-5.1.0,axon-server-connector-5.1.0 -> axon-messaging-5.1.0,axon-server-connector-5.1.0 -> axon-common-5.1.0","",""
"axon-server-connector-5.1.0",,,true,,,4,614,94,51,92,8,36,"/io/axoniq/framework/axonserver/connector/query -> /org/axonframework/eventsourcing,/io/axoniq/framework/axonserver/connector/command -> /org/axonframework/eventsourcing,/io/axoniq/framework/axonserver/connector/query -> /org/axonframework/eventsourcing/annotation/reflection,/io/axoniq/framework/axonserver/connector/command -> /org/axonframework/eventsourcing/annotation/reflection","axon-server-connector-5.1.0 -> axon-eventsourcing-5.1.0,axon-server-connector-5.1.0 -> axon-conversion-5.1.0,axon-server-connector-5.1.0 -> axon-modelling-5.1.0,axon-server-connector-5.1.0 -> axon-messaging-5.1.0","",""
"axon-server-connector-5.1.0",,,true,,,5,109,39,27,23,8,15,"/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/eventsourcing/snapshot/api,/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/eventsourcing/snapshot/api,/io/axoniq/framework/axonserver/connector/query -> /org/axonframework/eventsourcing/handler,/io/axoniq/framework/axonserver/connector/command -> /org/axonframework/eventsourcing/handler","axon-server-connector-5.1.0 -> axon-eventsourcing-5.1.0,axon-server-connector-5.1.0 -> axon-conversion-5.1.0,axon-server-connector-5.1.0 -> axon-modelling-5.1.0,axon-server-connector-5.1.0 -> axon-messaging-5.1.0","",""
"axon-server-connector-5.1.0",,,true,,,6,4,4,2,2,2,1,"/io/axoniq/framework/axonserver/connector/query -> /org/axonframework/eventsourcing/snapshot/api,/io/axoniq/framework/axonserver/connector/command -> /org/axonframework/eventsourcing/snapshot/api","axon-server-connector-5.1.0 -> axon-eventsourcing-5.1.0","",""
"axon-test-5.1.0",,,false,,,1,774,118,98,6,3,4,"/org/axonframework/test/fixture -> /org/axonframework/test,/org/axonframework/test/extension -> /org/axonframework/test,/org/axonframework/test/matchers -> /org/axonframework/test,/org/axonframework/test/extension -> /org/axonframework/test/fixture","axon-test-5.1.0 -> axon-test-5.1.0","",""
"axon-test-5.1.0",,,false,,,2,969,108,80,2,1,2,"/org/axonframework/test/extension -> /org/axonframework/test/util,/org/axonframework/test/extension -> /org/axonframework/test/matchers","axon-test-5.1.0 -> axon-test-5.1.0","",""
"axon-test-5.1.0",,,true,,,1,774,118,98,28,5,14,"/org/axonframework/test/fixture -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/test/util -> /org/axonframework/messaging/monitoring,/org/axonframework/test/fixture -> /org/axonframework/messaging/commandhandling,/org/axonframework/test/util -> /org/axonframework/messaging/commandhandling","axon-test-5.1.0 -> axon-eventsourcing-5.1.0,axon-test-5.1.0 -> axon-messaging-5.1.0,axon-test-5.1.0 -> axon-common-5.1.0","",""
"axon-test-5.1.0",,,true,,,2,969,108,80,42,5,24,"/org/axonframework/test/fixture -> /org/axonframework/eventsourcing/annotation,/org/axonframework/test/extension -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/test/fixture -> /org/axonframework/conversion,/org/axonframework/test/util -> /org/axonframework/conversion","axon-test-5.1.0 -> axon-eventsourcing-5.1.0,axon-test-5.1.0 -> axon-conversion-5.1.0,axon-test-5.1.0 -> axon-messaging-5.1.0,axon-test-5.1.0 -> axon-common-5.1.0","",""
"axon-test-5.1.0",,,true,,,3,947,100,64,59,5,29,"/org/axonframework/test/fixture -> /org/axonframework/eventsourcing,/org/axonframework/test/extension -> /org/axonframework/eventsourcing/annotation,/org/axonframework/test/fixture -> /org/axonframework/eventsourcing/annotation/reflection,/org/axonframework/test -> /org/axonframework/conversion","axon-test-5.1.0 -> axon-eventsourcing-5.1.0,axon-test-5.1.0 -> axon-conversion-5.1.0,axon-test-5.1.0 -> axon-modelling-5.1.0,axon-test-5.1.0 -> axon-messaging-5.1.0","",""
"axon-test-5.1.0",,,true,,,4,614,94,51,41,5,20,"/org/axonframework/test/extension -> /org/axonframework/eventsourcing,/org/axonframework/test/extension -> /org/axonframework/eventsourcing/annotation/reflection,/org/axonframework/test/fixture -> /org/axonframework/eventsourcing/handler,/org/axonframework/test/fixture -> /org/axonframework/modelling","axon-test-5.1.0 -> axon-eventsourcing-5.1.0,axon-test-5.1.0 -> axon-modelling-5.1.0,axon-test-5.1.0 -> axon-messaging-5.1.0,axon-test-5.1.0 -> axon-common-5.1.0","",""
"axon-test-5.1.0",,,true,,,5,109,39,27,8,3,7,"/org/axonframework/test/fixture -> /org/axonframework/eventsourcing/snapshot/api,/org/axonframework/test/extension -> /org/axonframework/eventsourcing/handler,/org/axonframework/test/extension -> /org/axonframework/modelling,/org/axonframework/test/extension -> /org/axonframework/modelling/entity","axon-test-5.1.0 -> axon-eventsourcing-5.1.0,axon-test-5.1.0 -> axon-modelling-5.1.0,axon-test-5.1.0 -> axon-common-5.1.0","",""
