"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: domains/internal-dependencies/queries/object-oriented-design-metrics/Calculate_distance_between_abstractness_and_instability_for_Java_including_subpackages.cypher"
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.configuration","configuration",0.7285714285714286,0.8,0.9285714285714286,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.configuration","configuration",0.7285714285714286,0.8,0.9285714285714286,5,""
"axon-conversion-5.1.0","org.axonframework.conversion","conversion",0.7096975609756098,0.24390243902439024,0.0464,41,""
"axon-common-5.1.0","org.axonframework.common.lifecycle","lifecycle",0.6666666666666667,0.16666666666666666,0.16666666666666666,6,""
"axon-messaging-5.1.0","org.axonframework.messaging.core","core",0.6649571138031656,0.311787072243346,0.023255813953488372,263,""
"axon-common-5.1.0","org.axonframework.common.infra","infra",0.6628902316213494,0.3333333333333333,0.0037764350453172208,9,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork","unitofwork",0.6008004065557109,0.38235294117647056,0.016846652267818573,34,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token","token",0.586552995948969,0.2702702702702703,0.14317673378076062,37,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.annotation","annotation",0.5773809523809523,0.625,0.9523809523809523,8,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.gateway","gateway",0.5666666666666667,0.6666666666666666,0.9,3,""
"axon-update-5.1.0","org.axonframework.update.api","api",0.5413533834586466,0.14285714285714285,0.3157894736842105,7,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation","annotation",0.5233918128654971,0.6111111111111112,0.9122807017543859,18,""
"axon-common-5.1.0","org.axonframework.common.annotation","annotation",0.4993053947673073,0.5,0.0006946052326927529,6,""
"axon-common-5.1.0","org.axonframework.common.configuration","configuration",0.46552353735016283,0.49803921568627446,0.03643724696356275,51,""
"axon-messaging-5.1.0","org.axonframework.messaging.tracing","tracing",0.45925925925925926,0.3333333333333333,0.2074074074074074,21,""
"axon-modelling-5.1.0","org.axonframework.modelling.configuration","configuration",0.44814090019569464,0.5714285714285714,0.8767123287671232,14,""
"axon-test-5.1.0","org.axonframework.test.fixture","fixture",0.4311688311688311,0.44545454545454544,0.9857142857142858,33,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.configuration","configuration",0.4298507462686567,0.7333333333333333,0.6965174129353234,15,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api","api",0.42490842490842495,0.19047619047619047,0.38461538461538464,21,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation","annotation",0.416998378807216,0.3471698113207547,0.23583180987202926,53,""
"axon-common-5.1.0","org.axonframework.common.property","property",0.41000000000000003,0.33999999999999997,0.25,10,""
