"artifactName","fullQualifiedPackageName","packageName","abstractness","numberAbstractTypes","numberTypes","numberOfIncludedSubPackages","maxSubpackageDepth","Source Cypher File: Metrics/Calculate_and_set_Abstractness_for_Java_including_Subpackages.cypher"
"axon-test-5.0.3","org.axonframework.test.matchers","matchers",0.13043478260869565,3,23,0,0,""
"axon-conversion-5.0.3","org.axonframework.conversion","conversion",0.14285714285714285,5,35,4,1,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector","connector",0.16666666666666666,12,72,4,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring","monitoring",0.2,4,20,2,1,""
"axon-common-5.0.3","org.axonframework.common.lock","lock",0.2,2,10,0,0,""
"axon-conversion-5.0.3","org.axonframework.conversion.avro","avro",0.2,2,10,0,0,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.2,1,5,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.tracing","tracing",0.2,1,5,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.2,1,5,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.20588235294117646,14,68,8,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing","processing",0.21518987341772153,17,79,11,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring.configuration","configuration",0.2222222222222222,2,9,0,0,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.service","service",0.25,1,4,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.25,6,24,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.25,3,12,0,0,""
"axon-common-5.0.3","org.axonframework.common.infra","infra",0.25,2,8,0,0,""
"axon-common-5.0.3","org.axonframework.common.jpa","jpa",0.25,1,4,0,0,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.service.connection","connection",0.25,1,4,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.tracing","tracing",0.2631578947368421,5,19,1,1,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore","eventstore",0.2698412698412698,17,63,2,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation","annotation",0.2727272727272727,3,11,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core","core",0.2796610169491525,66,236,16,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception","interception",0.28125,9,32,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.tracing","tracing",0.2857142857142857,2,7,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.tracing","tracing",0.2857142857142857,2,7,0,0,""
"axon-update-5.0.3","org.axonframework.update.configuration","configuration",0.2857142857142857,2,7,0,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation","annotation",0.3,3,10,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork","unitofwork",0.3076923076923077,8,26,4,2,""
"axon-test-5.0.3","org.axonframework.test","test",0.3076923076923077,24,78,5,1,""
"axon-common-5.0.3","org.axonframework.common.caching","caching",0.3076923076923077,4,13,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.retry","retry",0.3076923076923077,4,13,0,0,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.util","util",0.3076923076923077,4,13,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling","eventhandling",0.32298136645962733,52,161,20,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork.transaction","transaction",0.3333333333333333,3,9,2,1,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.actuator","actuator",0.3333333333333333,1,3,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation","annotation",0.3333333333333333,17,51,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation","annotation",0.3333333333333333,6,18,0,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity.annotation","annotation",0.3333333333333333,6,18,0,0,""
"axon-test-5.0.3","org.axonframework.test.util","util",0.3333333333333333,4,12,0,0,""
"axon-common-5.0.3","org.axonframework.common.property","property",0.3333333333333333,3,9,0,0,""
"axon-common-5.0.3","org.axonframework.common.util","util",0.3333333333333333,2,6,0,0,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation.reflection","reflection",0.3333333333333333,2,6,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.correlation","correlation",0.3333333333333333,2,6,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",0.3333333333333333,1,3,0,0,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing","eventsourcing",0.34,34,100,6,2,""
"axon-common-5.0.3","org.axonframework.common","common",0.3525641025641026,55,156,14,1,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity","entity",0.35555555555555557,16,45,2,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay","replay",0.35714285714285715,5,14,1,1,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.configuration","configuration",0.35714285714285715,5,14,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling","commandhandling",0.359375,23,64,7,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.distributed","distributed",0.36363636363636365,4,11,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.gateway","gateway",0.375,3,8,0,0,""
"axon-modelling-5.0.3","org.axonframework.modelling","modelling",0.3804347826086957,35,92,6,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling","queryhandling",0.38095238095238093,24,63,6,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.distributed","distributed",0.4,4,10,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay.annotation","annotation",0.4,4,10,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.gateway","gateway",0.4,2,5,0,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity.child","child",0.42857142857142855,6,14,0,0,""
"axon-test-5.0.3","org.axonframework.test.fixture","fixture",0.4375,14,32,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventstreaming","eventstreaming",0.4375,7,16,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation","annotation",0.45454545454545453,5,11,0,0,""
"axon-common-5.0.3","org.axonframework.common.configuration","configuration",0.4782608695652174,22,46,0,0,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.util","util",0.5,4,8,1,1,""
"axon-common-5.0.3","org.axonframework.common.jdbc","jdbc",0.5,6,12,0,0,""
"axon-test-5.0.3","org.axonframework.test.extension","extension",0.5,2,4,0,0,""
"axon-common-5.0.3","org.axonframework.common.annotation","annotation",0.5,2,4,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.conversion","conversion",0.5,1,2,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.gateway","gateway",0.5,1,2,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.conversion","conversion",0.5,1,2,0,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.configuration","configuration",0.5384615384615384,7,13,0,0,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation","annotation",0.5625,9,16,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation","annotation",0.5714285714285714,4,7,0,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.repository","repository",0.625,5,8,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration","configuration",0.7142857142857143,10,14,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.configuration","configuration",0.75,3,4,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.configuration","configuration",0.75,3,4,0,0,""
"axon-common-5.0.3","org.axonframework.common.function","function",1,2,2,0,0,""
"axon-common-5.0.3","org.axonframework.common.tx","tx",1,1,1,0,0,""
