"artifactName","fullQualifiedPackageName","packageName","instability","instabilityTypes","instabilityInterfaces","instabilityPackages","instabilityArtifacts","p.outgoingDependenciesIncludingSubpackages","p.incomingDependenciesIncludingSubpackages","p.outgoingDependentTypesIncludingSubpackages","p.incomingDependentTypesIncludingSubpackages","p.outgoingDependentInterfacesIncludingSubpackages","p.incomingDependentInterfacesIncludingSubpackages","p.outgoingDependentPackagesIncludingSubpackages","p.incomingDependentPackagesIncludingSubpackages","p.outgoingDependentArtifactsIncludingSubpackages","p.incomingDependentArtifactsIncludingSubpackages","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Java_Including_Subpackages.cypher"
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore","eventstore",0.7007874015748031,0.7397260273972602,0.5384615384615384,0.7272727272727273,0.5,178,76,54,19,7,6,16,6,3,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.sequencing","sequencing",0.7083333333333334,0.6363636363636364,0,0.625,1,34,14,14,8,0,0,10,6,2,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",0.7272727272727273,0.5483870967741935,0,0.75,0.5,48,18,17,14,0,0,9,3,2,2,""
"axon-update-5.0.3","org.axonframework.update","update",0.7647058823529411,0.5833333333333334,1,0.6,0,26,8,7,5,2,0,3,2,0,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.timeout","timeout",0.7931034482758621,0.8095238095238095,0,0.7777777777777778,1,23,6,17,4,0,0,7,2,1,0,""
"axon-conversion-5.0.3","org.axonframework.conversion.jackson","jackson",0.8,0.6666666666666666,0,0.6,0.5,12,3,6,3,0,0,3,2,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork.transaction.jpa","jpa",0.8,0.7777777777777778,0,0.875,1,8,2,7,2,0,0,7,1,1,0,""
"axon-conversion-5.0.3","org.axonframework.conversion.avro","avro",0.8235294117647058,0.8888888888888888,1,0.8,1,14,3,8,1,1,0,4,1,1,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.distributed","distributed",0.8333333333333334,0.8518518518518519,0.5,0.75,0.5,45,9,23,4,2,2,9,3,1,1,""
"axon-modelling-5.0.3","org.axonframework.modelling","modelling",0.8340807174887892,0.8289473684210527,0.5348837209302325,0.8260869565217391,0.6666666666666666,372,74,63,13,23,20,19,4,2,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation","annotation",0.8363636363636363,0.7931034482758621,0,0.5,0.5,46,9,23,6,0,0,5,5,1,1,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing","eventsourcing",0.8368983957219251,0.8648648648648649,0.7,0.8857142857142857,0.6,313,61,96,15,14,6,31,4,3,2,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity","entity",0.856687898089172,0.8363636363636363,0.55,0.8095238095238095,0.75,269,45,46,9,11,9,17,4,3,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.gateway","gateway",0.8571428571428571,0.8,1,0.75,1,24,4,12,3,1,0,6,2,1,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.distributed","distributed",0.8591549295774648,0.8484848484848485,0.5,0.75,0.5,61,10,28,5,2,2,9,3,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.gateway","gateway",0.8717948717948718,0.8421052631578947,0.6666666666666666,0.7777777777777778,1,34,5,16,3,2,1,7,2,2,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.configuration","configuration",0.8767123287671232,0.8787878787878788,0.6,0.9,1,64,9,29,4,6,4,9,1,2,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation","annotation",0.8846153846153846,0.8611111111111112,0,0.75,0.6666666666666666,46,6,31,5,0,0,12,4,2,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception","interception",0.8865979381443299,0.7678571428571429,1,0.55,0.25,172,22,43,13,2,0,11,9,1,3,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command","command",0.8888888888888888,0.9285714285714286,0,0.9090909090909091,1,32,4,26,2,0,0,10,1,2,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring.configuration","configuration",0.8947368421052632,0.8333333333333334,0.5,0.75,0.5,51,6,20,4,1,1,9,3,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.gateway","gateway",0.9,0.9411764705882353,0,0.8333333333333334,1,18,2,16,1,0,0,5,1,1,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",0.9090909090909091,0.9375,0,0.9,1,20,2,15,1,0,0,9,1,2,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring.interception","interception",0.9090909090909091,0.9375,0,0.8571428571428571,0,50,5,15,1,0,0,6,1,0,0,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation","annotation",0.9122807017543859,0.9259259259259259,0,0.875,1,52,5,25,2,0,0,14,2,3,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.9166666666666666,0.9,0,0.8333333333333334,1,11,1,9,1,0,0,5,1,1,0,""
"axon-conversion-5.0.3","org.axonframework.conversion.jackson2","jackson2",0.9230769230769231,0.8571428571428571,0,0.75,1,12,1,6,1,0,0,3,1,1,0,""
"axon-test-5.0.3","org.axonframework.test.util","util",0.9259259259259259,0.9411764705882353,1,0.875,1,25,2,16,1,1,0,7,1,1,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.926829268292683,0.9148936170212766,0.5,0.8666666666666667,0.5,76,6,43,4,2,2,13,2,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.configuration","configuration",0.9285714285714286,0.8695652173913043,0.75,0.7,0.3333333333333333,39,3,20,3,3,1,7,3,1,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.configuration","configuration",0.9285714285714286,0.8695652173913043,0.75,0.7,0.3333333333333333,39,3,20,3,3,1,7,3,1,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation","annotation",0.9298245614035088,0.9,0.5,0.75,0.5,53,4,36,4,1,1,12,4,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.interception","interception",0.9310344827586207,0.8571428571428571,0,0.7142857142857143,1,27,2,12,2,0,0,5,2,1,0,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity.annotation","annotation",0.9319371727748691,0.9230769230769231,0.5555555555555556,0.8571428571428571,0.75,178,13,48,4,5,4,18,3,3,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.retry","retry",0.9333333333333333,0.9090909090909091,0.5,0.8,1,28,2,10,1,1,1,4,1,1,0,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.query","query",0.9375,0.9411764705882353,0,0.9090909090909091,1,60,4,32,2,0,0,10,1,2,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.configuration","configuration",0.9375,0.9213483146067416,0,0.8,0.5,105,7,82,7,0,0,28,7,2,2,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.9493670886075949,0.9622641509433962,0,0.9411764705882353,1,75,4,51,2,0,0,16,1,3,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation","annotation",0.9523809523809523,0.9375,0.5,0.8333333333333334,1,40,2,30,2,1,1,10,2,1,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation","annotation",0.9594594594594594,0.926829268292683,0.5,0.8125,0.5,71,3,38,3,1,1,13,3,1,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.interception","interception",0.9655172413793104,0.9545454545454546,0,0.875,1,56,2,21,1,0,0,7,1,1,0,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector","connector",0.9693486590038314,0.9553571428571429,1,0.8888888888888888,1,253,8,107,5,2,0,24,3,3,0,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation.reflection","reflection",0.9696969696969697,0.9473684210526315,0,0.9090909090909091,1,32,1,18,1,0,0,10,1,2,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay","replay",0.9767441860465116,0.9583333333333334,0,0.8888888888888888,1,42,1,23,1,0,0,8,1,2,0,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.9787234042553191,0.9583333333333334,0,0.875,1,46,1,23,1,0,0,7,1,2,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.9829787234042553,0.9733333333333334,0.5,0.95,1,231,4,73,2,2,2,19,1,1,0,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.interception","interception",0.984375,0.95,0,0.8333333333333334,1,63,1,19,1,0,0,5,1,1,0,""
"axon-test-5.0.3","org.axonframework.test.fixture","fixture",0.9857142857142858,0.9555555555555556,0.9,0.9375,1,138,2,43,2,9,1,15,1,3,0,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event","event",0.9861111111111112,0.9833333333333333,0,0.9444444444444444,1,142,2,59,1,0,0,17,1,3,0,""
"axon-test-5.0.3","org.axonframework.test","test",0.9883040935672515,0.9583333333333334,1,0.9333333333333333,1,169,2,46,2,10,0,14,1,2,0,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot","springboot",0.9915254237288136,0.9861111111111112,0,0.9696969696969697,1,117,1,71,1,0,0,32,1,6,0,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig","autoconfig",0.9923076923076923,0.9882352941176471,0,0.9722222222222222,1,129,1,84,1,0,0,35,1,6,0,""
