"artifact","all","public","min","max","average","percentile25","percentile50","percentile75","percentile90","Source Cypher File: Visibility/Global_relative_visibility_statistics_for_types.cypher"
"axon-configuration-4.11.2",42,29,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,""
"axon-disruptor-4.11.2",22,9,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,""
"axon-eventsourcing-4.11.2",133,98,0.5,1,0.7718040621266427,0.6129032258064516,0.7857142857142857,1,1,""
"axon-messaging-4.11.2",808,665,0.13636363636363635,1,0.8675731659395114,0.7548076923076923,0.9736842105263157,1,1,""
"axon-modelling-4.11.2",158,135,0.5,1,0.8033516483516483,0.7374999999999999,0.8131868131868132,0.8892857142857143,1,""
"axon-server-connector-4.11.2",142,107,0.42857142857142855,1,0.8483767379845091,0.7709677419354839,0.9090909090909091,1,1,""
"axon-spring-boot-autoconfigure-4.11.2",88,75,0.6923076923076923,1,0.9435897435897435,1,1,1,1,""
"axon-test-4.11.2",87,65,0.47368421052631576,1,0.7810855263157895,0.65,0.775,0.96875,1,""
"axon-tracing-opentelemetry-4.11.2",5,5,1,1,1,1,1,1,1,""
