"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_package.cypher"
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot","org.axonframework.extension.spring.config",3,8,21,"EventProcessorSettings$SubscribingEventProcessorSettings,EventProcessorSettings$PooledEventProcessorSettings,EventProcessorSettings$ProcessorMode","springboot",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","jakarta.persistence",3,4,34,"EntityManagerFactory","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.spring.conversion.avro",3,8,34,"SpecificRecordBaseClasspathAvroSchemaLoader,AvroSchemaPackages,ClasspathAvroSchemaLoader","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","com.fasterxml.jackson.databind",3,11,34,"ObjectMapper","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.service.connection","org.springframework.boot.autoconfigure.service.connection",3,3,4,"ConnectionDetails","connection",""
"axon-common-5.0.1","org.axonframework.common.infra","com.fasterxml.jackson.databind.node",2,16,8,"ObjectNode,ArrayNode","infra",""
"axon-common-5.0.1","org.axonframework.common.jpa","jakarta.persistence",2,4,2,"EntityManager","jpa",""
"axon-common-5.0.1","org.axonframework.common.lifecycle","org.slf4j",2,3,5,"Logger,LoggerFactory","lifecycle",""
"axon-common-5.0.1","org.axonframework.common.property","org.slf4j",2,5,9,"LoggerFactory,Logger","property",""
"axon-conversion-5.0.1","org.axonframework.conversion","org.slf4j",2,5,10,"LoggerFactory,Logger","conversion",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","org.slf4j",2,8,10,"Logger,LoggerFactory","avro",""
"axon-conversion-5.0.1","org.axonframework.conversion.json","org.slf4j",2,16,5,"Logger,LoggerFactory","json",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling","org.slf4j",2,8,19,"Logger,LoggerFactory","commandhandling",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","reactor.core.publisher",2,6,50,"Flux,Mono","annotation",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception","org.slf4j",2,7,19,"LoggerFactory,Logger","interception",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling","org.slf4j",2,8,19,"LoggerFactory,Logger","eventhandling",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","org.slf4j",2,4,12,"Logger,LoggerFactory","segmenting",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token","com.fasterxml.jackson.annotation",2,7,8,"JsonTypeInfo$Id","token",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","org.slf4j",2,3,3,"Logger,LoggerFactory","inmemory",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","org.slf4j",2,3,9,"Logger,LoggerFactory","jdbc",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","org.slf4j",2,3,4,"Logger,LoggerFactory","jpa",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.annotation","reactor.core.publisher",2,2,7,"Flux,Mono","annotation",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.gateway","reactor.util.concurrent",2,4,2,"Queues","gateway",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.gateway","org.reactivestreams",2,16,2,"Publisher","gateway",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.gateway","reactor.core.publisher",2,7,2,"Flux,Mono","gateway",""
"axon-metrics-micrometer-5.0.1","org.axonframework.extension.metrics.micrometer","org.slf4j",2,4,12,"LoggerFactory,Logger","micrometer",""
"axon-modelling-5.0.1","org.axonframework.modelling","org.slf4j",2,3,16,"LoggerFactory,Logger","modelling",""
"axon-modelling-5.0.1","org.axonframework.modelling.entity.annotation","org.slf4j",2,14,18,"Logger,LoggerFactory","annotation",""
"axon-modelling-5.0.1","org.axonframework.modelling.repository","org.slf4j",2,15,9,"LoggerFactory,Logger","repository",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","io.axoniq.axonserver.connector.control",2,2,28,"ControlChannel","connector",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","io.grpc.stub",2,6,28,"StreamObserver","connector",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.connector",2,11,6,"Registration,AxonServerConnection","command",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.connector.control",2,3,14,"ControlChannel,ProcessorInstructionHandler","event",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","org.slf4j",2,7,11,"Logger,LoggerFactory","query",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.util","io.grpc.stub",2,5,13,"ClientCallStreamObserver,ClientResponseObserver","util",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.util","reactor.core.scheduler",2,2,13,"Scheduler,Schedulers","util",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.springframework.transaction",2,3,34,"PlatformTransactionManager","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","com.fasterxml.jackson.dataformat.cbor.databind",2,8,34,"CBORMapper","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.springframework.beans",2,2,34,"BeansException","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.service.connection","org.springframework.boot.docker.compose.service.connection",2,5,4,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory","connection",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.service.connection","org.springframework.boot.docker.compose.core",2,5,4,"ConnectionPorts,RunningService","connection",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.service.connection","org.slf4j",2,3,4,"LoggerFactory,Logger","connection",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","org.slf4j",2,3,7,"LoggerFactory,Logger","util",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","org.springframework.core.type",2,4,7,"AnnotatedTypeMetadata,AnnotationMetadata","util",""
"axon-test-5.0.1","org.axonframework.test.matchers","org.slf4j",2,3,23,"Logger,LoggerFactory","matchers",""
"axon-test-5.0.1","org.axonframework.test.server","org.testcontainers.containers",2,7,2,"GenericContainer,ContainerLaunchException","server",""
"axon-test-5.0.1","org.axonframework.test.server","org.testcontainers.utility",2,9,2,"MountableFile,DockerImageName","server",""
"axon-test-5.0.1","org.axonframework.test.server","org.testcontainers.containers.wait.strategy",2,3,2,"HttpWaitStrategy,Wait","server",""
"axon-tracing-opentelemetry-5.0.1","org.axonframework.extension.tracing.opentelemetry","org.slf4j",2,7,5,"Logger,LoggerFactory","opentelemetry",""
"axon-tracing-opentelemetry-5.0.1","org.axonframework.extension.tracing.opentelemetry","io.opentelemetry.context",2,7,5,"Scope,Context","opentelemetry",""
"axon-update-5.0.1","org.axonframework.update.configuration","org.slf4j",2,6,7,"LoggerFactory,Logger","configuration",""
"axon-common-5.0.1","org.axonframework.common.caching","javax.cache",1,13,13,"Cache","caching",""
"axon-common-5.0.1","org.axonframework.common.caching","org.ehcache.core",1,13,13,"Ehcache","caching",""
"axon-common-5.0.1","org.axonframework.common.caching","org.ehcache.config",1,2,13,"CacheRuntimeConfiguration","caching",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","org.apache.avro.io",1,3,10,"DecoderFactory","avro",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","org.apache.commons.lang3.tuple",1,4,10,"Pair","avro",""
"axon-conversion-5.0.1","org.axonframework.conversion.json","com.fasterxml.jackson.core",1,1,5,"JsonProcessingException","json",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation","WrappedEventCriteriaBuilderMethod",1,1,10,"WrappedEventCriteriaBuilderMethod","annotation",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation.reflection","ScannedEntityCreator",1,4,6,"ScannedEntityCreator","reflection",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation.reflection","IdTypeParameterResolver",1,1,6,"IdTypeParameterResolver","reflection",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling","reactor.core.publisher",1,4,24,"MonoSink","queryhandling",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.annotation","org.reactivestreams",1,1,7,"Publisher","annotation",""
"axon-metrics-micrometer-5.0.1","org.axonframework.extension.metrics.micrometer","io.micrometer.core.instrument.simple",1,2,12,"SimpleMeterRegistry","micrometer",""
"axon-metrics-micrometer-5.0.1","org.axonframework.extension.metrics.micrometer.reservoir","io.micrometer.core.instrument",1,4,1,"Clock","reservoir",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","io.grpc.netty.shaded.io.grpc.netty",1,1,28,"GrpcSslContexts","connector",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","io.grpc.netty.shaded.io.netty.handler.ssl",1,2,28,"SslContextBuilder","connector",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","io.axoniq.axonserver.connector.impl",1,3,28,"ServerAddress","connector",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","com.google.protobuf",1,4,6,"ByteString","command",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.connector.command",1,3,6,"CommandChannel","command",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.connector.admin",1,3,14,"AdminChannel","event",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","com.google.protobuf",1,7,11,"ByteString","query",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.actuator","org.springframework.boot.actuate.health",1,3,1,"Status","actuator",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.spring.messaging.unitofwork",1,2,34,"SpringTransactionManager","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.spring.authorization",1,2,34,"SecuredMessageHandlerDefinition","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.springframework.boot.autoconfigure",1,2,34,"AutoConfigurationPackages","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.springframework.core.io",1,1,34,"ResourceLoader","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.apache.avro",1,2,34,"Schema","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.springframework.boot.actuate.health",1,1,34,"SimpleStatusAggregator","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.springframework.boot.autoconfigure.orm.jpa",1,1,34,"HibernateJpaAutoConfiguration","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","org.springframework.core.type",1,1,34,"AnnotatedTypeMetadata","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","io.axoniq.axonserver.connector.control",1,1,34,"ControlChannel","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","io.axoniq.axonserver.connector",1,1,34,"AxonServerConnection","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","org.springframework.util",1,2,7,"MultiValueMap","util",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","org.axonframework.extension.spring",1,1,7,"SpringUtils","util",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","org.springframework.beans.factory.config",1,3,7,"ConfigurableListableBeanFactory","util",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","org.springframework.boot.autoconfigure",1,1,7,"AutoConfigurationPackages","util",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","org.springframework.beans.factory.support",1,1,7,"BeanDefinitionRegistry","util",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util.jpa","jakarta.persistence",1,3,1,"EntityManager","jpa",""
"axon-test-5.0.1","org.axonframework.test.fixture","org.awaitility",1,1,31,"Awaitility","fixture",""
"axon-test-5.0.1","org.axonframework.test.fixture","org.awaitility.core",1,2,31,"ConditionFactory","fixture",""
"axon-test-5.0.1","org.axonframework.test.server","org.junit.jupiter.api",1,2,2,"Assertions","server",""
"axon-test-5.0.1","org.axonframework.test.util","org.hamcrest",1,7,12,"Description","util",""
"axon-tracing-opentelemetry-5.0.1","org.axonframework.extension.tracing.opentelemetry","io.opentelemetry.api",1,2,5,"GlobalOpenTelemetry","opentelemetry",""
