"artifactName","artifactPackages","artifactTypes","artifactExternalPackages","artifactExternalCallingPackages","artifactExternalCallingPackagesRate","externalPackageName","numberOfPackages","numberOfTypes","packagesCallingExternalRate","typesCallingExternalRate","nameOfPackages","someTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_external_package.cypher"
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.autoconfigure",3,29,30,31.868131868131872,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration,org.axonframework.springboot.autoconfig.UpdateCheckerAutoConfiguration,org.axonframework.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.springboot.autoconfig.JdbcAutoConfiguration,org.axonframework.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.springboot.autoconfig.TransactionAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.autoconfigure.condition",3,42,30,46.15384615384616,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration,org.axonframework.springboot.autoconfig.UpdateCheckerAutoConfiguration,org.axonframework.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration$OnMissingDefaultSchemaStoreCondition,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration$ConnectionDetailsConnectionManagerConfiguration,org.axonframework.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.springboot.autoconfig.JdbcAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.context.annotation",3,38,30,41.75824175824176,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration,org.axonframework.springboot.autoconfig.UpdateCheckerAutoConfiguration$NotTestEnvironmentCondition,org.axonframework.springboot.autoconfig.UpdateCheckerAutoConfiguration,org.axonframework.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration$OnMissingDefaultSchemaStoreCondition,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration$ConnectionDetailsConnectionManagerConfiguration,org.axonframework.springboot.autoconfig.InterceptorAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"jakarta.persistence",2,3,20,3.296703296703297,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.util.jpa","org.axonframework.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.springboot.util.jpa.ContainerManagedEntityManagerProvider",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"javax.persistence",2,3,20,3.296703296703297,"org.axonframework.springboot.autoconfig.legacyjpa,org.axonframework.springboot.util.legacyjpa","org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration,org.axonframework.springboot.util.legacyjpa.ContainerManagedEntityManagerProvider",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.beans.factory.annotation",2,10,20,10.989010989010989,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","org.axonframework.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration,org.axonframework.springboot.autoconfig.JdbcAutoConfiguration,org.axonframework.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.springboot.autoconfig.AxonJobRunrAutoConfiguration,org.axonframework.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.beans.factory.config",2,3,20,3.296703296703297,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.PersistentStreamMessageSourceRegistrar,org.axonframework.springboot.autoconfig.InfraConfiguration,org.axonframework.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.beans.factory.support",2,2,20,2.197802197802198,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.PersistentStreamMessageSourceRegistrar,org.axonframework.springboot.util.DefaultEntityRegistrar",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.autoconfigure.orm.jpa",2,3,20,3.296703296703297,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","org.axonframework.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.context",2,5,20,5.4945054945054945,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.springboot.util.XStreamSecurityTypeUtility",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.core.annotation",2,4,20,4.395604395604396,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.InfraConfiguration,org.axonframework.springboot.util.OnMissingQualifiedBeanCondition,org.axonframework.springboot.util.DefaultEntityRegistrar,org.axonframework.springboot.util.OnQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.core.type",2,3,20,3.296703296703297,"org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","org.axonframework.springboot.autoconfig.UpdateCheckerAutoConfiguration$NotTestEnvironmentCondition,org.axonframework.springboot.util.DefaultEntityRegistrar,org.axonframework.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"com.codahale.metrics",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.MetricsAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"com.fasterxml.jackson.databind",1,2,10,2.197802197802198,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.springboot.autoconfig.ObjectMapperAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"com.fasterxml.jackson.dataformat.cbor.databind",1,2,10,2.197802197802198,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.springboot.autoconfig.CBORMapperAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"com.github.kagkarlsson.scheduler",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"com.github.kagkarlsson.scheduler.task",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"com.thoughtworks.xstream",1,2,10,2.197802197802198,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.AxonAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"io.axoniq.axonserver.connector",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"io.axoniq.axonserver.connector.control",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"io.axoniq.axonserver.connector.event",1,2,10,2.197802197802198,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.PersistentStreamMessageSourceRegistrar,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"io.axoniq.axonserver.connector.impl",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.PersistentStreamMessageSourceRegistrar",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"io.micrometer.core.instrument",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"io.micrometer.core.instrument.simple",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.apache.avro",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.apache.avro.message",1,3,10,3.296703296703297,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration$OnMissingDefaultSchemaStoreCondition$SchemaStoreIsMissingCondition,org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.metrics",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.MetricsAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.micrometer",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring",1,1,10,1.098901098901099,"org.axonframework.springboot.util","org.axonframework.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.authorization",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.SecurityAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.config",1,2,10,2.197802197802198,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.springboot.autoconfig.InfraConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.config.annotation",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.InfraConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.eventsourcing",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.jdbc",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.JdbcAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.messaging.unitofwork",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.TransactionAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.saga",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.InfraConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.axonframework.spring.serialization.avro",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.jetbrains.annotations",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.jobrunr.scheduling",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonJobRunrAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.beans",1,2,10,2.197802197802198,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.PersistentStreamMessageSourceRegistrar,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.beans.factory",1,4,10,4.395604395604396,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration,org.axonframework.springboot.autoconfig.InfraConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.autoconfigure.service.connection",1,3,10,3.296703296703297,"org.axonframework.springboot.service.connection","org.axonframework.springboot.service.connection.AxonServerConnectionDetails,org.axonframework.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory,org.axonframework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.context.properties.bind",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.PersistentStreamMessageSourceRegistrar",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.docker.compose.core",1,1,10,1.098901098901099,"org.axonframework.springboot.service.connection","org.axonframework.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.docker.compose.service.connection",1,1,10,1.098901098901099,"org.axonframework.springboot.service.connection","org.axonframework.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.boot.testcontainers.service.connection",1,2,10,2.197802197802198,"org.axonframework.springboot.service.connection","org.axonframework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory,org.axonframework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.core.env",1,2,10,2.197802197802198,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.PersistentStreamMessageSourceRegistrar,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.core.io",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.lang",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.transaction",1,1,10,1.098901098901099,"org.axonframework.springboot.autoconfig","org.axonframework.springboot.autoconfig.TransactionAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.2",10,91,55,10,100,"org.springframework.util",1,1,10,1.098901098901099,"org.axonframework.springboot.util","org.axonframework.springboot.util.AbstractQualifiedBeanCondition",""
"axon-tracing-opentelemetry-4.12.2",1,5,6,1,100,"io.opentelemetry.api",1,1,100,20,"org.axonframework.tracing.opentelemetry","org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder",""
"axon-tracing-opentelemetry-4.12.2",1,5,6,1,100,"io.opentelemetry.api.trace",1,3,100,60,"org.axonframework.tracing.opentelemetry","org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.tracing.opentelemetry.OpenTelemetrySpan,org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder",""
"axon-tracing-opentelemetry-4.12.2",1,5,6,1,100,"io.opentelemetry.context",1,2,100,40,"org.axonframework.tracing.opentelemetry","org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.tracing.opentelemetry.OpenTelemetrySpan",""
"axon-tracing-opentelemetry-4.12.2",1,5,6,1,100,"io.opentelemetry.context.propagation",1,4,100,80,"org.axonframework.tracing.opentelemetry","org.axonframework.tracing.opentelemetry.MetadataContextGetter,org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.tracing.opentelemetry.MetadataContextSetter",""
"axon-tracing-opentelemetry-4.12.2",1,5,6,1,100,"javax.annotation",1,3,100,60,"org.axonframework.tracing.opentelemetry","org.axonframework.tracing.opentelemetry.MetadataContextGetter,org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.tracing.opentelemetry.MetadataContextSetter",""
"axon-tracing-opentelemetry-4.12.2",1,5,6,1,100,"org.slf4j",1,1,100,20,"org.axonframework.tracing.opentelemetry","org.axonframework.tracing.opentelemetry.OpenTelemetrySpan",""
"axon-server-connector-4.12.2",11,147,26,10,90.91,"org.slf4j",9,25,81.81818181818183,17.006802721088434,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector.heartbeat,org.axonframework.axonserver.connector.heartbeat.source,org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.query.subscription,org.axonframework.axonserver.connector.processor,org.axonframework.axonserver.connector.util","org.axonframework.axonserver.connector.ServerConnectorConfigurerModule,org.axonframework.axonserver.connector.event.axon.PersistentStreamConnection$SegmentConnection$RetryState,org.axonframework.axonserver.connector.event.axon.AxonServerEventStore$AxonIQEventStorageEngine,org.axonframework.axonserver.connector.event.axon.EventBuffer,org.axonframework.axonserver.connector.event.axon.PersistentStreamConnection$SegmentConnection$ProcessingState,org.axonframework.axonserver.connector.event.axon.DefaultPersistentStreamMessageSourceFactory,org.axonframework.axonserver.connector.event.axon.PersistentStreamConnection,org.axonframework.axonserver.connector.event.axon.AxonServerEventStore,org.axonframework.axonserver.connector.event.axon.PersistentStreamConnection$SegmentConnection",""
"axon-server-connector-4.12.2",11,147,26,10,90.91,"javax.annotation",8,21,72.72727272727273,14.285714285714285,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector.heartbeat,org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.query.subscription,org.axonframework.axonserver.connector.processor,org.axonframework.axonserver.connector.util","org.axonframework.axonserver.connector.ServerConnectorConfigurerModule,org.axonframework.axonserver.connector.AxonServerConnectionManager,org.axonframework.axonserver.connector.event.axon.PersistentStreamMessageSource,org.axonframework.axonserver.connector.event.axon.AxonServerEventStore$AxonIQEventStorageEngine,org.axonframework.axonserver.connector.event.axon.GrpcMetaDataAwareSerializer,org.axonframework.axonserver.connector.event.axon.AxonServerEventScheduler,org.axonframework.axonserver.connector.event.axon.AxonServerEventStore$Builder,org.axonframework.axonserver.connector.event.axon.AxonServerEventStoreFactory$Builder,org.axonframework.axonserver.connector.event.axon.AxonServerEventStoreFactory",""
