"codeUnitName","shortCodeUnitName","projectName","betweenness","articleRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionDependencyHungryOrchestrators.cypher"
"org.axonframework.messaging.Message","Message","axon-messaging-4.12.2",5994.607142857142,10.537249866858252,210,207,3,""
"org.axonframework.serialization.Serializer","Serializer","axon-messaging-4.12.2",1761.6666666666652,5.662011345707375,128,125,3,""
"org.axonframework.eventhandling.EventMessage","EventMessage","axon-messaging-4.12.2",764.8333333333333,4.593570160891461,165,164,1,""
"org.axonframework.serialization.SerializedObject","SerializedObject","axon-messaging-4.12.2",1859.7499999999998,4.532138976622649,66,65,1,""
"org.axonframework.common.BuilderUtils","BuilderUtils","axon-messaging-4.12.2",775.4500000000002,3.5996645027486225,117,114,3,""
"org.axonframework.messaging.MetaData","MetaData","axon-messaging-4.12.2",1743,3.1067737239815423,90,88,2,""
"org.axonframework.serialization.SerializedType","SerializedType","axon-messaging-4.12.2",1394.6999999999991,2.7620722909753317,52,51,1,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","axon-messaging-4.12.2",561.7666666666667,2.6835760392454433,115,114,1,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","axon-messaging-4.12.2",565.8666666666667,2.5292092235724377,87,86,1,""
"org.axonframework.config.Configuration","Configuration","axon-configuration-4.12.2",7064.165476190475,1.4921578056716807,84,51,33,""
"org.axonframework.messaging.unitofwork.UnitOfWork","UnitOfWork","axon-messaging-4.12.2",5255.524999999999,1.2700676087302347,68,57,11,""
"org.axonframework.messaging.ResultMessage","ResultMessage","axon-messaging-4.12.2",1819.7499999999998,1.2254278619477792,30,25,5,""
"org.axonframework.axonserver.connector.AxonServerConfiguration","AxonServerConfiguration","axon-server-connector-4.12.2",508,0.8970891401182015,35,28,7,""
"org.axonframework.commandhandling.CommandCallback","CommandCallback","axon-messaging-4.12.2",677.5833333333334,0.8739400611796239,39,36,3,""
"org.axonframework.commandhandling.CommandResultMessage","CommandResultMessage","axon-messaging-4.12.2",546.2833333333334,0.833128985417149,30,28,2,""
"org.axonframework.serialization.Converter","Converter","axon-messaging-4.12.2",826.1666666666666,0.8214282469384426,18,16,2,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream","DomainEventStream","axon-eventsourcing-4.12.2",3265.5095238095255,0.8037939934525898,31,24,7,""
"org.axonframework.serialization.SimpleSerializedType","SimpleSerializedType","axon-messaging-4.12.2",525.8833333333333,0.7521191686214409,13,11,2,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","axon-messaging-4.12.2",1085,0.6443002110620901,31,27,4,""
"org.axonframework.eventhandling.EventBus","EventBus","axon-messaging-4.12.2",493.0222222222222,0.5501901962130311,40,37,3,""
