"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: GitLog/List_git_file_directories_with_commit_statistics.cypher"
"AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","java/org/axonframework/axonserver/connector","AxonFramework-5.0.3/axon-server-connector/src/main","main","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",16,30,681,"2025-11-06","2026-02-23","2026-02-23",63,171,62,"ff444d0fecd3a54da633c9d7ed396973f6f4f642","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util/ProcessingInstructionUtils.java",9,5,""
"AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command","command","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Simon Zambrovski","Mitchell Herrijgers",8,2,115,"2025-08-15","2025-11-21","2026-02-23",63,254,156,"fdddb8b6ce37c30237b25549ddefec5a1871a040","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command/CommandConverter.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event","event","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",8,10,357,"2025-10-21","2026-01-09","2026-02-23",63,187,107,"ff444d0fecd3a54da633c9d7ed396973f6f4f642","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/TaggedEventConverter.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query","query","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Simon Zambrovski",5,6,83,"2025-10-28","2025-11-21","2026-02-23",63,180,156,"f8f0f914ffcf1610aab0ee110a1d708ed10c1262","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/QueryUpdateMessageStream.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util","util","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Jan Galinski",15,6,195,"2025-11-06","2026-02-23","2026-02-23",63,171,62,"fdddb8b6ce37c30237b25549ddefec5a1871a040","AxonFramework-5.0.3/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util/ProcessingInstructionUtils.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/main/resources/META-INF/services","resources/META-INF/services","AxonFramework-5.0.3/axon-server-connector/src/main","main","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",11,1,87,"2025-11-04","2025-11-04","2026-02-23",63,173,173,"fdddb8b6ce37c30237b25549ddefec5a1871a040","AxonFramework-5.0.3/axon-server-connector/src/main/resources/META-INF/services/org.axonframework.common.configuration.ConfigurationEnhancer",7,3,""
"AxonFramework-5.0.3/axon-server-connector/src/test","test","AxonFramework-5.0.3/axon-server-connector/src","src","Steven van Beelen","Allard Buijze","Simon Zambrovski",25,27,585,"2026-01-05","2026-02-26","2026-02-26",60,111,59,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-5.0.3/axon-server-connector/src/test/resources/junit-platform.properties",4,1,""
"AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","java/org/axonframework/axonserver/connector","AxonFramework-5.0.3/axon-server-connector/src/test","test","Steven van Beelen","Allard Buijze","Simon Zambrovski",25,26,583,"2026-01-05","2026-02-26","2026-02-26",60,111,59,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/util/TcpUtils.java",9,5,""
"AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/command","command","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Simon Zambrovski","Allard Buijze",7,1,76,"2025-08-06","2025-12-01","2026-02-23",63,263,146,"f6644279ae27410995706c00816ea3f38464a906","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/command/AxonServerCommandBusConnectorTest.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event","event","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Simon Zambrovski","Allard Buijze",8,7,266,"2026-01-05","2026-02-26","2026-02-26",60,111,59,"ff56b02d863274be282ed280c4143791df006551","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/TaggedEventConverterTest.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query","query","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Jan Galinski","Simon Zambrovski",8,4,81,"2025-10-28","2026-02-26","2026-02-26",60,180,59,"ff56b02d863274be282ed280c4143791df006551","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query/StreamingQueryIT.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/util","util","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Jan Galinski",23,11,286,"2025-11-06","2025-11-17","2026-02-23",63,171,160,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-5.0.3/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/util/TcpUtils.java",10,1,""
"AxonFramework-5.0.3/axon-server-connector/src/test/resources","resources","AxonFramework-5.0.3/axon-server-connector/src/test","test","Steven van Beelen","Jan Galinski","Allard Buijze",4,1,15,"2025-11-06","2025-11-06","2026-02-23",63,171,171,"e5ef80fb51d51f626a32d37be0a02c4596864da5","AxonFramework-5.0.3/axon-server-connector/src/test/resources/junit-platform.properties",5,1,""
"AxonFramework-5.0.3/build","build","AxonFramework-5.0.3","AxonFramework-5.0.3","Steven van Beelen","Simon Zambrovski","Jan Galinski",8,2,72,"2025-11-17","2026-03-06","2026-03-06",52,160,51,"fbd1ff331f71beea08fe018d000965e68a62b7c5","AxonFramework-5.0.3/build/parent/pom.xml",2,1,""
"AxonFramework-5.0.3/build/coverage-report","coverage-report","AxonFramework-5.0.3/build","build","Steven van Beelen","Simon Zambrovski","Allard Buijze",5,1,22,"2025-11-17","2026-01-19","2026-02-23",63,160,97,"e5ef80fb51d51f626a32d37be0a02c4596864da5","AxonFramework-5.0.3/build/coverage-report/pom.xml",3,1,""
"AxonFramework-5.0.3/build/parent","parent","AxonFramework-5.0.3/build","build","Steven van Beelen","Simon Zambrovski","Jan Galinski",7,1,67,"2025-11-17","2026-03-06","2026-03-06",52,160,51,"fbd1ff331f71beea08fe018d000965e68a62b7c5","AxonFramework-5.0.3/build/parent/pom.xml",3,1,""
"AxonFramework-5.0.3/common","common","AxonFramework-5.0.3","AxonFramework-5.0.3","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",58,178,1396,"2026-01-13","2026-03-06","2026-03-06",52,103,51,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.0.3/common/src/test/resources/META-INF/services/org.axonframework.common.configuration.ConfigurationEnhancer",2,1,""
"AxonFramework-5.0.3/common/src","src","AxonFramework-5.0.3/common","common","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",58,177,1366,"2026-01-13","2026-02-26","2026-02-26",60,103,59,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.0.3/common/src/test/resources/META-INF/services/org.axonframework.common.configuration.ConfigurationEnhancer",3,1,""
"AxonFramework-5.0.3/common/src/main","main","AxonFramework-5.0.3/common/src","src","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",55,121,1247,"2026-01-13","2026-02-26","2026-02-26",60,103,59,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.0.3/common/src/main/resources/META-INF/services/org.axonframework.common.property.PropertyAccessStrategy",4,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework","java/org/axonframework","AxonFramework-5.0.3/common/src/main","main","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",55,120,1239,"2026-01-13","2026-02-26","2026-02-26",60,103,59,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/util/PriorityTask.java",7,3,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/annotation","annotation","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",13,4,154,"2025-11-06","2025-11-06","2026-02-23",63,171,171,"fea75fe1f37e76f8481bf9c8fe599e66e3bd3cd5","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/annotation/package-info.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/caching","caching","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",18,7,140,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"fc6493eb7f8022f842d505ce9d532fd5732ff033","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/caching/package-info.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/configuration","configuration","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Simon Zambrovski",8,32,337,"2025-11-04","2026-02-26","2026-02-26",60,173,59,"fea75fe1f37e76f8481bf9c8fe599e66e3bd3cd5","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/configuration/SearchScope.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/digest","digest","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",10,1,79,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"f4746a871e454c40b72346d541bbcfc9ffc7680d","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/digest/Digester.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/function","function","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","John Hendrikx","Jan Galinski",3,2,7,"2026-01-05","2026-01-05","2026-02-23",63,111,111,"e5ef80fb51d51f626a32d37be0a02c4596864da5","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/function/ThrowingFunction.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/infra","infra","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",12,5,126,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/infra/JacksonComponentDescriptor.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/io","io","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","smcvb",14,1,97,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"fdd51aa788071375721c67bb30bf5709136e974a","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/io/IOUtils.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/jdbc","jdbc","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",20,8,141,"2026-01-13","2026-01-13","2026-02-23",63,103,103,"fe2b9de466fe318b39ba7055fdd4de0c34a70a87","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/jdbc/PersistenceExceptionResolver.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/jpa","jpa","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",14,4,105,"2026-01-05","2026-01-09","2026-02-23",63,111,107,"fe2b9de466fe318b39ba7055fdd4de0c34a70a87","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/jpa/SimpleEntityManagerProvider.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/lifecycle","lifecycle","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",11,4,133,"2025-11-04","2025-11-04","2026-02-23",63,173,173,"f9d814dc94c3fd4a95f9a67ac9b45c475354afa2","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/lifecycle/ShutdownLatch.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/lock","lock","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","smcvb",26,7,230,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"fe23b71b6be558696b4bfda3d0dab938c449b16f","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/lock/PessimisticLockFactory.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/property","property","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",24,9,203,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"fc944ad8e31ed4ed6fce2cda2ff66c7ba1c13451","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/property/UniformPropertyAccessStrategy.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/tx","tx","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","John Hendrikx","Jan Galinski",3,1,7,"2026-01-05","2026-01-05","2026-02-23",63,111,111,"e5ef80fb51d51f626a32d37be0a02c4596864da5","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/tx/TransactionalExecutor.java",9,1,""
"AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/util","util","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Milan Savic",10,6,104,"2025-11-04","2025-11-04","2026-02-23",63,173,173,"fdddb8b6ce37c30237b25549ddefec5a1871a040","AxonFramework-5.0.3/common/src/main/java/org/axonframework/common/util/PriorityTask.java",9,1,""
"AxonFramework-5.0.3/common/src/main/resources/META-INF/services","resources/META-INF/services","AxonFramework-5.0.3/common/src/main","main","Steven van Beelen","Allard Buijze","Jan Galinski",7,1,73,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"f911231de7ec9233077061a31818f74064a7f85f","AxonFramework-5.0.3/common/src/main/resources/META-INF/services/org.axonframework.common.property.PropertyAccessStrategy",7,3,""
"AxonFramework-5.0.3/common/src/test","test","AxonFramework-5.0.3/common/src","src","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",41,56,709,"2025-11-27","2026-02-26","2026-02-26",60,150,59,"ff2e34191ee41b4f1bb67f0cc715fa55d710c9fe","AxonFramework-5.0.3/common/src/test/resources/META-INF/services/org.axonframework.common.configuration.ConfigurationEnhancer",4,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework","java/org/axonframework","AxonFramework-5.0.3/common/src/test","test","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",41,55,709,"2025-11-27","2026-02-26","2026-02-26",60,150,59,"ff2e34191ee41b4f1bb67f0cc715fa55d710c9fe","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/util/ThirdStubEvent.java",7,3,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/annotation","annotation","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",13,2,116,"2025-11-06","2025-11-06","2026-02-23",63,171,171,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/annotation/PriorityAnnotationComparatorTest.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/caching","caching","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",23,5,140,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/caching/WeakReferenceCacheTest.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/configuration","configuration","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Mateusz Nowak",9,12,243,"2025-11-05","2026-02-26","2026-02-26",60,172,59,"fd1f5121457a8cb3ce6f646b198f5abb3e9ddbbf","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/configuration/TestConfigurationEnhancer.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/infra","infra","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Simon Zambrovski",7,4,61,"2025-11-04","2025-11-04","2026-02-23",63,173,173,"fea75fe1f37e76f8481bf9c8fe599e66e3bd3cd5","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/infra/MockComponentDescriptor.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/jdbc","jdbc","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",21,2,138,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/jdbc/JdbcUtilsTest.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/lifecycle","lifecycle","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Simon Zambrovski","Jan Galinski",4,1,17,"2025-11-04","2025-11-04","2026-02-23",63,173,173,"e5ef80fb51d51f626a32d37be0a02c4596864da5","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/lifecycle/ShutdownLatchTest.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/lock","lock","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",19,4,134,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/lock/PessimisticLockFactoryTest.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/property","property","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",23,5,142,"2025-11-04","2025-11-17","2026-02-23",63,173,160,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/property/UniformPropertyAccessStrategyTest.java",9,1,""
"AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/util","util","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Allard Buijze",12,7,121,"2025-11-06","2025-11-06","2026-02-23",63,171,171,"f67e4842c8ff78e67f3b02ee367748663967d432","AxonFramework-5.0.3/common/src/test/java/org/axonframework/common/util/ThirdStubEvent.java",9,1,""
"AxonFramework-5.0.3/common/src/test/resources/META-INF/services","resources/META-INF/services","AxonFramework-5.0.3/common/src/test","test","Steven van Beelen","Simon Zambrovski","Mitchell Herrijgers",5,1,35,"2025-11-05","2025-11-05","2026-02-23",63,172,172,"f4746a871e454c40b72346d541bbcfc9ffc7680d","AxonFramework-5.0.3/common/src/test/resources/META-INF/services/org.axonframework.common.configuration.ConfigurationEnhancer",7,3,""
"AxonFramework-5.0.3/conversion","conversion","AxonFramework-5.0.3","AxonFramework-5.0.3","Steven van Beelen","Allard Buijze","Simon Zambrovski",27,61,476,"2026-02-23","2026-03-06","2026-03-06",52,62,51,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.0.3/conversion/src/test/java/org/axonframework/conversion/jackson2/ObjectNodeToJsonNodeConverterTest.java",2,1,""
"AxonFramework-5.0.3/conversion/src","src","AxonFramework-5.0.3/conversion","conversion","Steven van Beelen","Allard Buijze","Simon Zambrovski",27,60,446,"2026-02-23","2026-02-27","2026-02-27",59,62,58,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.0.3/conversion/src/test/java/org/axonframework/conversion/jackson2/ObjectNodeToJsonNodeConverterTest.java",3,1,""
"AxonFramework-5.0.3/conversion/src/main","main","AxonFramework-5.0.3/conversion/src","src","Steven van Beelen","Allard Buijze","Simon Zambrovski",18,34,380,"2026-02-23","2026-02-27","2026-02-27",59,62,58,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.0.3/conversion/src/main/resources/META-INF/services/org.axonframework.conversion.ContentTypeConverter",4,1,""
"AxonFramework-5.0.3/conversion/src/main/java/org/axonframework","java/org/axonframework","AxonFramework-5.0.3/conversion/src/main","main","Steven van Beelen","Allard Buijze","Simon Zambrovski",18,33,349,"2026-02-23","2026-02-27","2026-02-27",59,62,58,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.0.3/conversion/src/main/java/org/axonframework/conversion/package-info.java",7,3,""
"AxonFramework-5.0.3/conversion/src/main/java/org/axonframework/conversion/avro","avro","AxonFramework-5.0.3/conversion/src/main/java/org/axonframework/conversion","conversion","Steven van Beelen","Simon Zambrovski","Mitchell Herrijgers",6,10,117,"2025-11-05","2026-02-11","2026-02-23",63,172,74,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.0.3/conversion/src/main/java/org/axonframework/conversion/avro/SpecificRecordBaseConverterStrategy.java",9,1,""
"AxonFramework-5.0.3/conversion/src/main/java/org/axonframework/conversion/converter","converter","AxonFramework-5.0.3/conversion/src/main/java/org/axonframework/conversion","conversion","Steven van Beelen","Allard Buijze","smcvb",12,5,85,"2025-11-06","2025-11-06","2026-02-23",63,171,171,"fa7f3defcc22b7ef0073917d172e5b0fb23b6fa2","AxonFramework-5.0.3/conversion/src/main/java/org/axonframework/conversion/converter/StringToByteArrayConverter.java",9,1,""
