"projectName","resolvedModuleCount","totalModuleCount","resolvedModulePercentage","totalExternalModuleCount","resolvedExternalModulePercentage","resolvedExamples","Source Cypher File: External_Dependencies/List_external_modules_resolved_to_internal_ones_for_Typescript.cypher"
"react-router",1,6,16.67,23,4.35,"./index.ts -> /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-6.30.2/source/react-router-6.30.2/packages/react-router",""
