"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",84990,19.580873916589486,""
"MODIFIES",84990,19.580873916589486,""
"CONTAINS",74071,17.065241932882692,""
"UPDATES",56280,12.96636762002184,""
"COMMITTED",21278,4.902245384129793,""
"CREATES",19806,4.563110822355234,""
"DELETES",11754,2.7080079069960328,""
"HAS_PARENT",11702,2.696027609976823,""
"HAS_COMMIT",10639,2.4511226920648963,""
"DEPENDS_ON",9806,2.2592075494302444,""
"HAS_FILE",6162,1.4196651967763785,""
"OF_TYPE",5714,1.316450330149339,""
"HAS_TYPE_ARGUMENT",5485,1.2636909451993568,""
"CHANGED_TOGETHER_WITH",3641,0.8388511816719888,""
"REFERENCES",3349,0.771577206102579,""
"RENAMES",2850,0.656612432783622,""
"DECLARES",2281,0.5255203365541902,""
"HAS_MEMBER",2001,0.46101104491229045,""
"HAS_KEY",1912,0.440506305783258,""
"HAS_VALUE",1912,0.440506305783258,""
"EXPORTS",1885,0.43428576694636056,""
"HAS_NEW_NAME",1688,0.38889887246973825,""
"HAS_PARAMETER",1500,0.3455854909387484,""
"HAS_AUTHOR",1285,0.2960515705708612,""
"HAS_TAG",1202,0.27692917340558376,""
"ON_COMMIT",1202,0.27692917340558376,""
"RETURNS",1085,0.24997350511236135,""
"DECLARES_DEV_DEPENDENCY",449,0.10344525695433202,""
"DECLARES_DEPENDENCY",397,0.09146495993512208,""
"HAS_COMMITTER",361,0.08317090815259212,""
"INITIALIZED_WITH",268,0.06174460771438972,""
"RESOLVES_TO",229,0.05275938494998226,""
"CONSTRAINED_BY",227,0.05229860429539727,""
"DECLARES_SCRIPT",221,0.050916262331642266,""
"USES",178,0.041009478258064815,""
"IS_DESCRIBED_IN_NPM_PACKAGE",145,0.03340659745741235,""
"CONTAINS_VALUE",127,0.029259571566147363,""
"HAS",112,0.025803716656759883,""
"PROVIDED_BY_NPM_DEPENDENCY",106,0.024421374693004892,""
"HAS_ARGUMENT",104,0.02396059403841989,""
"CALLS",100,0.023039032729249894,""
"MEMBER",95,0.0218870810927874,""
"PARENT",95,0.0218870810927874,""
"COPIES",72,0.016588103565059926,""
"COPY_OF",42,0.009676393746284956,""
"EXTENDS",38,0.008754832437114961,""
"DECLARES_ENGINE",31,0.007142100146067467,""
"REQUIRES_CONCEPT",28,0.006450929164189971,""
"DECLARES_PEER_DEPENDENCY",27,0.006220538836897472,""
"INCLUDES_CONCEPT",19,0.004377416218557481,""
"HAS_EXPORT",15,0.0034558549093874845,""
"CONTAINS_PROJECT",11,0.0025342936002174885,""
"DESCRIBED_BY_GETTER",11,0.0025342936002174885,""
"HAS_CONFIG",11,0.0025342936002174885,""
"HAS_NPM_PACKAGE",11,0.0025342936002174885,""
"HAS_ROOT",11,0.0025342936002174885,""
"IN_REPOSITORY",11,0.0025342936002174885,""
"HAS_BUG_TRACKER",9,0.0020735129456324907,""
"REQUIRES",5,0.0011519516364624947,""
"HAS_BINARY",3,0.0006911709818774968,""
"HAS_HEAD",2,0.00046078065458499796,""
"HAS_OVERRIDES",2,0.00046078065458499796,""
"DESCRIBED_BY_SETTER",1,0.00023039032729249898,""
"HAS_BRANCH",1,0.00023039032729249898,""
"IMPLEMENTS",1,0.00023039032729249898,""
