"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.test.fixture.AxonTestPhase$Then","AxonTestPhase$Then",0,"80,90,380",0,"80,198,6",,0,0,7,20,18,5,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Nothing","AxonTestPhase$Then$Nothing",0,"80,90,380",0,"80,198,6",,0,0,7,5,7,2,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Event","AxonTestPhase$Then$Event",0,"80,90,380",0,"80,198,6",,0,1,7,92,5,2,""
"org.axonframework.test.fixture.AxonTestPhase$When$Nothing","AxonTestPhase$When$Nothing",0,"27,90,380",0,"27,198,6",,0,0,7,66,4,3,""
"org.axonframework.test.fixture.AxonTestPhase$When","AxonTestPhase$When",0,"11,90,380",0,"11,198,6",,0,0,7,35,12,5,""
"org.axonframework.test.fixture.AxonTestPhase$When$Event","AxonTestPhase$When$Event",0,"11,90,380",0,"11,198,6",,0,0,7,77,4,3,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Message","AxonTestPhase$Then$Message",0,"80,90,380",0,"80,198,6",,0,1,7,0,8,3,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Command","AxonTestPhase$Then$Command",0,"80,90,380",0,"80,198,6",,0,1,7,70,5,3,""
"org.axonframework.test.matchers.FieldFilter","FieldFilter",0,"76,90,380",0,"76,198,6",,0,3,4,59,9,,""
"org.axonframework.test.matchers.IgnoreField","IgnoreField",0,"83,90,380",0,"31,198,6",,0,4,3,31,1,2,""
"org.axonframework.test.fixture.AxonTestPhase$When$Command","AxonTestPhase$When$Command",0,"11,90,380",0,"11,198,6",,0,0,7,3,4,3,""
"org.axonframework.test.fixture.AxonTestWhen","AxonTestWhen",0,"27,90,380",0,"27,198,6",,0,0,10,68,5,22,""
"org.axonframework.test.fixture.AxonTestPhase$Setup","AxonTestPhase$Setup",0,"80,90,380",0,"80,198,6",,0,0,6,73,4,2,""
"org.axonframework.test.fixture.AxonTestPhase$Given","AxonTestPhase$Given",3,"90,380,380",0,"17,198,6",,0,0,7,49,4,8,""
"org.axonframework.test.util.RecordingCommandBus","RecordingCommandBus",3,"380,380,380",4,"90,40,53",,0,2,10,96,1,15,""
"org.axonframework.test.util.DescriptionUtils","DescriptionUtils",0,"80,90,380",0,"80,198,6",,0,2,1,67,1,,""
"org.axonframework.test.matchers.Matchers","Matchers",0,"49,49,380",0,"61,198,6",,0,9,5,83,2,16,""
"org.axonframework.test.matchers.PayloadMatcher","PayloadMatcher",0,"80,90,380",0,"80,198,6",,0,1,3,24,2,1,""
"org.axonframework.test.fixture.AxonTestThenEvent","AxonTestThenEvent",0,"80,90,380",0,"80,198,6",,0,1,7,93,1,11,""
"org.axonframework.test.fixture.RecordingEventBus","RecordingEventBus",4,"498,270,270",3,"498,195,22",,0,0,8,58,1,8,""
"org.axonframework.test.fixture.RecordingEventStore","RecordingEventStore",4,"985,270,270",3,"985,195,22",,0,13,9,47,1,12,""
"org.axonframework.test.matchers.MatchAllFieldFilter","MatchAllFieldFilter",0,"76,90,380",0,"76,198,6",,0,3,2,3,1,1,""
"org.axonframework.test.matchers.MapStringEntryMatcher","MapStringEntryMatcher",0,"78,90,380",0,"78,198,6",,0,15,1,48,1,2,""
"org.axonframework.test.fixture.AxonTestPhase$Then$MessageAssertions","AxonTestPhase$Then$MessageAssertions",0,"80,90,380",0,"80,198,6",,0,1,7,79,6,4,""
"org.axonframework.test.fixture.RecordingCommandBus","RecordingCommandBus",3,"90,380,380",0,"90,40,53",,0,2,10,11,8,10,""
"org.axonframework.test.fixture.Reporter","Reporter",0,"80,90,380",0,"80,198,6",,0,1,4,86,3,2,""
"org.axonframework.test.fixture.AxonTestWhen$Command","AxonTestWhen$Command",0,"27,90,380",0,"27,198,6",,0,0,7,96,1,7,""
"org.axonframework.test.fixture.AxonTestThenCommand","AxonTestThenCommand",0,"80,90,380",0,"80,198,6",,0,1,7,84,1,14,""
"org.axonframework.test.fixture.AxonTestFixture","AxonTestFixture",0,"83,90,380",0,"31,198,6",,0,4,9,6,1,17,""
"org.axonframework.test.fixture.RecordingEventSink","RecordingEventSink",0,"80,90,380",0,"80,198,6",,0,0,9,61,9,5,""
"org.axonframework.test.fixture.AxonTestGiven","AxonTestGiven",3,"90,380,380",0,"17,198,6",,0,0,10,77,1,20,""
"org.axonframework.test.fixture.MessagesRecordingConfigurationEnhancer","MessagesRecordingConfigurationEnhancer",4,"985,270,270",3,"985,195,22",,0,13,8,17,1,9,""
"org.axonframework.test.fixture.CommandValidator","CommandValidator",0,"80,90,380",0,"80,198,6",,0,2,5,11,1,7,""
"org.axonframework.test.fixture.AxonTestWhen$Event","AxonTestWhen$Event",0,"27,90,380",0,"27,198,6",,0,0,7,99,1,7,""
"org.axonframework.test.fixture.AxonTestThenNothing","AxonTestThenNothing",0,"80,90,380",0,"80,198,6",,0,0,7,79,2,7,""
"org.axonframework.test.fixture.AxonTestFixture$Customization","AxonTestFixture$Customization",0,"83,90,380",0,"31,198,6",,0,4,7,73,10,2,""
"org.axonframework.test.AxonAssertionError","AxonAssertionError",0,"80,90,380",0,"80,198,6",,0,1,3,34,3,,""
"org.axonframework.test.FixtureExecutionException","FixtureExecutionException",0,"83,90,380",0,"31,198,6",,0,4,3,17,3,1,""
"org.axonframework.test.fixture.AxonTestThenMessage","AxonTestThenMessage",0,"80,90,380",0,"80,198,6",,0,1,8,88,3,19,""
"org.axonframework.test.matchers.NonStaticFieldsFilter","NonStaticFieldsFilter",0,"76,90,380",0,"76,198,6",,0,3,1,91,,1,""
"org.axonframework.test.fixture.AxonTestWhen$Nothing","AxonTestWhen$Nothing",0,"27,90,380",0,"27,198,6",,0,0,7,32,1,7,""
"org.axonframework.test.util.DefaultCallbackBehavior","DefaultCallbackBehavior",3,"380,380,380",4,"90,40,53",,0,2,3,6,1,2,""
"org.axonframework.test.util.MessageMonitorReport","MessageMonitorReport",2,"96,101,24",2,"96,203,5",,0,18,5,26,2,5,""
"org.axonframework.test.util.RecordingMessageMonitor","RecordingMessageMonitor",2,"101,101,24",2,"101,203,5",,0,19,5,98,1,5,""
"org.axonframework.test.util.RecordingMessageMonitor$1","RecordingMessageMonitor$1",2,"101,101,24",2,"101,203,5",,0,19,5,46,1,8,""
"org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver","FixtureResourceParameterResolverFactory$FailingParameterResolver",4,"102,270,270",11,"107,10,22",,0,21,3,8,1,3,""
"org.axonframework.test.server.AxonServerContainer","AxonServerContainer",12,"155,227,227",12,"104,119,12",,0,22,2,92,2,1,""
"org.axonframework.test.server.AxonServerContainerUtils","AxonServerContainerUtils",13,"1153,1151,1151",11,"377,66,53",,0,2,2,60,1,1,""
"org.axonframework.test.FixtureResourceParameterResolverFactory","FixtureResourceParameterResolverFactory",4,"102,270,270",11,"107,10,22",,0,21,3,69,,4,""
"org.axonframework.test.matchers.ListMatcher","ListMatcher",0,"110,49,380",0,"50,198,6",,0,10,2,40,4,,""
"org.axonframework.test.matchers.ExactSequenceMatcher","ExactSequenceMatcher",0,"110,49,380",0,"50,198,6",,0,10,2,71,1,1,""
