"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-tracing-opentelemetry-4.11.0",5,16,6,320,26,89,6,"io.opentelemetry.context.propagation,io.opentelemetry.api.trace,javax.annotation,org.slf4j","TextMapGetter,ContextPropagators,TextMapPropagator,TextMapSetter,Tracer,Span,StatusCode,SpanBuilder,SpanContext",""
"axon-spring-boot-autoconfigure-4.11.0",88,112,52,127.27272727272728,340,750,52,"org.springframework.boot.autoconfigure.condition,org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.context.properties","ConditionalOnBean,ConditionalOnMissingBean,ConditionalOnClass,ConditionalOnProperty,ConditionalOnExpression,AnyNestedCondition,ConditionOutcome,SpringBootCondition,AllNestedConditions",""
"axon-server-connector-4.11.0",142,115,26,80.98591549295774,369,1456,26,"io.grpc,io.axoniq.axonserver.grpc,io.axoniq.axonserver.grpc.query,org.slf4j","MethodDescriptor$MethodType,MethodDescriptor,CallOptions,Channel,ClientCall,ClientInterceptor,Metadata$AsciiMarshaller,Metadata,Metadata$Key",""
"axon-disruptor-4.11.0",22,13,5,59.09090909090909,33,93,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","Logger,LoggerFactory,BlockingWaitStrategy,WaitStrategy,RingBuffer,ExceptionHandler,LifecycleAware,EventHandler,Nonnull",""
"axon-test-4.11.0",87,28,13,32.183908045977006,99,500,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,com.google.gson","Matcher,Description,BaseMatcher,TypeSafeMatcher,StringDescription,CoreMatchers,Matchers,Nonnull,MountableFile",""
"axon-modelling-4.11.0",158,35,5,22.151898734177216,99,356,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,EntityNotFoundException,EntityManagerFactory,EntityManager,Query,TypedQuery,Lob,MappedSuperclass",""
"axon-messaging-4.11.0",809,179,50,22.126081582200246,804,3187,50,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,LoggerFactory,Logger,JsonProperty,JsonIgnore,JsonCreator,JsonGetter,JsonTypeInfo",""
"axon-eventsourcing-4.11.0",133,25,4,18.796992481203006,74,238,4,"javax.annotation,org.slf4j,jakarta.persistence,javax.persistence","PreDestroy,Nonnull,Nullable,Logger,LoggerFactory,Table,Index,Entity,IdClass",""
"axon-configuration-4.11.0",41,4,2,9.75609756097561,24,137,2,"javax.annotation,org.slf4j","Nonnull,Nullable,Logger,LoggerFactory",""
