"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",38215,23.82035778844356,""
"MODIFIES",38215,23.82035778844356,""
"UPDATES",26453,16.488811319578634,""
"COMMITTED",13508,8.4198715950882,""
"CREATES",7565,4.715452222152964,""
"HAS_PARENT",7528,4.692389204014212,""
"HAS_COMMIT",6754,4.2099357975441,""
"DELETES",5896,3.675123106650876,""
"HAS_FILE",3579,2.2308795113133453,""
"CHANGED_TOGETHER_WITH",1725,1.0752353051174968,""
"RENAMES",1699,1.0590288599389142,""
"HAS_NEW_NAME",1032,0.6432712086268154,""
"HAS_AUTHOR",1000,0.6233248145608676,""
"DEPENDS_ON",975,0.607741694196846,""
"HAS_TAG",916,0.5709655301377548,""
"ON_COMMIT",916,0.5709655301377548,""
"HAS_KEY",668,0.4163809761266596,""
"HAS_VALUE",668,0.4163809761266596,""
"CONTAINS",598,0.37274823910739885,""
"OF_TYPE",358,0.22315028361279063,""
"HAS_COMMITTER",356,0.22190363398366889,""
"EXPORTS",279,0.17390762326248208,""
"REFERENCES",212,0.13214486068690395,""
"DECLARES",186,0.11593841550832139,""
"DECLARES_DEV_DEPENDENCY",169,0.10534189366078664,""
"DECLARES_DEPENDENCY",161,0.1003552951442997,""
"HAS_MEMBER",112,0.06981237923081718,""
"HAS_TYPE_ARGUMENT",96,0.0598391821978433,""
"DECLARES_SCRIPT",91,0.05672255812503896,""
"HAS_PARAMETER",84,0.052359284423112884,""
"RETURNS",82,0.05111263479399115,""
"CONTAINS_VALUE",51,0.03178956554260425,""
"RESOLVES_TO",40,0.024932992582434706,""
"IS_DESCRIBED_IN_NPM_PACKAGE",33,0.020569718880508632,""
"INITIALIZED_WITH",32,0.019946394065947764,""
"REQUIRES_CONCEPT",28,0.017453094807704295,""
"USES",23,0.014336470734899957,""
"INCLUDES_CONCEPT",19,0.011843171476656486,""
"COPIES",15,0.009349872218413015,""
"COPY_OF",12,0.007479897774730413,""
"DECLARES_PEER_DEPENDENCY",8,0.004986598516486941,""
"CALLS",6,0.0037399488873652064,""
"DECLARES_ENGINE",6,0.0037399488873652064,""
"EXTENDS",6,0.0037399488873652064,""
"HAS_ARGUMENT",6,0.0037399488873652064,""
"MEMBER",6,0.0037399488873652064,""
"PARENT",6,0.0037399488873652064,""
"CONTAINS_PROJECT",5,0.003116624072804338,""
"HAS_CONFIG",5,0.003116624072804338,""
"HAS_NPM_PACKAGE",5,0.003116624072804338,""
"HAS_ROOT",5,0.003116624072804338,""
"IN_REPOSITORY",5,0.003116624072804338,""
"CONSTRAINED_BY",4,0.0024932992582434705,""
"IS_IMPLEMENTED_IN",3,0.0018699744436826032,""
"HAS_HEAD",2,0.0012466496291217352,""
"DECLARES_PUBLISH_CONFIG",1,0.0006233248145608676,""
"HAS_BRANCH",1,0.0006233248145608676,""
"PROVIDED_BY_NPM_DEPENDENCY",1,0.0006233248145608676,""
