"similarity","sourceArtifactName","sourceNodeName","sourceNodeIncomingDependencies","sourceNodeOutgoingDependencies","targetArtifactName","targetNodeName","targetNodeIncomingDependencies","targetNodeOutgoingDependencies","Source Cypher File: Similarity/Similarity_1d_Stream_Mutated.cypher"
1,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,"axon-common-5.0.3","org.axonframework.common.property",19,15,""
1,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,"axon-test-5.0.3","org.axonframework.test.server",3,2,""
1,"axon-common-5.0.3","org.axonframework.common.property",19,15,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,""
1,"axon-common-5.0.3","org.axonframework.common.property",19,15,"axon-test-5.0.3","org.axonframework.test.server",3,2,""
1,"axon-conversion-5.0.3","org.axonframework.conversion.jackson",7,21,"axon-conversion-5.0.3","org.axonframework.conversion.jackson2",5,21,""
1,"axon-conversion-5.0.3","org.axonframework.conversion.jackson2",5,21,"axon-conversion-5.0.3","org.axonframework.conversion.jackson",7,21,""
1,"axon-test-5.0.3","org.axonframework.test.server",3,2,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,""
1,"axon-test-5.0.3","org.axonframework.test.server",3,2,"axon-common-5.0.3","org.axonframework.common.property",19,15,""
1,"axon-update-5.0.3","org.axonframework.update.api",18,11,"axon-update-5.0.3","org.axonframework.update.configuration",19,19,""
1,"axon-update-5.0.3","org.axonframework.update.configuration",19,19,"axon-update-5.0.3","org.axonframework.update.api",18,11,""
0.8571428571428571,"axon-common-5.0.3","org.axonframework.common.caching",22,43,"axon-common-5.0.3","org.axonframework.common.lock",17,21,""
0.8571428571428571,"axon-common-5.0.3","org.axonframework.common.caching",22,43,"axon-conversion-5.0.3","org.axonframework.conversion",468,21,""
0.8571428571428571,"axon-common-5.0.3","org.axonframework.common.lock",17,21,"axon-common-5.0.3","org.axonframework.common.caching",22,43,""
0.8571428571428571,"axon-conversion-5.0.3","org.axonframework.conversion",468,21,"axon-common-5.0.3","org.axonframework.common.caching",22,43,""
0.8297872340425532,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.gateway",20,191,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.interception",6,499,""
0.8297872340425532,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.interception",6,499,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.gateway",20,191,""
0.8,"axon-common-5.0.3","org.axonframework.common.digest",0,1,"axon-test-5.0.3","org.axonframework.test",8,13,""
0.8,"axon-test-5.0.3","org.axonframework.test",8,13,"axon-common-5.0.3","org.axonframework.common.digest",0,1,""
0.75,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,"axon-common-5.0.3","org.axonframework.common.digest",0,1,""
0.75,"axon-common-5.0.3","org.axonframework.common.digest",0,1,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,""
0.75,"axon-common-5.0.3","org.axonframework.common.digest",0,1,"axon-test-5.0.3","org.axonframework.test.server",3,2,""
0.75,"axon-common-5.0.3","org.axonframework.common.jdbc",21,19,"axon-common-5.0.3","org.axonframework.common.jpa",10,14,""
0.75,"axon-common-5.0.3","org.axonframework.common.jpa",10,14,"axon-common-5.0.3","org.axonframework.common.jdbc",21,19,""
0.75,"axon-common-5.0.3","org.axonframework.common.lock",17,21,"axon-conversion-5.0.3","org.axonframework.conversion",468,21,""
0.75,"axon-common-5.0.3","org.axonframework.common.property",19,15,"axon-common-5.0.3","org.axonframework.common.digest",0,1,""
0.75,"axon-conversion-5.0.3","org.axonframework.conversion",468,21,"axon-common-5.0.3","org.axonframework.common.lock",17,21,""
0.75,"axon-test-5.0.3","org.axonframework.test.server",3,2,"axon-common-5.0.3","org.axonframework.common.digest",0,1,""
0.7,"axon-messaging-5.0.3","org.axonframework.messaging.core.timeout",15,182,"axon-messaging-5.0.3","org.axonframework.messaging.tracing",136,68,""
0.7,"axon-messaging-5.0.3","org.axonframework.messaging.tracing",136,68,"axon-messaging-5.0.3","org.axonframework.messaging.core.timeout",15,182,""
0.6703296703296703,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",1497,297,"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",11625,108,""
0.6703296703296703,"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",11625,108,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",1497,297,""
0.6666666666666666,"axon-common-5.0.3","org.axonframework.common.caching",22,43,"axon-common-5.0.3","org.axonframework.common.digest",0,1,""
0.6666666666666666,"axon-common-5.0.3","org.axonframework.common.lifecycle",8,4,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,""
0.6666666666666666,"axon-common-5.0.3","org.axonframework.common.lifecycle",8,4,"axon-common-5.0.3","org.axonframework.common.property",19,15,""
0.6666666666666666,"axon-common-5.0.3","org.axonframework.common.lifecycle",8,4,"axon-test-5.0.3","org.axonframework.test.server",3,2,""
0.6636363636363637,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",1497,297,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",3012,471,""
0.6636363636363637,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",3012,471,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",1497,297,""
0.6428571428571429,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token",425,19,"axon-test-5.0.3","org.axonframework.test.matchers",35,47,""
0.6428571428571429,"axon-test-5.0.3","org.axonframework.test.matchers",35,47,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token",425,19,""
0.6363636363636364,"axon-common-5.0.3","org.axonframework.common.lock",17,21,"axon-test-5.0.3","org.axonframework.test.matchers",35,47,""
0.6363636363636364,"axon-test-5.0.3","org.axonframework.test.matchers",35,47,"axon-common-5.0.3","org.axonframework.common.lock",17,21,""
0.6356589147286822,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc",13,160,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa",6,99,""
0.6356589147286822,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa",6,99,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc",13,160,""
0.6164383561643836,"axon-common-5.0.3","org.axonframework.common.configuration",3727,283,"axon-messaging-5.0.3","org.axonframework.messaging.core",12499,341,""
0.6164383561643836,"axon-messaging-5.0.3","org.axonframework.messaging.core",12499,341,"axon-common-5.0.3","org.axonframework.common.configuration",3727,283,""
0.61,"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",11625,108,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",3012,471,""
0.61,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",3012,471,"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",11625,108,""
0.6046511627906976,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.interception",6,499,"axon-test-5.0.3","org.axonframework.test.util",23,164,""
0.6046511627906976,"axon-test-5.0.3","org.axonframework.test.util",23,164,"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.interception",6,499,""
0.6,"axon-test-5.0.3","org.axonframework.test",8,13,"axon-common-5.0.3","org.axonframework.common.annotation",2579,3,""
0.6,"axon-test-5.0.3","org.axonframework.test",8,13,"axon-common-5.0.3","org.axonframework.common.property",19,15,""
0.5833333333333334,"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token",425,19,"axon-common-5.0.3","org.axonframework.common.lock",17,21,""
0.5733333333333334,"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation.reflection",8,198,"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation",21,234,""
0.5733333333333334,"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation",21,234,"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation.reflection",8,198,""
0.5714285714285714,"axon-conversion-5.0.3","org.axonframework.conversion",468,21,"axon-common-5.0.3","org.axonframework.common.digest",0,1,""
0.5685279187817259,"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",512,467,"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",688,533,""
