"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityMaximumKCutId",6,5,"react-router-7.18.3/dom-export,react-router-7.18.3/build,react-router-7.18.3/errors,react-router-7.18.3/unflatten,react-router-7.18.3/react-router-fs-routes","dom-export,build,errors,unflatten,react-router-fs-routes",""
"communityMaximumKCutId",3,6,"react-router-7.18.3/react-router,react-router-7.18.3/errors,react-router-7.18.3/routes,react-router-7.18.3/react-router-express,react-router-7.18.3/prompts-confirm,react-router-7.18.3/virtual-route-config","react-router,errors,routes,react-router-express,prompts-confirm,virtual-route-config",""
"communityMaximumKCutId",13,4,"react-router-7.18.3/react-router,react-router-7.18.3/entry,react-router-7.18.3/route-chunks,react-router-7.18.3/warn-on-client-source-maps","react-router,entry,route-chunks,warn-on-client-source-maps",""
"communityMaximumKCutId",10,6,"react-router-7.18.3/react-router,react-router-7.18.3/serverHandoff,react-router-7.18.3/cache,react-router-7.18.3/dev,react-router-7.18.3/ssr-externals,react-router-7.18.3/server","react-router,serverHandoff,cache,dev,ssr-externals,server",""
"communityMaximumKCutId",15,7,"react-router-7.18.3/tsup,react-router-7.18.3/navigation,react-router-7.18.3/prompts-text,react-router-7.18.3/generate,react-router-7.18.3/prerender,react-router-7.18.3/react-router-cloudflare,react-router-7.18.3/server","tsup,navigation,prompts-text,generate,prerender,react-router-cloudflare,server",""
"communityMaximumKCutId",4,5,"react-router-7.18.3/tsup,react-router-7.18.3/urls,react-router-7.18.3/route-data,react-router-7.18.3/utils,react-router-7.18.3/vite","tsup,urls,route-data,utils,vite",""
"communityMaximumKCutId",0,13,"react-router-7.18.3/actions,react-router-7.18.3/routeModules,react-router-7.18.3/router,react-router-7.18.3/routeMatching,react-router-7.18.3/flatRoutes,react-router-7.18.3/create-react-router,react-router-7.18.3/prompts-prompt-base,react-router-7.18.3/commands,react-router-7.18.3/cloudflare-dev-proxy,react-router-7.18.3/optimize-deps-entries,react-router-7.18.3/arcTableSessionStorage,react-router-7.18.3/worker,react-router-7.18.3/stream","actions,routeModules,router,routeMatching,flatRoutes,create-react-router,prompts-prompt-base,commands,cloudflare-dev-proxy,optimize-deps-entries,arcTableSessionStorage,worker,stream",""
"communityMaximumKCutId",19,5,"react-router-7.18.3/context,react-router-7.18.3/markup,react-router-7.18.3/cookies,react-router-7.18.3/server,react-router-7.18.3/resolve-file-url","context,markup,cookies,server,resolve-file-url",""
"communityMaximumKCutId",8,6,"react-router-7.18.3/href,react-router-7.18.3/utils,react-router-7.18.3/warnings,react-router-7.18.3/useJavascript,react-router-7.18.3/babel,react-router-7.18.3/combine-urls","href,utils,warnings,useJavascript,babel,combine-urls",""
"communityMaximumKCutId",5,8,"react-router-7.18.3/dom,react-router-7.18.3/memoryStorage,react-router-7.18.3/copy-template,react-router-7.18.3/run,react-router-7.18.3/is-react-router-repo,react-router-7.18.3/build,react-router-7.18.3/node-adapter,react-router-7.18.3/plugin","dom,memoryStorage,copy-template,run,is-react-router-repo,build,node-adapter,plugin",""
"communityMaximumKCutId",16,6,"react-router-7.18.3/entry,react-router-7.18.3/mode,react-router-7.18.3/manifest,react-router-7.18.3/resolve-relative-route-file-path,react-router-7.18.3/styles,react-router-7.18.3/virtual-module","entry,mode,manifest,resolve-relative-route-file-path,styles,virtual-module",""
"communityMaximumKCutId",9,7,"react-router-7.18.3/fog-of-war,react-router-7.18.3/dev,react-router-7.18.3/cookieStorage,react-router-7.18.3/register,react-router-7.18.3/turbo-stream,react-router-7.18.3/routes,react-router-7.18.3/format","fog-of-war,dev,cookieStorage,register,turbo-stream,routes,format",""
"communityMaximumKCutId",14,8,"react-router-7.18.3/links,react-router-7.18.3/crypto,react-router-7.18.3/headers,react-router-7.18.3/defineRoutes,react-router-7.18.3/context,react-router-7.18.3/params,react-router-7.18.3/has-rsc-plugin,react-router-7.18.3/plugin","links,crypto,headers,defineRoutes,context,params,has-rsc-plugin,plugin",""
"communityMaximumKCutId",2,3,"react-router-7.18.3/history,react-router-7.18.3/sessions,react-router-7.18.3/routes","history,sessions,routes",""
"communityMaximumKCutId",1,12,"react-router-7.18.3/instrumentation,react-router-7.18.3/links,react-router-7.18.3/server,react-router-7.18.3/single-fetch,react-router-7.18.3/future,react-router-7.18.3/flatten,react-router-7.18.3/normalizeSlashes,react-router-7.18.3/loading-indicator,react-router-7.18.3/prompts-select,react-router-7.18.3/typegen,react-router-7.18.3/profiler,react-router-7.18.3/fileStorage","instrumentation,links,server,single-fetch,future,flatten,normalizeSlashes,loading-indicator,prompts-select,typegen,profiler,fileStorage",""
"communityMaximumKCutId",11,6,"react-router-7.18.3/url,react-router-7.18.3/serializes-to,react-router-7.18.3/cli,react-router-7.18.3/prompts-multi-select,react-router-7.18.3/remove-exports,react-router-7.18.3/with-props","url,serializes-to,cli,prompts-multi-select,remove-exports,with-props",""
"communityMaximumKCutId",12,7,"react-router-7.18.3/browser,react-router-7.18.3/server,react-router-7.18.3/normalizeSlashes,react-router-7.18.3/manifest,react-router-7.18.3/route,react-router-7.18.3/virtual-route-modules,react-router-7.18.3/binaryTypes","browser,server,normalizeSlashes,manifest,route,virtual-route-modules,binaryTypes",""
"communityMaximumKCutId",7,6,"react-router-7.18.3/data,react-router-7.18.3/route-module,react-router-7.18.3/detectPackageManager,react-router-7.18.3/has-dependency,react-router-7.18.3/validate-plugin-order,react-router-7.18.3/react-router-architect","data,route-module,detectPackageManager,has-dependency,validate-plugin-order,react-router-architect",""
"communityMaximumKCutId",18,5,"react-router-7.18.3/route-module-annotations,react-router-7.18.3/utils,react-router-7.18.3/config,react-router-7.18.3/load-dotenv,react-router-7.18.3/vite-node","route-module-annotations,utils,config,load-dotenv,vite-node",""
"communityMaximumKCutId",17,5,"react-router-7.18.3/manifest,react-router-7.18.3/cli,react-router-7.18.3/prompt,react-router-7.18.3/config,react-router-7.18.3/workersKVStorage","manifest,cli,prompt,config,workersKVStorage",""
