"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"./dom-export.ts","dom-export",0,"23,23",0,"23,38",,0,0,0,6,17,,19,0,""
"./index-react-server-client.ts","react-router",0,"23,23",0,"23,38",,0,0,0,4,0,,9,4,""
"./index-react-server.ts","react-router",1,"22,22",1,"22,14",,0,0,0,8,11,,109,4,""
"./index.ts","react-router",2,"16,36",2,"16,18",,0,0,0,8,14,,377,13,""
"./tsup.config.rsc.ts","tsup",3,"4,4",3,"4,15",,1,1,1,0,11,,0,4,""
"./tsup.config.ts","tsup",4,"5,5",4,"5,16",,2,2,2,0,1,,0,5,""
"./lib/actions.ts","actions",2,"36,36",2,"36,18",,3,0,0,3,11,,3,0,""
"./lib/context.ts","context",2,"16,36",2,"16,18",,0,0,0,5,11,,12,10,""
"./lib/errors.ts","errors",2,"16,36",1,"22,14",,0,0,0,4,2,,2,0,""
"./lib/href.ts","href",5,"45,45",5,"45,20",,4,0,3,2,0,,2,0,""
"./lib/dom/dom.ts","dom",1,"22,22",1,"22,14",,0,0,0,4,3,,6,0,""
"./lib/dom/ssr/entry.ts","entry",2,"36,36",2,"36,18",,0,0,0,8,2,,13,0,""
"./lib/dom/ssr/fog-of-war.ts","fog-of-war",2,"16,36",2,"16,18",,0,0,0,8,3,,6,5,""
"./lib/dom/ssr/links.ts","links",6,"35,35",6,"35,24",,5,0,0,5,0,,0,9,""
"./lib/dom/ssr/markup.ts","markup",2,"36,36",2,"36,18",,6,0,0,1,11,,1,0,""
"./lib/dom/ssr/routeModules.ts","routeModules",6,"35,35",6,"35,24",,0,0,0,8,19,,27,6,""
"./lib/router/history.ts","history",2,"16,36",2,"16,18",,0,0,0,8,13,,40,0,""
"./lib/router/instrumentation.ts","instrumentation",1,"22,22",1,"22,14",,0,0,0,8,6,,14,0,""
"./lib/router/links.ts","links",2,"16,36",2,"16,18",,0,0,0,4,1,,6,0,""
"./lib/router/navigation.ts","navigation",2,"16,36",2,"16,18",,0,0,0,3,4,,1,0,""
"./lib/router/router.ts","router",1,"22,22",1,"22,14",,0,0,0,8,5,,53,1,""
"./lib/router/url.ts","url",1,"22,22",1,"22,14",,7,0,0,3,3,,6,0,""
"./lib/router/utils.ts","utils",1,"22,22",1,"22,14",,0,0,0,8,9,,182,3,""
"./lib/rsc/server.rsc.ts","server",0,"23,23",0,"23,38",,0,0,0,8,6,,40,17,""
"./lib/rsc/html-stream/browser.ts","browser",0,"23,23",0,"23,38",,8,0,0,1,6,,1,0,""
"./lib/server-runtime/build.ts","build",2,"36,36",2,"36,18",,0,0,0,8,17,,11,0,""
"./lib/server-runtime/cookies.ts","cookies",7,"2,16",7,"38,22",,0,0,0,5,4,,19,6,""
"./lib/server-runtime/crypto.ts","crypto",7,"2,16",7,"38,22",,9,0,0,1,7,,2,0,""
