"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"react-router-7.18.4/react-router","react-router","centralityHarmonic",0.27179487179487183,""
"react-router-7.18.4/utils","utils","centralityHarmonic",0.22692307692307692,""
"react-router-7.18.4/react-router","react-router","centralityHarmonic",0.2012820512820513,""
"react-router-7.18.4/history","history","centralityHarmonic",0.18974358974358976,""
"react-router-7.18.4/router","router","centralityHarmonic",0.18525641025641024,""
"react-router-7.18.4/entry","entry","centralityHarmonic",0.17756410256410254,""
"react-router-7.18.4/routeModules","routeModules","centralityHarmonic",0.1737179487179487,""
"react-router-7.18.4/data","data","centralityHarmonic",0.16474358974358974,""
"react-router-7.18.4/build","build","centralityHarmonic",0.15320512820512822,""
"react-router-7.18.4/cookies","cookies","centralityHarmonic",0.15320512820512822,""
"react-router-7.18.4/dev","dev","centralityHarmonic",0.15320512820512822,""
"react-router-7.18.4/instrumentation","instrumentation","centralityHarmonic",0.15320512820512822,""
"react-router-7.18.4/mode","mode","centralityHarmonic",0.15320512820512822,""
"react-router-7.18.4/register","register","centralityHarmonic",0.15320512820512822,""
"react-router-7.18.4/context","context","centralityHarmonic",0.14935897435897436,""
"react-router-7.18.4/dom-export","dom-export","centralityHarmonic",0.14935897435897436,""
"react-router-7.18.4/fog-of-war","fog-of-war","centralityHarmonic",0.14935897435897436,""
"react-router-7.18.4/future","future","centralityHarmonic",0.14935897435897436,""
"react-router-7.18.4/href","href","centralityHarmonic",0.14935897435897436,""
"react-router-7.18.4/links","links","centralityHarmonic",0.14935897435897436,""
"react-router-7.18.4/server","server","centralityHarmonic",0.14935897435897436,""
"react-router-7.18.4/cookieStorage","cookieStorage","centralityHarmonic",0.14551282051282052,""
"react-router-7.18.4/memoryStorage","memoryStorage","centralityHarmonic",0.14551282051282052,""
"react-router-7.18.4/react-router","react-router","centralityHarmonic",0.14551282051282052,""
"react-router-7.18.4/serializes-to","serializes-to","centralityHarmonic",0.14551282051282052,""
"react-router-7.18.4/server","server","centralityHarmonic",0.14551282051282052,""
"react-router-7.18.4/dom","dom","centralityHarmonic",0.14166666666666666,""
"react-router-7.18.4/url","url","centralityHarmonic",0.13974358974358972,""
"react-router-7.18.4/routes","routes","centralityHarmonic",0.1182051282051282,""
"react-router-7.18.4/actions","actions","centralityHarmonic",0.11564102564102563,""
"react-router-7.18.4/navigation","navigation","centralityHarmonic",0.1137179487179487,""
"react-router-7.18.4/route-data","route-data","centralityHarmonic",0.1137179487179487,""
"react-router-7.18.4/headers","headers","centralityHarmonic",0.11307692307692307,""
"react-router-7.18.4/urls","urls","centralityHarmonic",0.11307692307692307,""
"react-router-7.18.4/warnings","warnings","centralityHarmonic",0.1105128205128205,""
"react-router-7.18.4/routes","routes","centralityHarmonic",0.10641025641025642,""
