"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.messaging.core.MessageStream","MessageStream","centralityBetweenness",10120.975559734383,""
"org.axonframework.messaging.core.Message","Message","centralityBetweenness",9922.418001443002,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","centralityBetweenness",6810.244227994231,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","centralityBetweenness",4806.01433664375,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","centralityBetweenness",4449.550000000002,""
"org.axonframework.messaging.core.MessageType","MessageType","centralityBetweenness",4213.667697988286,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel","AnnotatedEntityMetamodel","centralityBetweenness",3160.1476190476183,""
"org.axonframework.messaging.core.unitofwork.ProcessingLifecycle","ProcessingLifecycle","centralityBetweenness",2507.9396825396825,""
"org.axonframework.messaging.core.Context","Context","centralityBetweenness",2039.7333333333336,""
"org.axonframework.common.TypeReflectionUtils","TypeReflectionUtils","centralityBetweenness",2024,""
"org.axonframework.common.configuration.ComponentRegistry","ComponentRegistry","centralityBetweenness",1853.0801587301587,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","centralityBetweenness",1760.2948412698413,""
"org.axonframework.test.fixture.AxonTestFixture","AxonTestFixture","centralityBetweenness",1669.0833333333333,""
"org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule","SimpleEventSourcedEntityModule","centralityBetweenness",1637.2083333333333,""
"org.axonframework.messaging.core.MessageStreamUtils","MessageStreamUtils","centralityBetweenness",1615.9996753246762,""
"org.axonframework.common.TypeReference","TypeReference","centralityBetweenness",1428,""
"org.axonframework.messaging.eventstreaming.EventCriteria","EventCriteria","centralityBetweenness",1405.5944444444444,""
"org.axonframework.messaging.core.annotation.AnnotatedHandlerInspector","AnnotatedHandlerInspector","centralityBetweenness",1378.5476190476186,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule","EventSourcedEntityModule","centralityBetweenness",1343,""
