"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"/axon-eventsourcing-5.1.0.jar","axon-eventsourcing-5.1.0",0,"8",0,"8",0.0002507009164220866,0,0,0,5,2,,2,4,""
"/axon-conversion-5.1.0.jar","axon-conversion-5.1.0",0,"8",1,"9",0.0002507009164220683,1,0,0,5,0,,5,1,""
"/axon-update-5.1.0.jar","axon-update-5.1.0",0,"8",0,"8",0.0002507009164220866,2,0,0,1,1,,0,1,""
"/axoniq-spring-boot-autoconfigure-5.1.0.jar","axoniq-spring-boot-autoconfigure-5.1.0",0,"8",1,"9",0.0002507009164220683,3,0,0,4,2,,0,4,""
"/axon-modelling-5.1.0.jar","axon-modelling-5.1.0",0,"8",0,"8",0.0002507009164220866,4,0,0,5,0,,2,3,""
"/axon-metrics-micrometer-5.1.0.jar","axon-metrics-micrometer-5.1.0",0,"8",0,"8",0.0002507009164220866,5,0,0,2,4,,0,2,""
"/axon-test-5.1.0.jar","axon-test-5.1.0",0,"8",0,"8",0.0002507009164220866,6,0,0,3,0,,0,3,""
"/axon-tracing-opentelemetry-5.1.0.jar","axon-tracing-opentelemetry-5.1.0",0,"8",0,"8",0.0002507009164220866,7,0,0,2,4,,0,2,""
"/axon-messaging-5.1.0.jar","axon-messaging-5.1.0",0,"8",0,"8",0.0002507009164220866,8,0,0,5,1,,7,2,""
"/axon-server-connector-5.1.0.jar","axon-server-connector-5.1.0",0,"8",0,"8",0.0002507009164220866,9,0,0,5,4,,1,5,""
"/axon-common-5.1.0.jar","axon-common-5.1.0",0,"8",0,"8",0.0002507009164220866,10,0,0,5,3,,10,0,""
