"packageNameElements","packageCount","somePackageNames","Source Cypher File: domains/external-dependencies/queries/External_package_name_elements.cypher"
1,3,"WrappedEventCriteriaBuilderMethod,ScannedEntityCreator,IdTypeParameterResolver",""
2,8,"org.slf4j,jakarta.persistence,org.reactivestreams,jakarta.validation,io.grpc,javax.cache,org.hamcrest,org.awaitility",""
3,20,"org.jspecify.annotations,reactor.core.publisher,reactor.util.concurrent,com.google.protobuf,io.grpc.stub,reactor.core.scheduler,tools.jackson.databind,tools.jackson.core,org.apache.avro,org.ehcache.core,org.ehcache.event,org.ehcache.config,javax.cache.configuration,javax.cache.event,io.opentelemetry.context,io.opentelemetry.api,org.awaitility.core,org.springframework.context,org.springframework.lang",""
4,19,"com.fasterxml.jackson.annotation,org.axonframework.messaging.deadletter,io.axoniq.axonserver.connector,io.axoniq.axonserver.grpc,tools.jackson.databind.json,tools.jackson.databind.node,org.apache.avro.io,org.apache.avro.generic,com.fasterxml.jackson.databind,org.apache.avro.message,org.apache.avro.specific,com.fasterxml.jackson.core,io.opentelemetry.context.propagation,io.opentelemetry.api.trace,io.micrometer.core.instrument,org.springframework.boot.autoconfigure,org.springframework.context.annotation,io.axoniq.framework.postgresql,io.axoniq.framework.testcontainer",""
5,20,"org.springframework.boot.context.properties,io.axoniq.axonserver.connector.event,io.axoniq.axonserver.connector.control,io.axoniq.axonserver.grpc.event,io.axoniq.axonserver.grpc.control,io.axoniq.axonserver.connector.impl,io.axoniq.axonserver.connector.admin,io.axoniq.axonserver.grpc.command,io.axoniq.axonserver.connector.command,io.axoniq.axonserver.grpc.query,io.axoniq.axonserver.connector.query,org.apache.commons.lang3.tuple,com.fasterxml.jackson.databind.node,org.junit.jupiter.api.extension,io.micrometer.core.instrument.simple,org.axonframework.extension.springboot.autoconfig,org.springframework.boot.autoconfigure.condition,org.springframework.boot.actuate.health,org.axonframework.extension.springboot.util",""
6,7,"io.axoniq.axonserver.grpc.event.dcb,io.axoniq.framework.messaging.commandhandling.distributed,io.axoniq.framework.messaging.queryhandling.distributed,io.axoniq.framework.messaging.eventhandling.deadletter,org.springframework.boot.autoconfigure.service.connection,org.springframework.boot.testcontainers.service.connection,org.springframework.boot.docker.compose.core",""
7,4,"io.grpc.netty.shaded.io.grpc.netty,io.axoniq.framework.messaging.eventhandling.deadletter.jpa,io.axoniq.framework.messaging.eventhandling.deadletter.jdbc,org.springframework.boot.docker.compose.service.connection",""
8,1,"io.grpc.netty.shaded.io.netty.handler.ssl",""
