"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/routes.ts",4.493506544206664,2.1304197797302034,0.1943834315787238,1,""
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/routes.ts",4.035236818756792,2.0256207574932006,0.1572825363997945,2,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/config.ts",1.9966845115441965,0.7953151130549315,0.11397738814333154,3,""
"react-router","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router/lib/rsc/server.rsc.ts",1.5940802965960081,1.1566213645942829,0.009155167155400906,4,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config.ts",1.5630843454171823,0.7088491756108728,0.07685179734887093,5,""
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts",0.9997042353362876,0.20252208407285496,0.09137996928987188,6,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/index.ts",0.9997042353362876,0.22434778608125885,0.08790288365668306,7,""
"react-router-dev","is-react-router-repo","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/is-react-router-repo.ts",0.8732686027602541,0.6532857829646174,0.004725759409666297,8,""
"react-router-cloudflare","react-router-cloudflare","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/index.ts",0.6057296284126917,0.40004648196564124,0.013663118780060428,9,""
"react-router-cloudflare","worker","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/worker.ts",0.5361525765004231,0.30384618186961726,0.02082123811526661,10,""
