"fullQualifiedDependentTypeName","dependentTypeName","dependentTypeLabels","numberOfUsingPackages","Source Cypher File: Internal_Dependencies/List_types_that_are_used_by_many_different_packages.cypher"
"org.axonframework.modelling.saga.ResourceInjector","ResourceInjector","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut68,Mark4TypeLocalClusteringCoefficient0.23636363636363636,Mark4TypeHDBSCAN199",4,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry","SagaStore$Entry","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut75,Mark4TypeLocalClusteringCoefficient0.2948717948717949,Mark4TypeHDBSCAN-1",4,""
"org.axonframework.messaging.Scope","Scope","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut96,Mark4TypeLocalClusteringCoefficient0.4,Mark4TypeHDBSCAN97",4,""
"org.axonframework.eventhandling.async.SequencingPolicy","SequencingPolicy","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN39",4,""
"org.axonframework.commandhandling.SimpleCommandBus","SimpleCommandBus","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut1,Mark4TypeHDBSCAN-1",4,""
"org.axonframework.commandhandling.SimpleCommandBus$Builder","SimpleCommandBus$Builder","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut15,Mark4TypeHDBSCAN165",4,""
"org.axonframework.common.StringUtils","StringUtils","Type,File,Java,ByteCode,Class,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut1,Mark4TypeLocalClusteringCoefficient0.09523809523809523,Mark4TypeHDBSCAN1",4,""
"org.axonframework.messaging.SubscribableMessageSource","SubscribableMessageSource","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut11,Mark4TypeLocalClusteringCoefficient0.2545454545454545,Mark4TypeHDBSCAN-1",4,""
"org.axonframework.eventhandling.TrackedDomainEventData","TrackedDomainEventData","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut45,Mark4TypeLocalClusteringCoefficient0.3333333333333333,Mark4TypeHDBSCAN45",4,""
"org.axonframework.eventhandling.TrackingEventStream","TrackingEventStream","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity7,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut34,Mark4TypeLocalClusteringCoefficient0.3111111111111111,Mark4TypeHDBSCAN155",4,""
"org.axonframework.eventhandling.tokenstore.UnableToInitializeTokenException","UnableToInitializeTokenException","Type,File,Java,ByteCode,Class,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut63,Mark4TypeLocalClusteringCoefficient0.26666666666666666,Mark4TypeHDBSCAN-1",4,""
"org.axonframework.deadline.AbstractDeadlineManager","AbstractDeadlineManager","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity26,Mark4TypeLeidenCommunity23,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut19,Mark4TypeLocalClusteringCoefficient0.16363636363636364,Mark4TypeHDBSCAN41",3,""
"org.axonframework.eventhandling.AbstractEventBus$Builder","AbstractEventBus$Builder","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut35,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.eventsourcing.AggregateFactory","AggregateFactory","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut60,Mark4TypeLocalClusteringCoefficient0.2087912087912088,Mark4TypeHDBSCAN195",3,""
"org.axonframework.modelling.command.ApplyMore","ApplyMore","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut30,Mark4TypeLocalClusteringCoefficient0.2857142857142857,Mark4TypeHDBSCAN69",3,""
"org.axonframework.axonserver.connector.AxonServerConfiguration$FlowControlConfiguration","AxonServerConfiguration$FlowControlConfiguration","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity13,Mark4TypeLeidenCommunity13,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut26,Mark4TypeLocalClusteringCoefficient0.2857142857142857,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine","BatchingEventStorageEngine","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut3,Mark4TypeLocalClusteringCoefficient0.3181818181818182,Mark4TypeHDBSCAN133",3,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder","BatchingEventStorageEngine$Builder","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut30,Mark4TypeHDBSCAN147",3,""
"org.axonframework.messaging.deadletter.Cause","Cause","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation8,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut0,Mark4TypeLocalClusteringCoefficient0.38461538461538464,Mark4TypeHDBSCAN123",3,""
"org.axonframework.commandhandling.CommandExecutionException","CommandExecutionException","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation27,Mark4TypeLouvainCommunity21,Mark4TypeLeidenCommunity18,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut31,Mark4TypeLocalClusteringCoefficient0.1,Mark4TypeHDBSCAN122",3,""
"org.axonframework.modelling.command.CommandTargetResolver","CommandTargetResolver","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut74,Mark4TypeLocalClusteringCoefficient0.3787878787878788,Mark4TypeHDBSCAN191",3,""
"org.axonframework.eventhandling.tokenstore.ConfigToken","ConfigToken","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut29,Mark4TypeLocalClusteringCoefficient0.5,Mark4TypeHDBSCAN55",3,""
"org.axonframework.config.Configurer","Configurer","Type,File,Java,ByteCode,Interface,Mark4TopCentralityBetweenness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut38,Mark4TypeHDBSCAN195",3,""
"org.axonframework.config.ConfigurerModule","ConfigurerModule","Type,File,Java,ByteCode,Interface,Mark4TopCentralityBetweenness,Mark4TopCentralityCostEffectiveLazyForward,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut73,Mark4TypeLocalClusteringCoefficient0.2727272727272727,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.modelling.command.ConflictingAggregateVersionException","ConflictingAggregateVersionException","Type,File,Java,ByteCode,Class,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut77,Mark4TypeLocalClusteringCoefficient0.06666666666666667,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.messaging.deadletter.DeadLetterQueueOverflowException","DeadLetterQueueOverflowException","Type,File,Java,ByteCode,Class,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation8,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut5,Mark4TypeLocalClusteringCoefficient0.26666666666666666,Mark4TypeHDBSCAN9",3,""
"org.axonframework.deadline.DeadlineException","DeadlineException","Type,File,Java,ByteCode,Class,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut8,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN107",3,""
"org.axonframework.deadline.DeadlineManager","DeadlineManager","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut48,Mark4TypeHDBSCAN208",3,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway","DefaultCommandGateway","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeLocalClusteringCoefficient0.2571428571428571,Mark4TypeHDBSCAN39",3,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder","DefaultCommandGateway$Builder","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut78,Mark4TypeHDBSCAN127",3,""
"org.axonframework.eventhandling.DefaultEventBusSpanFactory","DefaultEventBusSpanFactory","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut92,Mark4TypeLocalClusteringCoefficient0.4444444444444444,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.eventhandling.DefaultEventBusSpanFactory$Builder","DefaultEventBusSpanFactory$Builder","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut65,Mark4TypeLocalClusteringCoefficient0.5238095238095238,Mark4TypeHDBSCAN195",3,""
"org.axonframework.eventhandling.DomainEventSequenceAware","DomainEventSequenceAware","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition3,Mark4TypeMaximumKCut21,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN69",3,""
"org.axonframework.eventhandling.EventHandler","EventHandler","Type,File,Java,ByteCode,Annotation,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity6,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition3,Mark4TypeMaximumKCut96,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.eventhandling.EventHandlerInvoker","EventHandlerInvoker","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.eventhandling.EventMessageHandler","EventMessageHandler","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut11,Mark4TypeHDBSCAN23",3,""
"org.axonframework.config.EventProcessingConfiguration","EventProcessingConfiguration","Type,File,Java,ByteCode,Interface,Mark4TopCentralityBetweenness,Mark4TopCentralityCostEffectiveLazyForward,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut81,Mark4TypeLocalClusteringCoefficient0.17333333333333334,Mark4TypeHDBSCAN208",3,""
"org.axonframework.springboot.EventProcessorProperties","EventProcessorProperties","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut85,Mark4TypeLocalClusteringCoefficient0.4444444444444444,Mark4TypeHDBSCAN175",3,""
"org.axonframework.eventhandling.EventProcessorSpanFactory","EventProcessorSpanFactory","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut15,Mark4TypeLocalClusteringCoefficient0.36363636363636365,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.test.matchers.FieldFilter","FieldFilter","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity26,Mark4TypeLeidenCommunity23,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut36,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.eventhandling.GenericDomainEventEntry","GenericDomainEventEntry","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut13,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN55",3,""
"org.axonframework.eventhandling.GenericTrackedEventMessage","GenericTrackedEventMessage","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut0,Mark4TypeLocalClusteringCoefficient0.5555555555555556,Mark4TypeHDBSCAN35",3,""
"org.axonframework.axonserver.connector.util.GrpcMetaData","GrpcMetaData","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut17,Mark4TypeLocalClusteringCoefficient0.47619047619047616,Mark4TypeHDBSCAN157",3,""
"org.axonframework.axonserver.connector.util.GrpcMetadataSerializer","GrpcMetadataSerializer","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut3,Mark4TypeLocalClusteringCoefficient0.4,Mark4TypeHDBSCAN131",3,""
"org.axonframework.axonserver.connector.util.GrpcObjectSerializer","GrpcObjectSerializer","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut5,Mark4TypeLocalClusteringCoefficient0.3611111111111111,Mark4TypeHDBSCAN141",3,""
"org.axonframework.axonserver.connector.util.GrpcPayloadSerializer","GrpcPayloadSerializer","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut9,Mark4TypeLocalClusteringCoefficient0.42857142857142855,Mark4TypeHDBSCAN129",3,""
"org.axonframework.axonserver.connector.util.GrpcSerializedObject","GrpcSerializedObject","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut54,Mark4TypeLocalClusteringCoefficient0.17777777777777778,Mark4TypeHDBSCAN150",3,""
"org.axonframework.common.jdbc.JdbcUtils$SqlFunction","JdbcUtils$SqlFunction","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut14,Mark4TypeLocalClusteringCoefficient0.4,Mark4TypeHDBSCAN121",3,""
"org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter","JdbcUtils$SqlResultConverter","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut20,Mark4TypeLocalClusteringCoefficient0.4,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.eventhandling.ListenerInvocationErrorHandler","ListenerInvocationErrorHandler","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut74,Mark4TypeHDBSCAN171",3,""
"org.axonframework.commandhandling.callbacks.LoggingCallback","LoggingCallback","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity26,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut90,Mark4TypeLocalClusteringCoefficient0.5333333333333333,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver","LoggingDuplicateCommandHandlerResolver","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut14,Mark4TypeLocalClusteringCoefficient0.3333333333333333,Mark4TypeHDBSCAN123",3,""
"org.axonframework.eventhandling.LoggingErrorHandler","LoggingErrorHandler","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut13,Mark4TypeLocalClusteringCoefficient0.5238095238095238,Mark4TypeHDBSCAN133",3,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler","LoggingQueryInvocationErrorHandler","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut68,Mark4TypeLocalClusteringCoefficient0.4722222222222222,Mark4TypeHDBSCAN159",3,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder","LoggingQueryInvocationErrorHandler$Builder","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut8,Mark4TypeLocalClusteringCoefficient0.5357142857142857,Mark4TypeHDBSCAN75",3,""
"org.axonframework.test.matchers.Matchers","Matchers","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity26,Mark4TypeLeidenCommunity23,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut99,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.config.ModuleConfiguration","ModuleConfiguration","Type,File,Java,ByteCode,Interface,Mark4TopCentralityCostEffectiveLazyForward,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut65,Mark4TypeLocalClusteringCoefficient0.37777777777777777,Mark4TypeHDBSCAN208",3,""
"org.axonframework.messaging.annotation.MultiHandlerDefinition","MultiHandlerDefinition","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity6,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut98,Mark4TypeLocalClusteringCoefficient0.4727272727272727,Mark4TypeHDBSCAN71",3,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition","MultiHandlerEnhancerDefinition","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity6,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut82,Mark4TypeLocalClusteringCoefficient0.5,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.messaging.annotation.MultiParameterResolverFactory","MultiParameterResolverFactory","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity6,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut75,Mark4TypeLocalClusteringCoefficient0.38095238095238093,Mark4TypeHDBSCAN203",3,""
"org.axonframework.commandhandling.callbacks.NoOpCallback","NoOpCallback","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut0,Mark4TypeLocalClusteringCoefficient0.5333333333333333,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.messaging.deadletter.NoSuchDeadLetterException","NoSuchDeadLetterException","Type,File,Java,ByteCode,Class,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation8,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut75,Mark4TypeLocalClusteringCoefficient0.26666666666666666,Mark4TypeHDBSCAN9",3,""
"org.axonframework.common.lock.NullLockFactory","NullLockFactory","Type,File,Java,ByteCode,Enum,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut11,Mark4TypeLocalClusteringCoefficient0.4,Mark4TypeHDBSCAN195",3,""
"org.axonframework.common.lock.PessimisticLockFactory","PessimisticLockFactory","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity10,Mark4TypeLeidenCommunity12,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut73,Mark4TypeLocalClusteringCoefficient0.2222222222222222,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.axonserver.connector.PriorityRunnable","PriorityRunnable","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut32,Mark4TypeLocalClusteringCoefficient0.2,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler","QueryInvocationErrorHandler","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut0,Mark4TypeLocalClusteringCoefficient0.5111111111111111,Mark4TypeHDBSCAN-1",3,""
"org.axonframework.queryhandling.QueryResponseMessage","QueryResponseMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut10,Mark4TypeLocalClusteringCoefficient0.21052631578947367,Mark4TypeHDBSCAN175",3,""
