"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: Internal_Dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-tracing-opentelemetry-4.12.1","axon-messaging-4.12.1",3,70,0.04285714285714286,"org.axonframework.messaging,org.axonframework.tracing,org.axonframework.common","messaging,tracing,common",""
"axon-server-connector-4.12.1","axon-modelling-4.12.1",1,10,0.1,"org.axonframework.modelling.command","command",""
"axon-spring-boot-autoconfigure-4.12.1","axon-test-4.12.1",1,8,0.125,"org.axonframework.test.server","server",""
"axon-disruptor-4.12.1","axon-messaging-4.12.1",9,70,0.12857142857142856,"org.axonframework.commandhandling,org.axonframework.common,org.axonframework.common.caching,org.axonframework.monitoring,org.axonframework.messaging,org.axonframework.commandhandling.callbacks,org.axonframework.messaging.unitofwork,org.axonframework.messaging.annotation,org.axonframework.common.transaction","commandhandling,common,caching,monitoring,messaging,callbacks,unitofwork,annotation,transaction",""
"axon-test-4.12.1","axon-messaging-4.12.1",10,70,0.14285714285714285,"org.axonframework.common,org.axonframework.messaging,org.axonframework.messaging.annotation,org.axonframework.commandhandling.gateway,org.axonframework.commandhandling,org.axonframework.deadline,org.axonframework.messaging.unitofwork,org.axonframework.eventhandling,org.axonframework.eventhandling.scheduling,org.axonframework.common.stream","common,messaging,annotation,gateway,commandhandling,deadline,unitofwork,eventhandling,scheduling,stream",""
"axon-eventsourcing-4.12.1","axon-modelling-4.12.1",2,10,0.2,"org.axonframework.modelling.command.inspection,org.axonframework.modelling.command","inspection,command",""
"axon-disruptor-4.12.1","axon-modelling-4.12.1",2,10,0.2,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","command,inspection",""
"axon-test-4.12.1","axon-eventsourcing-4.12.1",2,9,0.2222222222222222,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","eventsourcing,eventstore",""
"axon-disruptor-4.12.1","axon-eventsourcing-4.12.1",2,9,0.2222222222222222,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","eventsourcing,eventstore",""
"axon-modelling-4.12.1","axon-messaging-4.12.1",18,70,0.2571428571428571,"org.axonframework.common,org.axonframework.serialization.xml,org.axonframework.serialization,org.axonframework.common.jdbc,org.axonframework.common.legacyjpa,org.axonframework.common.jpa,org.axonframework.messaging.unitofwork,org.axonframework.tracing,org.axonframework.messaging.interceptors,org.axonframework.eventhandling,org.axonframework.common.lock,org.axonframework.commandhandling,org.axonframework.messaging.annotation,org.axonframework.deadline,org.axonframework.messaging,org.axonframework.common.property,org.axonframework.common.annotation,org.axonframework.common.caching","common,xml,serialization,jdbc,legacyjpa,jpa,unitofwork,tracing,interceptors,eventhandling,lock,commandhandling,annotation,deadline,messaging,property,caching",""
"axon-eventsourcing-4.12.1","axon-messaging-4.12.1",20,70,0.2857142857142857,"org.axonframework.common,org.axonframework.common.jpa,org.axonframework.serialization.upcasting.event,org.axonframework.common.io,org.axonframework.common.jdbc,org.axonframework.eventhandling,org.axonframework.serialization,org.axonframework.common.transaction,org.axonframework.tracing,org.axonframework.messaging.unitofwork,org.axonframework.messaging.annotation,org.axonframework.common.caching,org.axonframework.common.lock,org.axonframework.messaging,org.axonframework.commandhandling,org.axonframework.monitoring,org.axonframework.common.stream,org.axonframework.lifecycle,org.axonframework.serialization.xml,org.axonframework.common.legacyjpa","common,jpa,event,io,jdbc,eventhandling,serialization,transaction,tracing,unitofwork,annotation,caching,lock,messaging,commandhandling,monitoring,stream,lifecycle,xml,legacyjpa",""
"axon-server-connector-4.12.1","axon-eventsourcing-4.12.1",3,9,0.3333333333333333,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing.eventstore","eventsourcing,snapshotting,eventstore",""
