"artifactName","artifactPackages","artifactTypes","artifactExternalPackagesFirst2Levels","artifactExternalCallingPackages","artifactExternalCallingPackagesRate","externalPackageNameFirst2Levels","numberOfPackages","numberOfTypes","packagesCallingExternalRate","typesCallingExternalRate","nameOfPackages","someTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_per_artifact_and_external_package.cypher"
"axon-conversion-5.0.0",4,30,4,4,100,"jakarta.annotation",4,25,100,83.33333333333334,"org.axonframework.conversion,org.axonframework.conversion.converter,org.axonframework.conversion.avro,org.axonframework.conversion.json","org.axonframework.conversion.ConversionException,org.axonframework.conversion.ChainedConverter,org.axonframework.conversion.Converter,org.axonframework.conversion.PassThroughConverter,org.axonframework.conversion.ContentTypeConverter,org.axonframework.conversion.ChainingContentTypeConverter,org.axonframework.conversion.converter.StringToByteArrayConverter,org.axonframework.conversion.converter.ByteArrayToInputStreamConverter,org.axonframework.conversion.converter.BlobToInputStreamConverter",""
"axon-conversion-5.0.0",4,30,4,4,100,"org.slf4j",3,3,75,10,"org.axonframework.conversion,org.axonframework.conversion.avro,org.axonframework.conversion.json","org.axonframework.conversion.ChainingContentTypeConverter,org.axonframework.conversion.avro.AvroConverter,org.axonframework.conversion.json.JacksonConverter",""
"axon-conversion-5.0.0",4,30,4,4,100,"com.fasterxml",1,5,25,16.666666666666668,"org.axonframework.conversion.json","org.axonframework.conversion.json.ObjectNodeToJsonNodeConverter,org.axonframework.conversion.json.JsonNodeToObjectNodeConverter,org.axonframework.conversion.json.JsonNodeToByteArrayConverter,org.axonframework.conversion.json.JacksonConverter,org.axonframework.conversion.json.ByteArrayToJsonNodeConverter",""
"axon-conversion-5.0.0",4,30,4,4,100,"org.apache",1,9,25,30,"org.axonframework.conversion.avro","org.axonframework.conversion.avro.DefaultSchemaIncompatibilityChecker,org.axonframework.conversion.avro.SpecificRecordBaseConverterStrategy,org.axonframework.conversion.avro.ByteArrayToGenericRecordConverter,org.axonframework.conversion.avro.AvroConverterConfiguration,org.axonframework.conversion.avro.AvroUtil,org.axonframework.conversion.avro.SchemaIncompatibilityChecker,org.axonframework.conversion.avro.GenericRecordToByteArrayConverter,org.axonframework.conversion.avro.AvroConverterStrategy,org.axonframework.conversion.avro.AvroConverter",""
"axon-eventsourcing-5.0.0",7,100,6,7,100,"jakarta.annotation",7,62,100,62,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.annotation.reflection,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.configuration","org.axonframework.eventsourcing.EventSourcingRepository,org.axonframework.eventsourcing.CriteriaResolver,org.axonframework.eventsourcing.EventSourcedEntityFactory,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.EventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator",""
"axon-eventsourcing-5.0.0",7,100,6,7,100,"org.slf4j",2,6,28.571428571428573,6,"org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver,org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator",""
"axon-eventsourcing-5.0.0",7,100,6,7,100,"IdTypeParameterResolver",1,1,14.285714285714286,1,"org.axonframework.eventsourcing.annotation.reflection","org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory",""
"axon-eventsourcing-5.0.0",7,100,6,7,100,"ScannedEntityCreator",1,1,14.285714285714286,1,"org.axonframework.eventsourcing.annotation.reflection","org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory",""
"axon-eventsourcing-5.0.0",7,100,6,7,100,"WrappedEventCriteriaBuilderMethod",1,1,14.285714285714286,1,"org.axonframework.eventsourcing.annotation","org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver",""
"axon-eventsourcing-5.0.0",7,100,6,7,100,"jakarta.persistence",1,4,14.285714285714286,4,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator",""
"axon-metrics-micrometer-5.0.0",2,13,3,2,100,"io.micrometer",2,12,100,92.3076923076923,"org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.reservoir","org.axonframework.extension.metrics.micrometer.GlobalMetricRegistry,org.axonframework.extension.metrics.micrometer.TagsUtil,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor$1,org.axonframework.extension.metrics.micrometer.CapacityMonitor$1,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.extension.metrics.micrometer.CapacityMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$1",""
"axon-metrics-micrometer-5.0.0",2,13,3,2,100,"jakarta.annotation",1,5,50,38.46153846153846,"org.axonframework.extension.metrics.micrometer","org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.extension.metrics.micrometer.MetricsConfigurerModule,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.extension.metrics.micrometer.CapacityMonitor",""
"axon-metrics-micrometer-5.0.0",2,13,3,2,100,"org.slf4j",1,1,50,7.6923076923076925,"org.axonframework.extension.metrics.micrometer","org.axonframework.extension.metrics.micrometer.GlobalMetricRegistry",""
"axon-modelling-5.0.0",7,93,2,7,100,"jakarta.annotation",7,77,100,82.79569892473118,"org.axonframework.modelling,org.axonframework.modelling.annotation,org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.entity.child,org.axonframework.modelling.configuration,org.axonframework.modelling.repository","org.axonframework.modelling.HierarchicalStateManager,org.axonframework.modelling.HierarchicalStateManagerConfigurationEnhancer,org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.EntityIdResolver,org.axonframework.modelling.StateManager,org.axonframework.modelling.EntityEvolvingComponent,org.axonframework.modelling.PayloadBasedEntityEvolver,org.axonframework.modelling.SimpleStateManager,org.axonframework.modelling.EntityEvolver",""
"axon-modelling-5.0.0",7,93,2,7,100,"org.slf4j",3,3,42.85714285714286,3.225806451612903,"org.axonframework.modelling,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.repository","org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel,org.axonframework.modelling.repository.AccessSerializingRepository",""
"axon-server-connector-5.0.0",5,72,8,5,100,"io.axoniq",5,44,100,61.11111111111111,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.DefaultInstructionAckSource,org.axonframework.axonserver.connector.ErrorCode$ExceptionBuilder,org.axonframework.axonserver.connector.TopologyChange$1,org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.AxonServerException,org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer,org.axonframework.axonserver.connector.ErrorCode,org.axonframework.axonserver.connector.TopologyChange,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder",""
"axon-server-connector-5.0.0",5,72,8,5,100,"jakarta.annotation",5,25,100,34.72222222222222,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.util.PriorityExecutorService,org.axonframework.axonserver.connector.util.ExceptionConverter,org.axonframework.axonserver.connector.util.ProcessingInstructionUtils,org.axonframework.axonserver.connector.query.AbstractQueryResponseMessageStream,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector",""
"axon-server-connector-5.0.0",5,72,8,5,100,"com.google",4,8,80,11.11111111111111,"org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.util.ExceptionConverter,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.event.ConditionConverter,org.axonframework.axonserver.connector.event.TaggedEventConverter,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,org.axonframework.axonserver.connector.command.CommandConverter",""
"axon-server-connector-5.0.0",5,72,8,5,100,"org.slf4j",4,12,80,16.666666666666664,"org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.axonserver.connector.event.EventProcessorControlService",""
"axon-server-connector-5.0.0",5,72,8,5,100,"io.grpc",3,10,60,13.88888888888889,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.DefaultInstructionAckSource,org.axonframework.axonserver.connector.ManagedChannelCustomizer,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.InstructionAckSource,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.util.UpstreamAwareStreamObserver,org.axonframework.axonserver.connector.util.GrpcExceptionParser",""
"axon-server-connector-5.0.0",5,72,8,5,100,"javax.annotation",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer",""
"axon-server-connector-5.0.0",5,72,8,5,100,"org.springframework",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConfiguration",""
"axon-server-connector-5.0.0",5,72,8,5,100,"reactor.core",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector.util","org.axonframework.axonserver.connector.util.PriorityTaskSchedulers",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"org.springframework",6,51,85.71428571428572,77.27272727272727,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.service.connection,org.axonframework.extension.springboot.actuator,org.axonframework.extension.springboot.actuator.axonserver,org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.EventProcessorProperties,org.axonframework.extension.springboot.ConverterProperties,org.axonframework.extension.springboot.TagsConfigurationProperties,org.axonframework.extension.springboot.TimeoutProperties$MessageHandlerTimeoutProperties,org.axonframework.extension.springboot.TokenStoreProperties,org.axonframework.extension.springboot.TimeoutProperties$TransactionTimeoutProperties,org.axonframework.extension.springboot.MetricsProperties,org.axonframework.extension.springboot.TimeoutProperties,org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"jakarta.annotation",4,11,57.142857142857146,16.666666666666668,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util,org.axonframework.extension.springboot.util.jpa","org.axonframework.extension.springboot.ConverterProperties,org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration$AggregateBasedJpaEventStorageEngineConfigurationEnhancer,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration$1,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"org.axonframework",3,8,42.85714285714286,12.121212121212121,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings,org.axonframework.extension.springboot.autoconfig.SecurityAutoConfiguration,org.axonframework.extension.springboot.autoconfig.TransactionAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InfrastructureConfiguration,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.extension.springboot.autoconfig.EventProcessingAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration,org.axonframework.extension.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"jakarta.persistence",2,4,28.571428571428573,6.0606060606060606,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util.jpa","org.axonframework.extension.springboot.autoconfig.TransactionAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.util.jpa.ContainerManagedEntityManagerProvider",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"org.slf4j",2,2,28.571428571428573,3.0303030303030303,"org.axonframework.extension.springboot.service.connection,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory,org.axonframework.extension.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"com.fasterxml",1,4,14.285714285714286,6.0606060606060606,"org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"io.axoniq",1,1,14.285714285714286,1.5151515151515151,"org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.0",7,66,8,7,100,"org.apache",1,3,14.285714285714286,4.545454545454545,"org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$OnMissingDefaultSchemaStoreCondition$SchemaStoreIsMissingCondition,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration",""
"axon-test-5.0.0",5,73,8,5,100,"jakarta.annotation",3,24,60,32.87671232876712,"org.axonframework.test,org.axonframework.test.fixture,org.axonframework.test.util","org.axonframework.test.AxonAssertionError,org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver,org.axonframework.test.FixtureResourceParameterResolverFactory,org.axonframework.test.fixture.AxonTestFixture,org.axonframework.test.fixture.RecordingEventSink,org.axonframework.test.fixture.RecordingEventStore,org.axonframework.test.fixture.AxonTestPhase$Then$Message,org.axonframework.test.fixture.AxonTestThenMessage,org.axonframework.test.fixture.RecordingEventBus",""
"axon-test-5.0.0",5,73,8,5,100,"org.hamcrest",3,22,60,30.136986301369863,"org.axonframework.test.fixture,org.axonframework.test.util,org.axonframework.test.matchers","org.axonframework.test.fixture.AxonTestThenMessage,org.axonframework.test.fixture.AxonTestThenCommand,org.axonframework.test.fixture.CommandValidator,org.axonframework.test.fixture.AxonTestThenEvent,org.axonframework.test.fixture.Reporter,org.axonframework.test.util.DescriptionUtils,org.axonframework.test.matchers.PredicateMatcher,org.axonframework.test.matchers.ExactClassMatcher,org.axonframework.test.matchers.NullOrVoidMatcher",""
"axon-test-5.0.0",5,73,8,5,100,"org.jetbrains",2,3,40,4.10958904109589,"org.axonframework.test.fixture,org.axonframework.test.util","org.axonframework.test.fixture.RecordingEventStore,org.axonframework.test.util.RecordingMessageMonitor,org.axonframework.test.util.MessageMonitorReport",""
"axon-test-5.0.0",5,73,8,5,100,"com.google",1,1,20,1.36986301369863,"org.axonframework.test.server","org.axonframework.test.server.AxonServerContainerUtils",""
"axon-test-5.0.0",5,73,8,5,100,"org.awaitility",1,1,20,1.36986301369863,"org.axonframework.test.fixture","org.axonframework.test.fixture.AxonTestThenMessage",""
"axon-test-5.0.0",5,73,8,5,100,"org.junit",1,1,20,1.36986301369863,"org.axonframework.test.server","org.axonframework.test.server.AxonServerContainerUtils",""
"axon-test-5.0.0",5,73,8,5,100,"org.slf4j",1,1,20,1.36986301369863,"org.axonframework.test.matchers","org.axonframework.test.matchers.DeepEqualsMatcher",""
"axon-test-5.0.0",5,73,8,5,100,"org.testcontainers",1,1,20,1.36986301369863,"org.axonframework.test.server","org.axonframework.test.server.AxonServerContainer",""
