"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"jakarta.annotation",98,671,858,4780,113,1195,"Nonnull,Nullable",""
"org.slf4j",38,74,133,454,113,1195,"Logger,LoggerFactory",""
"org.springframework",7,52,164,282,113,1195,"ConfigurationProperties,NestedConfigurationProperty,ConstructorBinding,DefaultValue,RunningService,ConnectionPorts,DockerComposeConnectionDetailsFactory,ConnectionDetails,DockerComposeConnectionSource",""
"com.fasterxml",6,16,40,138,113,1195,"ArrayNode,ObjectNode,JsonNode,SerializationFeature,ObjectMapper,JsonNodeType,JsonProcessingException,JavaType,JsonProperty",""
"io.axoniq",6,45,153,849,113,1195,"AxonServerConnection,ControlChannel,ErrorMessage,TopologyChange,QuerySubscription,UpdateType,CommandSubscription,ServerAddress,NodeInfo",""
"reactor.core",6,9,16,51,113,1195,"MonoSink,Flux,Mono,FluxSink,Schedulers,Scheduler",""
"com.google",5,9,12,36,113,1195,"ByteString,MessageLite,JsonElement,JsonArray,JsonObject,JsonParser",""
"jakarta.persistence",5,13,33,129,113,1195,"EntityManager,Entity,Lob,Basic,IdClass,Column,Id,Query,LockModeType",""
"io.grpc",3,10,29,65,113,1195,"ManagedChannelBuilder,SslContextBuilder,GrpcSslContexts,ClientInterceptor,StreamObserver,Metadata$Key,Metadata,Status$Code,Status",""
"org.axonframework",3,8,15,48,113,1195,"EventProcessorSettings$SubscribingEventProcessorSettings,EventProcessorSettings$ProcessorMode,EventProcessorSettings$PooledEventProcessorSettings,ClasspathAvroSchemaLoader,SpecificRecordBaseClasspathAvroSchemaLoader,AvroSchemaPackages,SpringTransactionManager,MessageHandlerLookup,SpringEventSourcedEntityLookup",""
"org.hamcrest",3,22,44,194,113,1195,"StringDescription,Matcher,CoreMatchers,Description,BaseMatcher,TypeSafeMatcher",""
"org.reactivestreams",3,6,8,27,113,1195,"Publisher,Subscription,Subscriber",""
"io.micrometer",2,12,39,142,113,1195,"SimpleMeterRegistry,Tags,Tag,MeterRegistry,Gauge,Gauge$Builder,Clock,Counter,Timer$Builder",""
"org.apache",2,12,42,145,113,1195,"Pair,Schema,SchemaCompatibility$Incompatibility,GenericRecord,AvroRuntimeException,BinaryMessageEncoder,SchemaStore,SpecificRecordBase,SpecificData",""
"io.opentelemetry",1,5,21,70,113,1195,"SpanContext,Scope,Span,StatusCode,SpanBuilder,TextMapSetter,GlobalOpenTelemetry,ContextPropagators,TextMapPropagator",""
"jakarta.validation",1,2,5,16,113,1195,"ConstraintViolation,Validation,Validator,ValidatorFactory",""
"javax.cache",1,2,12,48,113,1195,"CacheEntryListenerConfiguration,Cache,CacheEntryEventFilter,CacheEntryCreatedListener,CacheEntryUpdatedListener,CacheEntryRemovedListener,Factory,CacheEntryListener,CacheEntryListenerException",""
"org.awaitility",1,1,2,3,113,1195,"ConditionFactory,Awaitility",""
"org.ehcache",1,3,10,45,113,1195,"EventType,CacheRuntimeConfiguration,Ehcache,CacheEventListener,EventOrdering,EventFiring,CacheEvent",""
"org.testcontainers",1,1,6,19,113,1195,"Wait,HttpWaitStrategy,MountableFile,GenericContainer,ContainerLaunchException,DockerImageName",""
