"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-test-4.11.0","org.axonframework.test.matchers",4,24,223,1,""
"axon-server-connector-4.11.0","org.axonframework.axonserver.connector.command",4,11,223,1,""
"axon-messaging-4.11.0","org.axonframework.util",4,3,223,1,""
"axon-messaging-4.11.0","org.axonframework.messaging.interceptors.legacyvalidation",4,2,223,1,""
"axon-eventsourcing-4.11.0","org.axonframework.eventsourcing",10,41,167,1,""
"axon-eventsourcing-4.11.0","org.axonframework.eventsourcing.eventstore",10,30,167,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.command.inspection",10,26,167,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.saga.repository.jpa",10,7,167,1,""
"axon-messaging-4.11.0","org.axonframework.eventhandling.deadletter.legacyjpa",10,6,167,1,""
"axon-messaging-4.11.0","org.axonframework.serialization.upcasting",10,6,167,1,""
"axon-messaging-4.11.0","org.axonframework.messaging.correlation",10,4,167,1,""
"axon-server-connector-4.11.0","org.axonframework.axonserver.connector.event.util",10,3,167,1,""
"axon-eventsourcing-4.11.0","org.axonframework.eventsourcing",6,41,152,1,""
"axon-spring-boot-autoconfigure-4.11.0","org.axonframework.springboot.autoconfig",6,39,152,1,""
"axon-test-4.11.0","org.axonframework.test.saga",6,21,152,1,""
"axon-eventsourcing-4.11.0","org.axonframework.eventsourcing.eventstore.legacyjpa",6,10,152,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.saga.repository.jdbc",6,10,152,1,""
"axon-configuration-4.11.0","org.axonframework.config",1,41,135,1,""
"axon-server-connector-4.11.0","org.axonframework.axonserver.connector.event.axon",1,32,135,1,""
"axon-spring-boot-autoconfigure-4.11.0","org.axonframework.springboot",1,28,135,1,""
"axon-messaging-4.11.0","org.axonframework.eventhandling.scheduling.quartz",1,6,135,1,""
"axon-spring-boot-autoconfigure-4.11.0","org.axonframework.springboot.autoconfig.legacyjpa",1,2,135,1,""
"axon-messaging-4.11.0","org.axonframework.commandhandling.gateway",3,34,131,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.saga",3,33,131,1,""
"axon-messaging-4.11.0","org.axonframework.serialization",3,33,131,1,""
"axon-messaging-4.11.0","org.axonframework.commandhandling",3,31,131,1,""
"axon-messaging-4.11.0","org.axonframework.common",3,27,131,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.command.inspection",3,26,131,1,""
"axon-messaging-4.11.0","org.axonframework.eventhandling.pooled",3,22,131,1,""
"axon-messaging-4.11.0","org.axonframework.messaging.deadletter",3,19,131,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.saga.repository",3,15,131,1,""
"axon-messaging-4.11.0","org.axonframework.messaging.unitofwork",3,14,131,1,""
"axon-messaging-4.11.0","org.axonframework.deadline",3,13,131,1,""
"axon-messaging-4.11.0","org.axonframework.serialization.upcasting.event",3,12,131,1,""
"axon-messaging-4.11.0","org.axonframework.messaging.interceptors",3,8,131,1,""
"axon-messaging-4.11.0","org.axonframework.monitoring",3,6,131,1,""
"axon-server-connector-4.11.0","org.axonframework.axonserver.connector.heartbeat",3,5,131,1,""
"axon-messaging-4.11.0","org.axonframework.eventhandling.gateway",3,5,131,1,""
"axon-messaging-4.11.0","org.axonframework.common.jpa",3,4,131,1,""
"axon-messaging-4.11.0","org.axonframework.common.legacyjpa",3,4,131,1,""
"axon-test-4.11.0","org.axonframework.test.server",3,2,131,1,""
"axon-messaging-4.11.0","org.axonframework.messaging.annotation",0,55,123,1,""
"axon-messaging-4.11.0","org.axonframework.messaging",0,34,123,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.command.inspection",0,26,123,1,""
"axon-messaging-4.11.0","org.axonframework.commandhandling.callbacks",0,4,123,1,""
"axon-messaging-4.11.0","org.axonframework.queryhandling",5,47,109,1,""
"axon-messaging-4.11.0","org.axonframework.messaging",5,34,109,1,""
"axon-modelling-4.11.0","org.axonframework.modelling.saga",5,33,109,1,""
"axon-eventsourcing-4.11.0","org.axonframework.eventsourcing.eventstore",5,30,109,1,""
"axon-test-4.11.0","org.axonframework.test.matchers",5,24,109,1,""
