"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.13.2/cli","cli","embeddingsNode2Vec","0.014409556,-0.006091312,0.0085455505,-0.0010909975,-0.009761197,-0.00858172,-0.010985441,-0.001254321,-0.0038214393,-0.011570944,0.0042737825,0.014275819,-0.0038076437,-0.014531057,-0.00042328465,-0.0109426975,-0.008453773,-0.0093762865,-0.0063579893,-0.007217869,-0.012434448,-0.0051343488,0.0073129465,0.01087287,0.008400125,0.014324004,-0.014221566,0.013072739,0.0048301527,-0.007128746,-0.006270319,-0.010683892",""
"react-router-7.13.2/copy-template","copy-template","embeddingsNode2Vec","0.89790547,-0.569961,-0.5505089,0.10293446,-0.5543032,-0.0947142,0.86840624,-0.32534623,0.33913538,0.36629665,0.15740842,-0.5796626,0.3590265,0.50054044,-0.7619901,-1.1314696,-0.08987621,0.082665436,1.0056374,-0.16072147,-0.48974204,0.2905594,0.2972356,0.5147945,-1.0735179,0.8243815,0.4253033,-0.6133358,-0.66121656,0.06320261,0.41632155,-0.013154746",""
"react-router-7.13.2/create-react-router","create-react-router","embeddingsNode2Vec","1.124407,-0.77646387,-0.72696245,0.1416419,-0.6036156,-0.1487298,1.1453998,-0.42292064,0.33203533,0.42086866,0.16879456,-0.738457,0.43727756,0.6850075,-0.95098084,-1.4334145,-0.07219297,0.04088616,1.351421,-0.17598255,-0.6435746,0.38042712,0.38888437,0.565088,-1.4184988,1.0487013,0.50660706,-0.8240241,-0.92512673,0.12750036,0.5906156,0.0012771145",""
"react-router-7.13.2/loading-indicator","loading-indicator","embeddingsNode2Vec","0.9723681,-0.6185338,-0.5771033,0.092234455,-0.56340677,-0.06504369,0.88861316,-0.3954201,0.35412195,0.32972562,0.20037831,-0.61661994,0.38107905,0.5658025,-0.7771707,-1.2305657,-0.13544908,0.06710598,1.0630307,-0.14517838,-0.54805344,0.31458005,0.2891224,0.56041694,-1.1614052,0.8844695,0.5084576,-0.68860793,-0.73297393,0.09191001,0.45354128,-0.02207968",""
"react-router-7.13.2/prompt","prompt","embeddingsNode2Vec","1.058074,-0.69297916,-0.6996431,0.10890209,-0.6312367,-0.09568527,1.0142524,-0.4267622,0.39395437,0.4066792,0.18123505,-0.70111424,0.44550633,0.64062035,-0.8506847,-1.3907636,-0.12654294,0.08266073,1.2190168,-0.16553193,-0.6043318,0.3562172,0.33960426,0.616375,-1.2973846,1.0077748,0.55963236,-0.74663913,-0.8277409,0.13012797,0.5163792,-0.04666807",""
"react-router-7.13.2/prompts-confirm","prompts-confirm","embeddingsNode2Vec","0.9543858,-0.788505,-0.8454547,0.105173305,-0.61051065,-0.114766985,1.0191672,-0.4589595,0.37294394,0.47934556,0.13504484,-0.80544496,0.4742463,0.6699616,-0.83626556,-1.56215,-0.09798181,0.07803203,1.3511693,-0.11300446,-0.6302318,0.3949907,0.27372333,0.64862454,-1.3122815,1.0691423,0.6570551,-0.7613281,-0.95779586,0.2879433,0.60962546,-0.07829466",""
"react-router-7.13.2/prompts-multi-select","prompts-multi-select","embeddingsNode2Vec","0.9794128,-0.79420435,-0.79863787,0.15379956,-0.6242282,-0.09698486,1.0725728,-0.43011087,0.3599058,0.54313576,0.21355401,-0.778348,0.5166126,0.6977637,-0.8424705,-1.5033809,-0.12835103,0.078614414,1.3515363,-0.08611,-0.6343433,0.3711337,0.29086784,0.6308076,-1.3343658,1.0898405,0.5941569,-0.77528185,-0.96735466,0.19038005,0.5767815,-0.10008752",""
"react-router-7.13.2/prompts-prompt-base","prompts-prompt-base","embeddingsNode2Vec","1.1760277,-0.7613102,-0.69603205,0.24227947,-0.7399585,-0.14087841,1.1989995,-0.3983682,0.33143276,0.4862134,0.5043074,-0.69285536,0.5299253,0.7391575,-0.93080777,-1.4352319,-0.1995448,0.03155223,1.3303889,-0.18340349,-0.638517,0.36586398,0.2707341,0.65814185,-1.4008372,1.159021,0.4469589,-0.99386287,-0.9256687,0.020883868,0.4712543,-0.10158648",""
"react-router-7.13.2/prompts-select","prompts-select","embeddingsNode2Vec","1.1037205,-0.704955,-0.71621513,0.14904884,-0.69153416,-0.114955656,1.0609374,-0.47471008,0.44145596,0.49856943,0.25950733,-0.7414472,0.50925094,0.6804022,-0.8833102,-1.4690356,-0.16369945,0.09851409,1.265206,-0.15286945,-0.6706982,0.3157932,0.29507583,0.6903976,-1.3269061,1.086966,0.60559404,-0.7775024,-0.86844355,0.12527376,0.51832944,-0.08034541",""
"react-router-7.13.2/prompts-text","prompts-text","embeddingsNode2Vec","1.0303497,-0.7321839,-0.7591375,0.114474036,-0.6911774,-0.08477249,1.0726973,-0.42519954,0.36587927,0.52252865,0.29073417,-0.7617048,0.5118571,0.66840136,-0.8638435,-1.5208794,-0.17198485,0.033692352,1.2980999,-0.11854961,-0.6025082,0.3572007,0.2498962,0.6513562,-1.2966048,1.1019244,0.5980869,-0.8103946,-0.9235077,0.16221178,0.54733384,-0.08658249",""
