"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","bridgeRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/index.ts",1,0.045566014849780956,6,0,1,"pageRank","pageToArticleRankDifference","articleRank",-0.17686240540176795,-0.16229573262816788,-0.14086418766872963,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config/config.ts",2,0.03939805375546346,2,0,8,"pageToArticleRankDifference","pageRank","degree",-0.15577453668413724,-0.1277877219097995,-0.07011510081378015,""
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/index-react-server.ts",3,0.03743908752911751,4,0,5,"pageRank","pageToArticleRankDifference","articleRank",-0.18230843179976178,-0.15396891196631937,-0.1400300332660738,""
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config/routes.ts",4,0.01904268593932068,7,0,11,"pageRank","pageToArticleRankDifference","articleRank",-0.1701420607309852,-0.15396650329596084,-0.1290370445631125,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config.ts",5,0.018365336496416917,1,0,42,"pageToArticleRankDifference","pageRank","articleRank",-0.1514113410166612,-0.0820847694111983,-0.04906790676490836,""
"react-router","utils","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/router/utils.ts",6,0.008607856371525058,5,0,3,"pageRank","pageToArticleRankDifference","articleRank",-0.1648552712683349,-0.14974261079617143,-0.14303039666012543,""
"react-router","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/rsc/server.rsc.ts",7,0.002226381485134765,3,0,7,"pageRank","articleRank","degree",-0.16237981669105864,-0.09936123507359425,-0.09541813816196042,""
