"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.messaging.Message","Message","centralityArticleRank",0.5468899646455821,""
"org.axonframework.serialization.Serializer","Serializer","centralityArticleRank",0.2937320093273528,""
"org.axonframework.eventhandling.EventMessage","EventMessage","centralityArticleRank",0.23794909536021824,""
"org.axonframework.serialization.SerializedObject","SerializedObject","centralityArticleRank",0.234839218080073,""
"org.axonframework.common.BuilderUtils","BuilderUtils","centralityArticleRank",0.18480463114749227,""
"org.axonframework.messaging.MetaData","MetaData","centralityArticleRank",0.16132953514153778,""
"org.axonframework.eventhandling.TrackingToken","TrackingToken","centralityArticleRank",0.15778999967067273,""
"org.axonframework.serialization.SerializedType","SerializedType","centralityArticleRank",0.14312039132985566,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","centralityArticleRank",0.13968918021837112,""
"org.axonframework.messaging.annotation.MessageHandlingMember","MessageHandlingMember","centralityArticleRank",0.133455194122588,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","centralityArticleRank",0.13051723861964712,""
"org.axonframework.common.AxonException","AxonException","centralityArticleRank",0.12382530790883067,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","centralityArticleRank",0.11550963260717899,""
"org.axonframework.eventhandling.DomainEventMessage","DomainEventMessage","centralityArticleRank",0.10347800923062125,""
"org.axonframework.tracing.Span","Span","centralityArticleRank",0.0965697666002698,""
"org.axonframework.common.Assert","Assert","centralityArticleRank",0.09593976047522769,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema","EventSchema","centralityArticleRank",0.08955088726761244,""
"org.axonframework.tracing.SpanScope","SpanScope","centralityArticleRank",0.07990883756844719,""
"org.axonframework.config.Configuration","Configuration","centralityArticleRank",0.0761631037144461,""
"org.axonframework.modelling.saga.AssociationValue","AssociationValue","centralityArticleRank",0.07081969550242684,""
"org.axonframework.eventhandling.TrackedEventMessage","TrackedEventMessage","centralityArticleRank",0.06941986195449314,""
"org.axonframework.tracing.SpanFactory","SpanFactory","centralityArticleRank",0.06831933207797984,""
"org.axonframework.messaging.unitofwork.UnitOfWork","UnitOfWork","centralityArticleRank",0.06674970422902542,""
