"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: domains/internal-dependencies/queries/object-oriented-design-metrics/Calculate_distance_between_abstractness_and_instability_for_Java_including_subpackages.cypher"
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.configuration","configuration",0.7285714285714286,0.8,0.9285714285714286,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.configuration","configuration",0.7285714285714286,0.8,0.9285714285714286,5,""
"axon-conversion-5.1.2","org.axonframework.conversion","conversion",0.7096975609756098,0.24390243902439024,0.0464,41,""
"axon-common-5.1.2","org.axonframework.common.lifecycle","lifecycle",0.6666666666666667,0.16666666666666666,0.16666666666666666,6,""
"axon-messaging-5.1.2","org.axonframework.messaging.core","core",0.6654764481131458,0.311787072243346,0.022736479643508202,263,""
"axon-common-5.1.2","org.axonframework.common.infra","infra",0.6629739044805515,0.3333333333333333,0.003692762186115214,9,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","unitofwork",0.6010070050374969,0.38235294117647056,0.01664005378603244,34,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token","token",0.589070389070389,0.2702702702702703,0.14065934065934066,37,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.annotation","annotation",0.5773809523809523,0.625,0.9523809523809523,8,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.gateway","gateway",0.5666666666666667,0.6666666666666666,0.9,3,""
"axon-update-5.1.2","org.axonframework.update.api","api",0.5413533834586466,0.14285714285714285,0.3157894736842105,7,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation","annotation",0.5281306715063521,0.631578947368421,0.896551724137931,19,""
"axon-common-5.1.2","org.axonframework.common.annotation","annotation",0.4993100275988961,0.5,0.0006899724011039559,6,""
"axon-common-5.1.2","org.axonframework.common.configuration","configuration",0.46552353735016283,0.49803921568627446,0.03643724696356275,51,""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing","tracing",0.45925925925925926,0.3333333333333333,0.2074074074074074,21,""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","configuration",0.44814090019569464,0.5714285714285714,0.8767123287671232,14,""
"axon-test-5.1.2","org.axonframework.test.fixture","fixture",0.4311688311688311,0.44545454545454544,0.9857142857142858,33,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","configuration",0.4298507462686567,0.7333333333333333,0.6965174129353234,15,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","api",0.42490842490842495,0.19047619047619047,0.38461538461538464,21,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","annotation",0.4156039113069825,0.3471698113207547,0.23722627737226276,53,""
"axon-common-5.1.2","org.axonframework.common.property","property",0.41000000000000003,0.33999999999999997,0.25,10,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","api",0.4,0.3333333333333333,0.26666666666666666,6,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","reflection",0.3982683982683983,0.42857142857142855,0.9696969696969697,7,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventstreaming","eventstreaming",0.38378069674471726,0.47058823529411764,0.14563106796116504,17,""
"axon-common-5.1.2","org.axonframework.common.util","util",0.37142857142857144,0.42857142857142855,0.2,7,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.gateway","gateway",0.3666666666666667,0.5,0.8666666666666667,6,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.snapshot","snapshot",0.3571428571428572,0.5,0.8571428571428571,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.3382795698924731,0.31333333333333335,0.34838709677419355,15,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","eventhandling",0.3379375101069204,0.40732984293193714,0.25473264696114245,191,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","annotation",0.3363636363636364,0.5,0.8363636363636363,12,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","annotation",0.3304463690872752,0.3684210526315789,0.9620253164556962,19,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.gateway","gateway",0.3162393162393162,0.4444444444444444,0.8717948717948718,9,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","handler",0.3153638814016173,0.42857142857142855,0.8867924528301887,7,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","commandhandling",0.31060606060606055,0.4166666666666667,0.2727272727272727,60,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.configuration","configuration",0.30092592592592604,0.375,0.9259259259259259,8,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.store","store",0.30000000000000004,1,0.3,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.retry","retry",0.29047619047619055,0.35714285714285715,0.9333333333333333,14,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","annotation",0.2873049457815393,0.3526315789473684,0.9346733668341709,19,""
"axon-test-5.1.2","org.axonframework.test.matchers","matchers",0.27938596491228074,0.14166666666666666,0.5789473684210527,24,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",0.26923076923076916,0.5,0.23076923076923078,4,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.2666666666666666,0.3333333333333333,0.9333333333333333,6,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.annotation","annotation",0.26315789473684204,0.3333333333333333,0.9298245614035088,12,""
