"codeUnitName","shortCodeUnitName","projectName","betweenness","pageRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionHiddenBridgeNodes.cypher"
"org.axonframework.config.AggregateConfigurer","AggregateConfigurer","axon-configuration-4.12.1",4839.556421356421,0.15416650183578637,42,1,41,""
"org.axonframework.springboot.autoconfig.EventProcessingAutoConfiguration","EventProcessingAutoConfiguration","axon-spring-boot-autoconfigure-4.12.1",2094.691666666667,0.15113825787982266,3,1,2,""
"org.axonframework.config.DefaultConfigurer$1","DefaultConfigurer$1","axon-configuration-4.12.1",600.9785714285714,0.1543690191840353,3,2,1,""
