"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityMaximumKCutId",4,10,"react-router-7.13.0/config,react-router-7.13.0/useJavascript,react-router-7.13.0/combine-urls,react-router-7.13.0/profiler,react-router-7.13.0/virtual-route-config,react-router-7.13.0/normalizeSlashes,react-router-7.13.0/href,react-router-7.13.0/fog-of-war,react-router-7.13.0/sessions,react-router-7.13.0/prompts-confirm","config,useJavascript,combine-urls,profiler,virtual-route-config,normalizeSlashes,href,fog-of-war,sessions,prompts-confirm",""
"communityMaximumKCutId",2,6,"react-router-7.13.0/manifest,react-router-7.13.0/routes,react-router-7.13.0/optimize-deps-entries,react-router-7.13.0/react-router-fs-routes,react-router-7.13.0/react-router,react-router-7.13.0/route-data","manifest,routes,optimize-deps-entries,react-router-fs-routes,react-router,route-data",""
"communityMaximumKCutId",15,5,"react-router-7.13.0/routes,react-router-7.13.0/has-dependency,react-router-7.13.0/load-dotenv,react-router-7.13.0/ssr-externals,react-router-7.13.0/crypto","routes,has-dependency,load-dotenv,ssr-externals,crypto",""
"communityMaximumKCutId",3,7,"react-router-7.13.0/commands,react-router-7.13.0/vite-node,react-router-7.13.0/warn-on-client-source-maps,react-router-7.13.0/manifest,react-router-7.13.0/instrumentation,react-router-7.13.0/single-fetch,react-router-7.13.0/prompts-multi-select","commands,vite-node,warn-on-client-source-maps,manifest,instrumentation,single-fetch,prompts-multi-select",""
"communityMaximumKCutId",11,4,"react-router-7.13.0/detectPackageManager,react-router-7.13.0/run,react-router-7.13.0/build,react-router-7.13.0/routes","detectPackageManager,run,build,routes",""
"communityMaximumKCutId",8,12,"react-router-7.13.0/config,react-router-7.13.0/params,react-router-7.13.0/virtual-route-modules,react-router-7.13.0/arcTableSessionStorage,react-router-7.13.0/entry,react-router-7.13.0/markup,react-router-7.13.0/cookies,react-router-7.13.0/errors,react-router-7.13.0/headers,react-router-7.13.0/future,react-router-7.13.0/flatten,react-router-7.13.0/copy-template","config,params,virtual-route-modules,arcTableSessionStorage,entry,markup,cookies,errors,headers,future,flatten,copy-template",""
"communityMaximumKCutId",10,10,"react-router-7.13.0/format,react-router-7.13.0/dev,react-router-7.13.0/styles,react-router-7.13.0/workersKVStorage,react-router-7.13.0/react-router-architect,react-router-7.13.0/dom,react-router-7.13.0/server,react-router-7.13.0/routeMatching,react-router-7.13.0/manifest,react-router-7.13.0/normalizeSlashes","format,dev,styles,workersKVStorage,react-router-architect,dom,server,routeMatching,manifest,normalizeSlashes",""
"communityMaximumKCutId",14,6,"react-router-7.13.0/is-react-router-repo,react-router-7.13.0/resolve-relative-route-file-path,react-router-7.13.0/plugin,react-router-7.13.0/flatRoutes,react-router-7.13.0/tsup,react-router-7.13.0/turbo-stream","is-react-router-repo,resolve-relative-route-file-path,plugin,flatRoutes,tsup,turbo-stream",""
"communityMaximumKCutId",0,19,"react-router-7.13.0/context,react-router-7.13.0/route-chunks,react-router-7.13.0/fileStorage,react-router-7.13.0/binaryTypes,react-router-7.13.0/dom-export,react-router-7.13.0/tsup,react-router-7.13.0/actions,react-router-7.13.0/errors,react-router-7.13.0/links,react-router-7.13.0/data,react-router-7.13.0/dev,react-router-7.13.0/entry,react-router-7.13.0/mode,react-router-7.13.0/cookieStorage,react-router-7.13.0/route-module,react-router-7.13.0/unflatten,react-router-7.13.0/defineRoutes,react-router-7.13.0/cli,react-router-7.13.0/prompt","context,route-chunks,fileStorage,binaryTypes,dom-export,tsup,actions,errors,links,data,dev,entry,mode,cookieStorage,route-module,unflatten,defineRoutes,cli,prompt",""
"communityMaximumKCutId",1,8,"react-router-7.13.0/generate,react-router-7.13.0/has-rsc-plugin,react-router-7.13.0/plugin,react-router-7.13.0/worker,react-router-7.13.0/react-router,react-router-7.13.0/utils,react-router-7.13.0/loading-indicator,react-router-7.13.0/prompts-select","generate,has-rsc-plugin,plugin,worker,react-router,utils,loading-indicator,prompts-select",""
