"nodeCount","relationshipCount","projectCount","moduleCount","functionCount","objectCount","typeAliasCount","interfaceCount","classCount","methodCount","Source Cypher File: domains/overview/queries/overview/Overview_size_for_Typescript.cypher"
208827,449041,11,159,1330,1559,339,142,13,127,""
