"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"vite","node",88,138,4,132,26,3300,"Environment.config,isRunnableDevEnvironment,UserConfig.plugins,PluginContainer.buildStart,Plugin,ViteDevServer.ssrLoadModule,ManifestChunk.css,Connect.IncomingMessage.url,Logger.error,DevEnvironment.reloadModule,ResolvedConfig,ResolvedConfig.configFile,ModuleNode.url,ResolvedConfig.build,ConfigEnv.command,ViteDevServer.ssrFixStacktrace,createLogger,ViteDevServer,ResolvedConfig.mode,PreviewServer.middlewares,ManifestChunk.assets,UserConfig.environments,PreviewServer,UserConfig.build,DevEnvironment.name,UserConfig.server,ConfigEnv.mode,ResolvedServerOptions.middlewareMode,ResolvedConfig.logger,Logger.info,UserConfig.root,ManifestChunk.file,createServer,ResolvedBuildOptions.assetsDir,DevEnvironment.moduleGraph,loadConfigFromFile,ViteDevServer.middlewares,HotBroadcaster.send,ViteDevServer.hot,ViteDevServer.environments,EnvironmentOptions.resolve,ConfigEnv.isSsrBuild,ResolvedConfig.server,Connect.Server.use,ViteBuilder.environments,RunnableDevEnvironment.runner,UserConfig.logLevel,normalizePath,Environment.name,ViteBuilder.build,defaultClientConditions,Plugin.name,EnvironmentOptions,UserConfig.base,ViteDevServer.pluginContainer,ViteDevServer.config,EnvironmentOptions.optimizeDeps,ResolvedConfig.command,ViteDevServer.transformRequest,ModuleNode.file,HotUpdatePluginContext.environment,EnvironmentModuleGraph.getModulesByFile,ResolvedEnvironmentOptions.build,ResolvedBuildEnvironmentOptions.outDir,DevEnvironment.pluginContainer,ResolvedConfig.base,BuildEnvironmentOptions.rollupOptions,EnvironmentPluginContainer.transform,PluginOption,EnvironmentModuleNode.id,isCSSRequest,ResolvedConfig.environments,EnvironmentModuleNode.file,node",""
"vite","rollup",8,13,4,132,26,3300,"PluginContext.resolve,PluginContext.environment,ResolvedId.id,TransformPluginContext.environment,RollupLog.code,RollupLog.message,RollupLog.pos,RollupOptions.onwarn",""
"vite","promises",7,14,4,132,26,3300,"cp,mkdir,readFile,readdir,rename,rm",""
"vite","@types/babel__core",6,6,4,132,26,3300,"BabelFileResult.map,transformAsync,BabelFileResult.code",""
"vite","@types/path",6,21,4,132,26,3300,"path.PlatformPath.join,path.PlatformPath.dirname,path.PlatformPath.relative,path.PlatformPath.basename,path.PlatformPath.posix,path.PlatformPath.resolve",""
"vite","dist",6,10,4,132,26,3300,"dist,path.dirname,join,path.normalize,relative,resolve",""
"vite","@types/process",5,7,4,132,26,3300,"global.NodeJS.Process.env,global.NodeJS.Process.exit,global.NodeJS.Process.cwd,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST",""
"vite","fs",3,6,4,132,26,3300,"Dirent.isFile,Dirent.path,Dirent.name",""
"vite","node:fs",3,4,4,132,26,3300,"readdirSync,existsSync,rmSync",""
"vite","@types/babel__generator",2,2,4,132,26,3300,"GeneratorResult.code,GeneratorResult",""
"vite","@types/globals",2,4,4,132,26,3300,"global.NodeRequire.resolve",""
"vite","crypto",2,2,4,132,26,3300,"Hash.update,Hash.digest",""
"vite","http",2,2,4,132,26,3300,"ServerResponse.end,ServerResponse.setHeader",""
"vite","lexer",2,2,4,132,26,3300,"init",""
"vite","picocolors",2,9,4,132,26,3300,"picocolors",""
"vite","@remix-run/dist",1,2,4,132,26,3300,"sendResponse",""
"vite","@types/buffer",1,1,4,132,26,3300,"global.Buffer.toString",""
"vite","@types/jsesc",1,2,4,132,26,3300,"jsesc",""
"vite","@types/pick",1,1,4,132,26,3300,"pick",""
"vite","module-runner",1,1,4,132,26,3300,"ModuleRunner.import",""
