"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-messaging-4.12.1",,,false,,,3,1185,98,65,474,54,27,"/org/axonframework/common/jdbc -> /org/axonframework/commandhandling,/org/axonframework/deadline/annotation -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/async -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/deadletter -> /org/axonframework/commandhandling","axon-messaging-4.12.1 -> axon-messaging-4.12.1","",""
"axon-messaging-4.12.1",,,false,,,4,224,62,27,139,34,23,"/org/axonframework/common/jdbc -> /org/axonframework/commandhandling/callbacks,/org/axonframework/deadline/annotation -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventhandling/async -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventhandling/deadletter -> /org/axonframework/commandhandling/callbacks","axon-messaging-4.12.1 -> axon-messaging-4.12.1","",""
"axon-messaging-4.12.1",,,false,,,5,13,4,9,13,4,9,"/org/axonframework/commandhandling/callbacks -> /org/axonframework/common/property,/org/axonframework/commandhandling/distributed/commandfilter -> /org/axonframework/common/property,/org/axonframework/commandhandling/callbacks -> /org/axonframework/serialization/upcasting,/org/axonframework/commandhandling/distributed/commandfilter -> /org/axonframework/serialization/upcasting","axon-messaging-4.12.1 -> axon-messaging-4.12.1","",""
"axon-messaging-4.12.1",,,false,,,6,3,1,3,3,1,3,"/org/axonframework/updates -> /org/axonframework/commandhandling/callbacks,/org/axonframework/updates -> /org/axonframework/messaging/responsetypes,/org/axonframework/updates -> /org/axonframework/queryhandling/registration","axon-messaging-4.12.1 -> axon-messaging-4.12.1","",""
"axon-modelling-4.12.1",,,false,,,1,773,113,107,18,10,6,"/org/axonframework/modelling/command/inspection -> /org/axonframework/modelling/command,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/modelling/command,/org/axonframework/modelling/command -> /org/axonframework/modelling/command/inspection,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/modelling/command/inspection","axon-modelling-4.12.1 -> axon-modelling-4.12.1","",""
"axon-modelling-4.12.1",,,false,,,2,1617,102,92,4,4,1,"/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/jdbc -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/jpa -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/legacyjpa -> /org/axonframework/modelling/saga/metamodel","axon-modelling-4.12.1 -> axon-modelling-4.12.1","",""
"axon-modelling-4.12.1",,,true,,,1,773,113,107,53,9,18,"/org/axonframework/modelling/command -> /org/axonframework/commandhandling,/org/axonframework/modelling/command/inspection -> /org/axonframework/commandhandling,/org/axonframework/modelling/command -> /org/axonframework/common/annotation,/org/axonframework/modelling/command/inspection -> /org/axonframework/common/annotation","axon-modelling-4.12.1 -> axon-messaging-4.12.1","",""
"axon-modelling-4.12.1",,,true,,,2,1617,102,92,146,10,28,"/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/jdbc -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/jpa -> /org/axonframework/commandhandling","axon-modelling-4.12.1 -> axon-messaging-4.12.1","",""
"axon-modelling-4.12.1",,,true,,,3,1185,98,65,88,10,20,"/org/axonframework/modelling/saga/metamodel -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/commandhandling,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/commandhandling/callbacks","axon-modelling-4.12.1 -> axon-messaging-4.12.1","",""
"axon-modelling-4.12.1",,,true,,,4,224,62,27,18,7,5,"/org/axonframework/modelling/saga/metamodel -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/saga/repository -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/command/inspection -> /org/axonframework/messaging/responsetypes","axon-modelling-4.12.1 -> axon-messaging-4.12.1","",""
"axon-server-connector-4.12.1",,,false,,,1,773,113,107,28,11,9,"/org/axonframework/axonserver/connector/processor -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector","axon-server-connector-4.12.1 -> axon-server-connector-4.12.1","",""
"axon-server-connector-4.12.1",,,false,,,2,1617,102,92,38,11,7,"/org/axonframework/axonserver/connector -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/processor -> /org/axonframework/axonserver/connector/util,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector/util,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/axonserver/connector/util","axon-server-connector-4.12.1 -> axon-server-connector-4.12.1","",""
"axon-server-connector-4.12.1",,,false,,,3,1185,98,65,16,10,2,"/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/axonserver/connector/processor","axon-server-connector-4.12.1 -> axon-server-connector-4.12.1","",""
"axon-server-connector-4.12.1",,,true,,,1,773,113,107,65,8,30,"/org/axonframework/axonserver/connector -> /org/axonframework/config,/org/axonframework/axonserver/connector/processor -> /org/axonframework/config,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/config,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/config","axon-server-connector-4.12.1 -> axon-configuration-4.12.1,axon-server-connector-4.12.1 -> axon-eventsourcing-4.12.1,axon-server-connector-4.12.1 -> axon-messaging-4.12.1,axon-server-connector-4.12.1 -> axon-modelling-4.12.1","",""
"axon-server-connector-4.12.1",,,true,,,2,1617,102,92,291,11,62,"/org/axonframework/axonserver/connector/util -> /org/axonframework/config,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/config,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/config,/org/axonframework/axonserver/connector/query -> /org/axonframework/config","axon-server-connector-4.12.1 -> axon-configuration-4.12.1,axon-server-connector-4.12.1 -> axon-eventsourcing-4.12.1,axon-server-connector-4.12.1 -> axon-messaging-4.12.1,axon-server-connector-4.12.1 -> axon-modelling-4.12.1","",""
"axon-server-connector-4.12.1",,,true,,,3,1185,98,65,320,11,51,"/org/axonframework/axonserver/connector/util -> /org/axonframework/eventsourcing,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/eventsourcing,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/eventsourcing,/org/axonframework/axonserver/connector/query -> /org/axonframework/eventsourcing","axon-server-connector-4.12.1 -> axon-eventsourcing-4.12.1,axon-server-connector-4.12.1 -> axon-messaging-4.12.1,axon-server-connector-4.12.1 -> axon-modelling-4.12.1,axon-server-connector-4.12.1 -> axon-disruptor-4.12.1","",""
"axon-server-connector-4.12.1",,,true,,,4,224,62,27,28,7,4,"/org/axonframework/axonserver/connector/util -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/axonserver/connector/query -> /org/axonframework/eventsourcing/conflictresolution","axon-server-connector-4.12.1 -> axon-eventsourcing-4.12.1,axon-server-connector-4.12.1 -> axon-messaging-4.12.1,axon-server-connector-4.12.1 -> axon-modelling-4.12.1","",""
"axon-spring-boot-autoconfigure-4.12.1",,,false,,,1,773,113,107,11,4,8,"/org/axonframework/actuator/axonserver -> /org/axonframework/actuator,/org/axonframework/springboot/autoconfig -> /org/axonframework/actuator/axonserver,/org/axonframework/springboot/autoconfig -> /org/axonframework/springboot,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot","axon-spring-boot-autoconfigure-4.12.1 -> axon-spring-boot-autoconfigure-4.12.1","",""
"axon-spring-boot-autoconfigure-4.12.1",,,false,,,2,1617,102,92,4,2,4,"/org/axonframework/springboot/autoconfig -> /org/axonframework/actuator,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator/axonserver,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/service/connection,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/util/jpa","axon-spring-boot-autoconfigure-4.12.1 -> axon-spring-boot-autoconfigure-4.12.1","",""
"axon-spring-boot-autoconfigure-4.12.1",,,false,,,3,1185,98,65,1,1,1,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator","axon-spring-boot-autoconfigure-4.12.1 -> axon-spring-boot-autoconfigure-4.12.1","",""
"axon-spring-boot-autoconfigure-4.12.1",,,true,,,1,773,113,107,80,8,62,"/org/axonframework/springboot -> /org/axonframework/config,/org/axonframework/springboot/autoconfig -> /org/axonframework/config,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/config,/org/axonframework/springboot/util -> /org/axonframework/config","axon-spring-boot-autoconfigure-4.12.1 -> axon-configuration-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-tracing-opentelemetry-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-eventsourcing-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-server-connector-4.12.1","",""
"axon-spring-boot-autoconfigure-4.12.1",,,true,,,2,1617,102,92,233,8,88,"/org/axonframework/actuator/axonserver -> /org/axonframework/config,/org/axonframework/springboot/service/connection -> /org/axonframework/config,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/tracing/opentelemetry,/org/axonframework/springboot -> /org/axonframework/eventsourcing","axon-spring-boot-autoconfigure-4.12.1 -> axon-configuration-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-tracing-opentelemetry-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-eventsourcing-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-server-connector-4.12.1","",""
"axon-spring-boot-autoconfigure-4.12.1",,,true,,,3,1185,98,65,133,5,57,"/org/axonframework/actuator/axonserver -> /org/axonframework/eventsourcing,/org/axonframework/springboot/service/connection -> /org/axonframework/eventsourcing,/org/axonframework/springboot -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventsourcing/conflictresolution","axon-spring-boot-autoconfigure-4.12.1 -> axon-eventsourcing-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-server-connector-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-messaging-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-modelling-4.12.1","",""
"axon-spring-boot-autoconfigure-4.12.1",,,true,,,4,224,62,27,8,2,4,"/org/axonframework/actuator/axonserver -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/springboot/service/connection -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/actuator/axonserver -> /org/axonframework/serialization/upcasting,/org/axonframework/springboot/service/connection -> /org/axonframework/serialization/upcasting","axon-spring-boot-autoconfigure-4.12.1 -> axon-eventsourcing-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-messaging-4.12.1,axon-spring-boot-autoconfigure-4.12.1 -> axon-modelling-4.12.1","",""
"axon-test-4.12.1",,,false,,,1,773,113,107,12,5,5,"/org/axonframework/test/deadline -> /org/axonframework/test,/org/axonframework/test/eventscheduler -> /org/axonframework/test,/org/axonframework/test/saga -> /org/axonframework/test,/org/axonframework/test/aggregate -> /org/axonframework/test","axon-test-4.12.1 -> axon-test-4.12.1","",""
"axon-test-4.12.1",,,true,,,1,773,113,107,42,8,17,"/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing,/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/test/saga -> /org/axonframework/commandhandling,/org/axonframework/test/utils -> /org/axonframework/commandhandling","axon-test-4.12.1 -> axon-eventsourcing-4.12.1,axon-test-4.12.1 -> axon-messaging-4.12.1,axon-test-4.12.1 -> axon-modelling-4.12.1","",""
"axon-test-4.12.1",,,true,,,2,1617,102,92,98,7,31,"/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/snapshotting,/org/axonframework/test/deadline -> /org/axonframework/commandhandling,/org/axonframework/test/saga -> /org/axonframework/commandhandling/callbacks","axon-test-4.12.1 -> axon-eventsourcing-4.12.1,axon-test-4.12.1 -> axon-messaging-4.12.1,axon-test-4.12.1 -> axon-modelling-4.12.1","",""
"axon-test-4.12.1",,,true,,,3,1185,98,65,59,7,19,"/org/axonframework/test -> /org/axonframework/commandhandling,/org/axonframework/test/eventscheduler -> /org/axonframework/commandhandling,/org/axonframework/test/deadline -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test/deadline -> /org/axonframework/common/annotation","axon-test-4.12.1 -> axon-messaging-4.12.1","",""
"axon-test-4.12.1",,,true,,,4,224,62,27,20,7,5,"/org/axonframework/test -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test/eventscheduler -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test -> /org/axonframework/common/property,/org/axonframework/test/deadline -> /org/axonframework/common/property","axon-test-4.12.1 -> axon-messaging-4.12.1","",""
"axon-tracing-opentelemetry-4.12.1",,,true,,,1,773,113,107,3,1,3,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/common,/org/axonframework/tracing/opentelemetry -> /org/axonframework/messaging,/org/axonframework/tracing/opentelemetry -> /org/axonframework/tracing","axon-tracing-opentelemetry-4.12.1 -> axon-messaging-4.12.1","",""
"axon-tracing-opentelemetry-4.12.1",,,true,,,2,1617,102,92,8,1,8,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/commandhandling,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/stream,/org/axonframework/tracing/opentelemetry -> /org/axonframework/deadline,/org/axonframework/tracing/opentelemetry -> /org/axonframework/eventhandling","axon-tracing-opentelemetry-4.12.1 -> axon-messaging-4.12.1","",""
"axon-tracing-opentelemetry-4.12.1",,,true,,,3,1185,98,65,15,1,15,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/commandhandling/callbacks,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/annotation,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/io,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/transaction","axon-tracing-opentelemetry-4.12.1 -> axon-messaging-4.12.1","",""
"axon-tracing-opentelemetry-4.12.1",,,true,,,4,224,62,27,2,1,2,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/property,/org/axonframework/tracing/opentelemetry -> /org/axonframework/serialization/upcasting","axon-tracing-opentelemetry-4.12.1 -> axon-messaging-4.12.1","",""
