"artifactName","leidenCommunityId","artifactPackages","artifactTypes","numberOfExternalPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","top10ExternalPackageNamesByUsageDescending","somePackageNames","someTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_package_aggregated.cypher"
"axon-messaging-5.0.3",0,59,579,7,1,15,2,4,5.066228051190221,1.694915254237288,25.423728813559322,3.389830508474576,6.779661016949151,8.586827205407152,2,31,4,7.857142857142856,10.46308704332476,0.3454231433506045,5.354058721934369,0.690846286701209,1.3570194917345175,1.8070962078281105,"org.slf4j,reactor.core.publisher,org.reactivestreams,jakarta.persistence,com.fasterxml.jackson.annotation,reactor.util.concurrent,jakarta.validation","org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.distributed,org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.processing.streaming.segmenting","org.axonframework.messaging.commandhandling.SimpleCommandBus,org.axonframework.messaging.commandhandling.distributed.DistributedCommandBus$DistributedHandler,org.axonframework.messaging.commandhandling.distributed.DistributedCommandBus,org.axonframework.messaging.commandhandling.interception.CommandSequencingInterceptor,org.axonframework.messaging.eventhandling.EventSubscribers,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory.InMemoryTokenStore,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStore,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$CoordinationTask",""
"axon-server-connector-5.0.3",0,5,72,20,1,5,1,1.9,1.3337718577107003,20,100,20,38,26.675437154214006,1,18,3.5,5.199999999999999,4.8406176204456,1.3888888888888888,25,4.861111111111111,7.222222222222223,6.723080028396668,"io.axoniq.axonserver.grpc,io.axoniq.axonserver.connector,com.google.protobuf,org.slf4j,io.grpc,io.grpc.stub,io.axoniq.axonserver.grpc.control,io.axoniq.axonserver.connector.control,io.axoniq.axonserver.connector.impl","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.DefaultInstructionAckSource,org.axonframework.axonserver.connector.InstructionAckSource,org.axonframework.axonserver.connector.ErrorCode,org.axonframework.axonserver.connector.MetadataConverter$1,org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.ErrorCode$ExceptionBuilder,org.axonframework.axonserver.connector.AxonServerException,org.axonframework.axonserver.connector.util.ProcessingInstructionUtils,org.axonframework.axonserver.connector.util.ExceptionConverter",""
"axon-common-5.0.3",0,15,156,10,1,4,1,1.2999999999999998,0.9486832980505138,6.666666666666667,26.666666666666668,6.666666666666667,8.666666666666668,6.324555320336759,1,8,1,2.3,2.2632326929023936,0.6410256410256411,5.128205128205129,0.6410256410256411,1.4743589743589742,1.450790187757945,"org.slf4j,org.ehcache.event,org.ehcache.core,org.ehcache.config,javax.cache.event,javax.cache.configuration,javax.cache,com.fasterxml.jackson.databind.node,com.fasterxml.jackson.databind","org.axonframework.common,org.axonframework.common.property,org.axonframework.common.lifecycle,org.axonframework.common.configuration","org.axonframework.common.IdentifierFactory,org.axonframework.common.TypeReflectionUtils$VarMap,org.axonframework.common.TypeReflectionUtils,org.axonframework.common.property.AbstractMethodPropertyAccessStrategy,org.axonframework.common.lifecycle.ShutdownLatch,org.axonframework.common.configuration.DefaultAxonApplication,org.axonframework.common.configuration.DefaultAxonApplication$AxonConfigurationImpl,org.axonframework.common.configuration.DefaultComponentRegistry",""
"axon-conversion-5.0.3",1,5,35,14,1,4,1,1.2142857142857142,0.8017837257372732,20,80,20,24.28571428571429,16.035674514745462,1,6,2.5,3.0714285714285716,1.8999710813299528,2.857142857142857,17.142857142857142,7.142857142857142,8.775510204081632,5.428488803799865,"org.slf4j,tools.jackson.databind.json,tools.jackson.databind,tools.jackson.core,tools.jackson.databind.node,com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.node,com.fasterxml.jackson.core,org.apache.avro","org.axonframework.conversion,org.axonframework.conversion.jackson,org.axonframework.conversion.jackson2,org.axonframework.conversion.avro","org.axonframework.conversion.ChainingContentTypeConverter,org.axonframework.conversion.jackson.JacksonConverter,org.axonframework.conversion.jackson2.Jackson2Converter,org.axonframework.conversion.avro.AvroConverter",""
"axon-metrics-micrometer-5.0.3",0,3,16,2,2,3,2.5,2.5,0.7071067811865476,66.66666666666667,100,83.33333333333334,83.33333333333334,23.570226039551585,2,13,7.5,7.5,7.7781745930520225,12.5,81.25,46.875,46.875,48.613591206575144,"io.micrometer.core.instrument,io.micrometer.core.instrument.simple","org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.springboot,org.axonframework.extension.metrics.micrometer.reservoir","org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.extension.metrics.micrometer.TagsUtil,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.CapacityMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$1,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor$1,org.axonframework.extension.metrics.micrometer.CapacityMonitor$1,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder",""
"axon-spring-boot-autoconfigure-5.0.3",1,7,75,35,1,3,1,1.2857142857142856,0.5185629788417316,14.285714285714286,42.85714285714286,14.285714285714286,18.367346938775512,7.408042554881878,1,8,2,2.285714285714286,1.7247579296719833,1.3333333333333333,10.666666666666666,2.6666666666666665,3.0476190476190474,2.299677239562645,"org.springframework.boot.actuate.health,org.axonframework.extension.spring.config,org.springframework.core.env,org.slf4j,jakarta.persistence,org.springframework.boot.autoconfigure.condition,org.springframework.context.annotation,org.springframework.boot.autoconfigure,org.springframework.core.type","org.axonframework.extension.springboot.actuator,org.axonframework.extension.springboot.actuator.axonserver,org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.actuator.HealthStatus,org.axonframework.extension.springboot.actuator.axonserver.AxonServerHealthIndicator,org.axonframework.extension.springboot.actuator.axonserver.AxonServerStatusAggregator,org.axonframework.extension.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"axon-test-5.0.3",0,6,78,10,1,3,1,1.2000000000000002,0.6324555320336759,16.666666666666668,50,16.666666666666668,20,10.540925533894596,1,22,1,3.1,6.640783086353596,1.2820512820512822,28.205128205128208,1.2820512820512822,3.9743589743589745,8.5138244696841,"org.hamcrest,org.awaitility.core,org.awaitility,org.junit.jupiter.api.extension,org.testcontainers.containers,org.testcontainers.containers.wait.strategy,org.testcontainers.utility,com.google.gson,org.junit.jupiter.api","org.axonframework.test.fixture,org.axonframework.test.util,org.axonframework.test.matchers","org.axonframework.test.fixture.AxonTestThenEvent,org.axonframework.test.fixture.CommandValidator,org.axonframework.test.fixture.AxonTestThenCommand,org.axonframework.test.fixture.Reporter,org.axonframework.test.fixture.AxonTestThenMessage,org.axonframework.test.util.DescriptionUtils,org.axonframework.test.matchers.DeepEqualsMatcher,org.axonframework.test.matchers.ListMatcher,org.axonframework.test.matchers.EmptyCollectionMatcher",""
"axon-update-5.0.3",1,5,23,1,3,3,3,3,0,60,60,60,60,0,7,7,7,7,0,30.43478260869565,30.43478260869565,30.43478260869565,30.43478260869565,0,"org.slf4j","org.axonframework.update,org.axonframework.update.detection,org.axonframework.update.configuration","org.axonframework.update.UpdateCheckerHttpClient,org.axonframework.update.UpdateCheckerConfigurationEnhancer,org.axonframework.update.UpdateChecker,org.axonframework.update.LoggingUpdateCheckerReporter,org.axonframework.update.detection.AxonVersionDetector,org.axonframework.update.detection.MachineId,org.axonframework.update.configuration.PropertyFileUsagePropertyProvider",""
"axon-eventsourcing-5.0.3",0,7,100,5,1,2,1,1.2,0.4472135954999579,14.285714285714286,28.571428571428573,14.285714285714286,17.142857142857146,6.3887656499994,1,6,1,2.6,2.3021728866442674,1,6,1,2.6,2.3021728866442674,"org.slf4j,WrappedEventCriteriaBuilderMethod,ScannedEntityCreator,IdTypeParameterResolver,jakarta.persistence","org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations,org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver",""
"axon-modelling-5.0.3",0,7,92,1,2,2,2,2,0,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573,0,2,2,2,2,0,2.1739130434782608,2.1739130434782608,2.1739130434782608,2.1739130434782608,0,"org.slf4j","org.axonframework.modelling,org.axonframework.modelling.entity.annotation","org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",""
