"externalNamespaceName","numberOfExternalCallerModules","numberOfExternalCallerElements","numberOfExternalDeclarationCalls","numberOfExternalDeclarationCallsWeighted","allModules","allInternalElements","exampleStories","Source Cypher File: External_Dependencies/External_namespace_usage_overall_for_Typescript.cypher"
"no namespace",53,95,600,1705,138,635,"<copyTemplate> of module <copy-template> imports <node:url> from external namespace <>,<copyTemplate> of module <copy-template> imports <.fileURLToPath> from external namespace <>,<Context> of module <create-react-router> imports <node:process> from external namespace <>,<ConfirmPrompt> of module <prompts-confirm> imports <cursor.hide> from external namespace <>",""
"@types",50,93,353,780,138,635,"<Context> of module <create-react-router> imports <global.NodeJS.WriteStream> from external namespace <@types>,<Context> of module <create-react-router> imports <global.NodeJS.ReadStream> from external namespace <@types>,<renderLoadingIndicator> of module <loading-indicator> imports <global.NodeJS.WriteStream> from external namespace <@types>,<renderLoadingIndicator> of module <loading-indicator> imports <global.NodeJS.ReadStream> from external namespace <@types>",""
"@babel",5,6,67,147,138,635,"<transpile> of module <useJavascript> imports <lib> from external namespace <@babel>,<transpile> of module <useJavascript> imports <lib> from external namespace <@babel>,<removeExports> of module <remove-exports> imports <Identifier.name> from external namespace <@babel>,<removeExports> of module <remove-exports> imports <ClassDeclaration.id> from external namespace <@babel>",""
"@cloudflare",3,5,52,68,138,635,"<RequestHandler> of module <react-router-cloudflare> imports <Response> from external namespace <@cloudflare>,<RequestHandler> of module <react-router-cloudflare> imports <EventContext> from external namespace <@cloudflare>,<RequestHandler> of module <worker> imports <Response> from external namespace <@cloudflare>,<RequestHandler> of module <worker> imports <EventContext> from external namespace <@cloudflare>",""
"@architect",2,1,10,14,138,635,"<createArcTableSessionStorage> of module <arcTableSessionStorage> imports <ArcTable.put> from external namespace <@architect>,<createArcTableSessionStorage> of module <arcTableSessionStorage> imports <tables> from external namespace <@architect>,<createArcTableSessionStorage> of module <arcTableSessionStorage> imports <ArcTable.delete> from external namespace <@architect>,<createArcTableSessionStorage> of module <arcTableSessionStorage> imports <functions> from external namespace <@architect>",""
"@mjackson",2,2,4,10,138,635,"<createRequestListener> of module <react-router-node> imports <createRequestListener> from external namespace <@mjackson>,<createRequestListener> of module <server> imports <createRequestListener> from external namespace <@mjackson>,<RequestListenerOptions> of module <server> imports <ClientAddress> from external namespace <@mjackson>,<RequestListenerOptions> of module <react-router-node> imports <ClientAddress> from external namespace <@mjackson>",""
