"dependencyWeight","fileDistance","commitCount","updateCommitMinConfidence","updateCommitSupport","updateCommitLift","updateCommitJaccardSimilarity","Source Cypher File: GitLog/List_pairwise_changed_files_with_dependencies.cypher"
7,,3,0.375,0.0010080645161290322,5.239436619718309,0.013761467889908258,""
7,,4,0.21052631578947367,0.0013440860215053765,2.941438102297998,0.017543859649122806,""
14,,3,0.10344827586206896,0.0010080645161290322,1.445361826129189,0.012552301255230125,""
14,,8,0.16666666666666666,0.002688172043010753,2.328638497652582,0.03162055335968379,""
21,,8,0.07692307692307693,0.002688172043010753,1.074756229685807,0.025889967637540454,""
28,,9,0.36,0.0030241935483870967,35.712,0.1956521739130435,""
42,,3,0.1875,0.0010080645161290322,2.6197183098591545,0.01327433628318584,""
56,,9,0.36,0.0030241935483870967,10.301538461538463,0.075,""
77,,8,0.18181818181818182,0.002688172043010753,2.5403329065300895,0.0321285140562249,""
112,,4,0.07407407407407407,0.0013440860215053765,1.0349504434011476,0.015209125475285171,""
119,,3,0.3,0.0010080645161290322,16.53333333333333,0.04918032786885246,""
126,,37,0.3333333333333333,0.01243279569892473,4.657276995305164,0.1289198606271777,""
132,,7,0.14583333333333334,0.0023521505376344087,3.6779661016949157,0.0440251572327044,""
154,,18,0.0972972972972973,0.006048387096774193,1.35942139322421,0.04736842105263158,""
168,,3,0.75,0.0010080645161290322,85.84615384615384,0.1111111111111111,""
196,,16,0.26229508196721313,0.005376344086021506,7.505674653215638,0.10738255033557047,""
231,,3,0.375,0.0010080645161290322,25.95348837209302,0.0625,""
231,,6,0.24,0.0020161290322580645,3.1885714285714286,0.024691358024691357,""
252,,6,0.05405405405405406,0.0020161290322580645,0.8695398100803505,0.020689655172413793,""
259,,17,0.1440677966101695,0.00571236559139785,2.012890904750537,0.054140127388535034,""
462,,3,0.23076923076923078,0.0010080645161290322,9.280665280665282,0.03571428571428571,""
462,,4,0.10256410256410256,0.0013440860215053765,6.782905982905983,0.05,""
462,,7,0.15555555555555556,0.0023521505376344087,6.255855855855856,0.0625,""
492,,3,0.14285714285714285,0.0010080645161290322,9.662337662337663,0.04838709677419355,""
616,,4,0.09090909090909091,0.0013440860215053765,2.2927580893682586,0.02531645569620253,""
728,,4,0.036036036036036036,0.0013440860215053765,0.9088410444342647,0.017777777777777778,""
740,,5,0.10416666666666667,0.0016801075268817205,1.6756756756756759,0.021929824561403508,""
924,,4,0.26666666666666666,0.0013440860215053765,18.455813953488374,0.07407407407407407,""
1155,,9,0.34615384615384615,0.0030241935483870967,4.598901098901099,0.03734439834024896,""
1617,,9,0.2571428571428571,0.0030241935483870967,3.416326530612245,0.036,""
1672,,3,0.08571428571428572,0.0010080645161290322,5.668571428571429,0.03896103896103896,""
1848,,3,0.11538461538461539,0.0010080645161290322,4.640332640332641,0.030927835051546393,""
20916,,29,0.2457627118644068,0.009744623655913979,3.953458543289052,0.10583941605839416,""
