"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","authorityRank","bottleneckRank","bridgeRank","hubRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router/index.ts",1,0.05476467977716559,0,1,7,0,0,0,"incomingDependencies","pageRank","betweenness",-0.11996478415314182,-0.09659461641480577,-0.09151245572807597,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/config/config.ts",2,0.04737479074726714,3,0,6,0,0,0,"nodeEmbeddingPCA_16","nodeEmbeddingPCA_18","nodeEmbeddingPCA_11",-0.1696410988748979,-0.11839721291174052,-0.08969103439482976,""
"react-router","register","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router/lib/types/register.ts",3,0.03097408828208159,0,0,3,0,3,0,"nodeEmbeddingPCA_14","nodeEmbeddingPCA_11","nodeEmbeddingPCA_18",-0.17121230822116812,-0.09046500729794611,-0.08008073932616934,""
"react-router","crypto","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router/lib/server-runtime/crypto.ts",4,0.020134740233263226,0,0,4,0,0,0,"nodeEmbeddingPCA_14","nodeEmbeddingPCA_11","nodeEmbeddingPCA_15",-0.14038622584011665,-0.0759382787913289,-0.07226688034666824,""
"react-router","markup","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router/lib/dom/ssr/markup.ts",5,0.002834963578869032,0,0,5,0,0,0,"nodeEmbeddingPCA_16","nodeEmbeddingPCA_11","nodeEmbeddingPCA_12",-0.17887787679874084,-0.14879090126370872,-0.06712816466954047,""
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-express/server.ts",6,0.0010395404139855735,7,0,1,0,0,0,"nodeEmbeddingPCA_11","nodeEmbeddingPCA_16","nodeEmbeddingPCA_10",-0.16649114512306568,-0.12375320335075723,-0.1186658136241305,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-express/index.ts",7,0.00020738663618058428,8,0,2,0,0,0,"nodeEmbeddingPCA_11","nodeEmbeddingPCA_16","nodeEmbeddingPCA_10",-0.16809003940380518,-0.12129504081710461,-0.11869963534308556,""
