"externalFirstLevelPackages","externalSecondLevelPackages","externalThirdLevelPackages","externalForthLevelPackages","externalFifthLevelPackages","allExternalPackages","Source Cypher File: domains/external-dependencies/queries/External_package_levels.cypher"
10,10,28,48,69,95,""
