"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-modelling-4.12.0",10,9,90,158,79,50,"axon-messaging-4.12.0",false,14,47,"org.axonframework.commandhandling,org.axonframework.common.annotation","NoHandlerForCommandException,RoutingKey,AnnotationUtils,AxonException","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateAnnotationCommandHandler,AnnotatedAggregate,TargetAggregateIdentifier,AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",""
"axon-modelling-4.12.0",10,9,90,158,90,56.96,"axon-messaging-4.12.0",true,15,39,"org.axonframework.commandhandling,org.axonframework.common","CommandMessage,CommandMessageHandlingMember,CommandBus,CommandMessageHandler","org.axonframework.modelling.command.inspection,org.axonframework.modelling.command","ForwardingCommandMessageHandlingMember,AggregateMemberAnnotatedChildEntityCollectionDefinition,AbstractRepository,AggregateMemberAnnotatedChildEntityMapDefinition",""
"axon-eventsourcing-4.12.0",9,9,100,133,75,56.39,"axon-messaging-4.12.0",true,17,40,"org.axonframework.commandhandling,org.axonframework.common.caching","CommandMessage,Cache,PersistenceExceptionResolver,JdbcUtils$SqlFunction","org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing","ConflictResolution,CachingEventSourcingRepository,EventSourcingRepository$Builder,SQLErrorCodesResolver",""
"axon-eventsourcing-4.12.0",9,9,100,133,44,33.08,"axon-messaging-4.12.0",false,12,40,"org.axonframework.common,org.axonframework.common.io","AxonThreadFactory,ObjectUtils,ReflectionUtils,DirectExecutor","org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$Builder,BatchingEventStorageEngine,GenericAggregateFactory,AbstractSnapshotter$Builder",""
"axon-server-connector-4.12.0",11,8,72.73,147,60,40.82,"axon-messaging-4.12.0",true,19,58,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandBusSpanFactory,CommandCallback,DuplicateCommandHandlerResolver,CommandMessage","org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector","AxonServerCommandBus$CommandProcessingTask,AxonServerCommandBus,AxonServerCommandBus$Builder,ServerConnectorConfigurerModule",""
"axon-test-4.12.0",8,8,100,87,29,33.33,"axon-messaging-4.12.0",false,8,38,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","SimpleCommandBus$Builder,GenericCommandResultMessage,AnnotationCommandHandlerAdapter,GenericCommandMessage","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture,RecordingCommandBus,SagaTestFixture,SagaTestFixture$StubAwareCommandGatewayFactory$Builder",""
"axon-server-connector-4.12.0",11,7,63.64,147,47,31.97,"axon-messaging-4.12.0",false,20,73,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks","CommandExecutionException,NoHandlerForCommandException,LoggingDuplicateCommandHandlerResolver,SimpleCommandBus$Builder","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.command","ErrorCode,ServerConnectorConfigurerModule,AxonServerCommandBus$Builder,AxonServerCommandBus",""
"axon-test-4.12.0",8,7,87.5,87,35,40.23,"axon-messaging-4.12.0",true,10,31,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","CommandCallback,CommandMessage,CommandResultMessage,CommandBus","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture$ExecutionExceptionAwareCallback,RecordingCommandBus,ResultValidatorImpl,FixtureConfiguration",""
"axon-spring-boot-autoconfigure-4.12.0",9,5,55.56,90,22,24.44,"axon-messaging-4.12.0",true,25,51,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandBusSpanFactory,DuplicateCommandHandlerResolver,CommandMessage,CommandBus","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,AxonServerBusAutoConfiguration,InterceptorAutoConfiguration",""
"axon-server-connector-4.12.0",11,4,36.36,147,11,7.48,"axon-configuration-4.12.0",true,1,6,"org.axonframework.config","Configuration,EventProcessingConfiguration,ConfigurerModule,Configurer","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","PersistentStreamMessageSource,PersistentStreamMessageSourceFactory,ServerConnectorConfigurerModule,HeartbeatConfiguration",""
"axon-eventsourcing-4.12.0",9,4,44.44,133,12,9.02,"axon-modelling-4.12.0",false,2,10,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AbstractRepository$Builder,LockingRepository$Builder,LockingRepository,LockAwareAggregate","org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventSourcingRepository$Builder,EventSourcingRepository,AggregateDeletedException,AbstractEventStorageEngine",""
"axon-spring-boot-autoconfigure-4.12.0",9,3,33.33,90,17,18.89,"axon-configuration-4.12.0",true,1,10,"org.axonframework.config","Configuration,EventProcessingConfigurer$SubscribableMessageSourceDefinitionBuilder,EventProcessingConfiguration,EventProcessingConfigurer$DeadLetteringInvokerConfiguration","org.axonframework.springboot.util,org.axonframework.springboot.autoconfig","DeadLetterQueueProviderConfigurerModule,AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule,AxonTracingAutoConfiguration,AxonJobRunrAutoConfiguration",""
"axon-test-4.12.0",8,3,37.5,87,11,12.64,"axon-modelling-4.12.0",false,5,15,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateScopeDescriptor,AggregateLifecycle,AggregateNotFoundException,AggregateAnnotationCommandHandler$Builder","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture$IdentifierValidatingRepository,AggregateTestFixture$InMemoryRepository,StubAggregateLifecycle,AggregateTestFixture",""
"axon-spring-boot-autoconfigure-4.12.0",9,3,33.33,90,17,18.89,"axon-messaging-4.12.0",false,34,92,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","LoggingDuplicateCommandHandlerResolver,SimpleCommandBus$Builder,DefaultCommandBusSpanFactory,DefaultCommandBusSpanFactory$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,AxonServerAutoConfiguration,JdbcAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.0",9,3,33.33,90,8,8.89,"axon-server-connector-4.12.0",false,4,18,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query","AxonServerConfiguration$PersistentStreamSettings,AxonServerConnectionManager,AxonServerConnectionManager$Builder,AxonServerConfiguration","org.axonframework.springboot.autoconfig,org.axonframework.actuator.axonserver","PersistentStreamMessageSourceRegistrar,AxonServerAutoConfiguration,AxonServerBusAutoConfiguration,AxonServerAutoConfiguration$ConnectionDetailsConnectionManagerConfiguration",""
"axon-spring-boot-autoconfigure-4.12.0",9,2,22.22,90,6,6.67,"axon-eventsourcing-4.12.0",true,2,4,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","SnapshotterSpanFactory,Snapshotter,EventStore,EventStorageEngine","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,JpaEventStoreAutoConfiguration,AxonServerBusAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.0",9,2,22.22,90,7,7.78,"axon-eventsourcing-4.12.0",false,5,14,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","DefaultSnapshotterSpanFactory$Builder,DefaultSnapshotterSpanFactory,EmbeddedEventStore$Builder,EmbeddedEventStore","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,JdbcAutoConfiguration,JpaAutoConfiguration",""
"axon-server-connector-4.12.0",11,2,18.18,147,5,3.4,"axon-eventsourcing-4.12.0",false,2,6,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventStreamUtils,AbstractEventStorageEngine,AbstractEventStore,EventStoreException","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","AxonServerEventStore$AxonIQEventStorageEngine,AxonServerEventStore,ErrorCode,AxonServerEventStore$AxonIQEventStorageEngine$Builder",""
"axon-spring-boot-autoconfigure-4.12.0",9,2,22.22,90,6,6.67,"axon-configuration-4.12.0",false,1,4,"org.axonframework.config","DefaultConfigurer,TagsConfiguration,ConfigurationScopeAwareProvider,EventProcessingModule","org.axonframework.springboot.autoconfig,org.axonframework.springboot","InfraConfiguration,TagsConfigurationProperties,AxonAutoConfiguration,AxonDbSchedulerAutoConfiguration",""
"axon-server-connector-4.12.0",11,2,18.18,147,3,2.04,"axon-configuration-4.12.0",false,1,2,"org.axonframework.config","TagsConfiguration,Component","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon","AxonServerConnectionManager$Builder,ServerConnectorConfigurerModule,EventProcessorInfoConfiguration",""
"axon-test-4.12.0",8,2,25,87,12,13.79,"axon-modelling-4.12.0",true,3,7,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","Aggregate,CommandTargetResolver,Repository,ApplyMore","org.axonframework.test.aggregate,org.axonframework.test.saga","StubAggregateLifecycle,AggregateTestFixture$CreationalRepository,AggregateTestFixture$IdentifierValidatingRepository,AggregateTestFixture",""
"axon-spring-boot-autoconfigure-4.12.0",9,2,22.22,90,5,5.56,"axon-modelling-4.12.0",true,4,5,"org.axonframework.modelling.command,org.axonframework.modelling.saga","RepositorySpanFactory,SagaManagerSpanFactory,ResourceInjector,SagaSqlSchema","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,InfraConfiguration,JdbcAutoConfiguration,JpaJavaxAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.0",9,2,22.22,90,4,4.44,"axon-modelling-4.12.0",false,5,11,"org.axonframework.modelling.command,org.axonframework.modelling.saga","DefaultRepositorySpanFactory,DefaultRepositorySpanFactory$Builder,DefaultSagaManagerSpanFactory,DefaultSagaManagerSpanFactory$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,JdbcAutoConfiguration,JpaAutoConfiguration,JpaJavaxAutoConfiguration",""
