"projectName","shortCodeUnitName","codeUnitName","betweenness","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeBottleneck.cypher"
"axon-messaging-5.0.1","annotation","org.axonframework.messaging.core.annotation",1072.6666666666667,1,""
"axon-messaging-5.0.1","core","org.axonframework.messaging.core",944.7333333333332,2,""
"axon-server-connector-5.0.1","connector","org.axonframework.axonserver.connector",324.5,3,""
"axon-messaging-5.0.1","annotation","org.axonframework.messaging.commandhandling.annotation",301.2333333333333,4,""
"axon-messaging-5.0.1","annotation","org.axonframework.messaging.eventhandling.annotation",299.8666666666667,5,""
"axon-messaging-5.0.1","conversion","org.axonframework.messaging.core.conversion",298.36666666666673,6,""
"axon-messaging-5.0.1","unitofwork","org.axonframework.messaging.core.unitofwork",215.28333333333333,7,""
"axon-messaging-5.0.1","configuration","org.axonframework.messaging.eventhandling.configuration",185,8,""
"axon-server-connector-5.0.1","event","org.axonframework.axonserver.connector.event",182,9,""
"axon-messaging-5.0.1","subscribing","org.axonframework.messaging.eventhandling.processing.subscribing",174.5,10,""
