"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"react-router-7.15.1/react-router","react-router","centralityArticleRank",6.712583744338096,""
"react-router-7.15.1/react-router","react-router","centralityArticleRank",4.360708075186662,""
"react-router-7.15.1/utils","utils","centralityArticleRank",3.2916025977620755,""
"react-router-7.15.1/routes","routes","centralityArticleRank",2.0962359876739987,""
"react-router-7.15.1/routes","routes","centralityArticleRank",1.9950794335039266,""
"react-router-7.15.1/server","server","centralityArticleRank",1.6824592040995334,""
"react-router-7.15.1/history","history","centralityArticleRank",1.5216775946278132,""
"react-router-7.15.1/router","router","centralityArticleRank",1.2786505055931878,""
"react-router-7.15.1/utils","utils","centralityArticleRank",1.208695921682819,""
"react-router-7.15.1/config","config","centralityArticleRank",0.7506240445237004,""
"react-router-7.15.1/vite","vite","centralityArticleRank",0.717371220749412,""
"react-router-7.15.1/is-react-router-repo","is-react-router-repo","centralityArticleRank",0.7118574393918123,""
"react-router-7.15.1/cookies","cookies","centralityArticleRank",0.6485900028230746,""
"react-router-7.15.1/config","config","centralityArticleRank",0.6451378963872584,""
"react-router-7.15.1/context","context","centralityArticleRank",0.568327627830293,""
"react-router-7.15.1/utils","utils","centralityArticleRank",0.5270582308670053,""
"react-router-7.15.1/prompts-prompt-base","prompts-prompt-base","centralityArticleRank",0.5123873411734321,""
"react-router-7.15.1/routeModules","routeModules","centralityArticleRank",0.5088969392027638,""
"react-router-7.15.1/babel","babel","centralityArticleRank",0.4995497194302963,""
"react-router-7.15.1/dom-export","dom-export","centralityArticleRank",0.4672306231670752,""
"react-router-7.15.1/react-router","react-router","centralityArticleRank",0.4091823285170485,""
"react-router-7.15.1/register","register","centralityArticleRank",0.37322293374299714,""
"react-router-7.15.1/react-router-express","react-router-express","centralityArticleRank",0.3367221747558337,""
"react-router-7.15.1/utils","utils","centralityArticleRank",0.30957487341565604,""
"react-router-7.15.1/entry","entry","centralityArticleRank",0.30667029915533495,""
"react-router-7.15.1/react-router-architect","react-router-architect","centralityArticleRank",0.30275386092039025,""
