"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-eventsourcing-4.12.2",,,true,,,1,775,114,108,67,9,22,"/org/axonframework/eventsourcing/conflictresolution -> /org/axonframework/commandhandling,/org/axonframework/eventsourcing -> /org/axonframework/common,/org/axonframework/eventsourcing/conflictresolution -> /org/axonframework/common,/org/axonframework/eventsourcing/eventstore -> /org/axonframework/common","axon-eventsourcing-4.12.2 -> axon-messaging-4.12.2,axon-eventsourcing-4.12.2 -> axon-modelling-4.12.2","",""
"axon-eventsourcing-4.12.2",,,true,,,2,1619,103,93,168,9,32,"/org/axonframework/eventsourcing -> /org/axonframework/commandhandling,/org/axonframework/eventsourcing/eventstore -> /org/axonframework/commandhandling,/org/axonframework/eventsourcing/eventstore/jdbc -> /org/axonframework/commandhandling,/org/axonframework/eventsourcing/eventstore/jdbc/statements -> /org/axonframework/commandhandling","axon-eventsourcing-4.12.2 -> axon-messaging-4.12.2,axon-eventsourcing-4.12.2 -> axon-modelling-4.12.2","",""
"axon-eventsourcing-4.12.2",,,true,,,3,1185,98,65,68,9,17,"/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/commandhandling,/org/axonframework/eventsourcing -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventsourcing/eventstore -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventsourcing/eventstore/jdbc -> /org/axonframework/commandhandling/callbacks","axon-eventsourcing-4.12.2 -> axon-messaging-4.12.2,axon-eventsourcing-4.12.2 -> axon-modelling-4.12.2","",""
"axon-eventsourcing-4.12.2",,,true,,,4,224,62,27,6,3,4,"/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventsourcing/eventstore/jdbc/statements -> /org/axonframework/common/caching,/org/axonframework/eventsourcing/conflictresolution -> /org/axonframework/messaging/responsetypes,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/messaging/responsetypes","axon-eventsourcing-4.12.2 -> axon-messaging-4.12.2","",""
"axon-messaging-4.12.2",,,false,,,1,775,114,108,318,64,44,"/org/axonframework/messaging/timeout -> /org/axonframework/commandhandling,/org/axonframework/serialization -> /org/axonframework/commandhandling,/org/axonframework/tracing -> /org/axonframework/commandhandling,/org/axonframework/tracing/attributes -> /org/axonframework/commandhandling","axon-messaging-4.12.2 -> axon-messaging-4.12.2","",""
"axon-messaging-4.12.2",,,false,,,2,1619,103,93,587,54,30,"/org/axonframework/messaging/responsetypes -> /org/axonframework/commandhandling,/org/axonframework/queryhandling -> /org/axonframework/commandhandling,/org/axonframework/serialization/avro -> /org/axonframework/commandhandling,/org/axonframework/serialization/converters -> /org/axonframework/commandhandling","axon-messaging-4.12.2 -> axon-messaging-4.12.2","",""
"axon-messaging-4.12.2",,,false,,,3,1185,98,65,474,54,27,"/org/axonframework/messaging/annotation -> /org/axonframework/commandhandling,/org/axonframework/messaging/correlation -> /org/axonframework/commandhandling,/org/axonframework/messaging/deadletter -> /org/axonframework/commandhandling,/org/axonframework/messaging/interceptors -> /org/axonframework/commandhandling","axon-messaging-4.12.2 -> axon-messaging-4.12.2","",""
"axon-messaging-4.12.2",,,false,,,4,224,62,27,139,34,23,"/org/axonframework/lifecycle -> /org/axonframework/commandhandling,/org/axonframework/common/jdbc -> /org/axonframework/commandhandling/callbacks,/org/axonframework/deadline/annotation -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventhandling/deadletter -> /org/axonframework/commandhandling/callbacks","axon-messaging-4.12.2 -> axon-messaging-4.12.2","",""
"axon-messaging-4.12.2",,,false,,,5,13,4,9,13,4,9,"/org/axonframework/lifecycle -> /org/axonframework/commandhandling/callbacks,/org/axonframework/commandhandling/callbacks -> /org/axonframework/common/property,/org/axonframework/commandhandling/distributed/commandfilter -> /org/axonframework/common/property,/org/axonframework/lifecycle -> /org/axonframework/messaging/responsetypes","axon-messaging-4.12.2 -> axon-messaging-4.12.2","",""
"axon-messaging-4.12.2",,,false,,,6,3,1,3,3,1,3,"/org/axonframework/updates -> /org/axonframework/commandhandling/callbacks,/org/axonframework/updates -> /org/axonframework/messaging/responsetypes,/org/axonframework/updates -> /org/axonframework/queryhandling/registration","axon-messaging-4.12.2 -> axon-messaging-4.12.2","",""
"axon-modelling-4.12.2",,,false,,,1,775,114,108,18,10,6,"/org/axonframework/modelling/command/inspection -> /org/axonframework/modelling/command,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/modelling/command,/org/axonframework/modelling/command -> /org/axonframework/modelling/command/inspection,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/modelling/command/inspection","axon-modelling-4.12.2 -> axon-modelling-4.12.2","",""
"axon-modelling-4.12.2",,,false,,,2,1619,103,93,4,4,1,"/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/jdbc -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/jpa -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/legacyjpa -> /org/axonframework/modelling/saga/metamodel","axon-modelling-4.12.2 -> axon-modelling-4.12.2","",""
"axon-modelling-4.12.2",,,true,,,1,775,114,108,53,9,18,"/org/axonframework/modelling/command -> /org/axonframework/commandhandling,/org/axonframework/modelling/command/inspection -> /org/axonframework/commandhandling,/org/axonframework/modelling/command -> /org/axonframework/common,/org/axonframework/modelling/command/inspection -> /org/axonframework/common","axon-modelling-4.12.2 -> axon-messaging-4.12.2","",""
"axon-modelling-4.12.2",,,true,,,2,1619,103,93,146,10,28,"/org/axonframework/modelling/saga -> /org/axonframework/commandhandling,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/jdbc -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/jpa -> /org/axonframework/commandhandling","axon-modelling-4.12.2 -> axon-messaging-4.12.2","",""
"axon-modelling-4.12.2",,,true,,,3,1185,98,65,88,10,20,"/org/axonframework/modelling/saga/metamodel -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga -> /org/axonframework/commandhandling/callbacks","axon-modelling-4.12.2 -> axon-messaging-4.12.2","",""
"axon-modelling-4.12.2",,,true,,,4,224,62,27,18,7,5,"/org/axonframework/modelling/saga/metamodel -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/saga/repository -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/command/inspection -> /org/axonframework/messaging/responsetypes","axon-modelling-4.12.2 -> axon-messaging-4.12.2","",""
"axon-server-connector-4.12.2",,,false,,,1,775,114,108,28,11,9,"/org/axonframework/axonserver/connector/event/util -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/axonserver/connector","axon-server-connector-4.12.2 -> axon-server-connector-4.12.2","",""
"axon-server-connector-4.12.2",,,false,,,2,1619,103,93,38,11,7,"/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/axonserver/connector/event/util,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/axonserver/connector/event/util,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector/event/util,/org/axonframework/axonserver/connector/command -> /org/axonframework/axonserver/connector/event/util","axon-server-connector-4.12.2 -> axon-server-connector-4.12.2","",""
"axon-server-connector-4.12.2",,,false,,,3,1185,98,65,16,10,2,"/org/axonframework/axonserver/connector/event/util -> /org/axonframework/axonserver/connector/query/subscription,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/axonserver/connector/query/subscription,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/axonserver/connector/query/subscription,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/axonserver/connector/query/subscription","axon-server-connector-4.12.2 -> axon-server-connector-4.12.2","",""
"axon-server-connector-4.12.2",,,true,,,1,775,114,108,65,8,30,"/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/eventsourcing,/org/axonframework/axonserver/connector -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/eventsourcing/snapshotting","axon-server-connector-4.12.2 -> axon-eventsourcing-4.12.2,axon-server-connector-4.12.2 -> axon-configuration-4.12.2,axon-server-connector-4.12.2 -> axon-messaging-4.12.2,axon-server-connector-4.12.2 -> axon-modelling-4.12.2","",""
"axon-server-connector-4.12.2",,,true,,,2,1619,103,93,291,11,62,"/org/axonframework/axonserver/connector -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/processor -> /org/axonframework/disruptor/commandhandling","axon-server-connector-4.12.2 -> axon-disruptor-4.12.2,axon-server-connector-4.12.2 -> axon-eventsourcing-4.12.2,axon-server-connector-4.12.2 -> axon-configuration-4.12.2,axon-server-connector-4.12.2 -> axon-messaging-4.12.2","",""
"axon-server-connector-4.12.2",,,true,,,3,1185,98,65,320,11,51,"/org/axonframework/axonserver/connector/event/util -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/command -> /org/axonframework/disruptor/commandhandling","axon-server-connector-4.12.2 -> axon-disruptor-4.12.2,axon-server-connector-4.12.2 -> axon-eventsourcing-4.12.2,axon-server-connector-4.12.2 -> axon-messaging-4.12.2,axon-server-connector-4.12.2 -> axon-modelling-4.12.2","",""
"axon-server-connector-4.12.2",,,true,,,4,224,62,27,28,7,4,"/org/axonframework/axonserver/connector/event/util -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/axonserver/connector/command -> /org/axonframework/eventsourcing/conflictresolution","axon-server-connector-4.12.2 -> axon-eventsourcing-4.12.2,axon-server-connector-4.12.2 -> axon-messaging-4.12.2,axon-server-connector-4.12.2 -> axon-modelling-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,false,,,1,775,114,108,12,4,9,"/org/axonframework/actuator/axonserver -> /org/axonframework/actuator,/org/axonframework/springboot/autoconfig -> /org/axonframework/actuator/axonserver,/org/axonframework/springboot/autoconfig -> /org/axonframework/springboot,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot","axon-spring-boot-autoconfigure-4.12.2 -> axon-spring-boot-autoconfigure-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,false,,,2,1619,103,93,5,2,5,"/org/axonframework/springboot/autoconfig -> /org/axonframework/actuator,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator/axonserver,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/updates,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/service/connection","axon-spring-boot-autoconfigure-4.12.2 -> axon-spring-boot-autoconfigure-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,false,,,3,1185,98,65,1,1,1,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator","axon-spring-boot-autoconfigure-4.12.2 -> axon-spring-boot-autoconfigure-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,1,775,114,108,81,9,62,"/org/axonframework/springboot/service/connection -> /org/axonframework/test/server,/org/axonframework/springboot/autoconfig -> /org/axonframework/eventsourcing,/org/axonframework/springboot/autoconfig -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventsourcing/eventstore","axon-spring-boot-autoconfigure-4.12.2 -> axon-test-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-eventsourcing-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-tracing-opentelemetry-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-configuration-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,2,1619,103,93,234,9,88,"/org/axonframework/springboot/autoconfig -> /org/axonframework/test/server,/org/axonframework/springboot -> /org/axonframework/disruptor/commandhandling,/org/axonframework/springboot/autoconfig -> /org/axonframework/disruptor/commandhandling,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/disruptor/commandhandling","axon-spring-boot-autoconfigure-4.12.2 -> axon-test-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-disruptor-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-eventsourcing-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-tracing-opentelemetry-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,3,1185,98,65,133,5,57,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/test/server,/org/axonframework/actuator/axonserver -> /org/axonframework/disruptor/commandhandling,/org/axonframework/springboot/service/connection -> /org/axonframework/disruptor/commandhandling,/org/axonframework/actuator/axonserver -> /org/axonframework/eventsourcing","axon-spring-boot-autoconfigure-4.12.2 -> axon-test-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-disruptor-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-eventsourcing-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-messaging-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,4,224,62,27,8,2,4,"/org/axonframework/actuator/axonserver -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/springboot/service/connection -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/actuator/axonserver -> /org/axonframework/serialization/upcasting,/org/axonframework/springboot/service/connection -> /org/axonframework/serialization/upcasting","axon-spring-boot-autoconfigure-4.12.2 -> axon-eventsourcing-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-modelling-4.12.2","",""
"axon-test-4.12.2",,,false,,,1,775,114,108,12,5,5,"/org/axonframework/test/matchers -> /org/axonframework/test,/org/axonframework/test/aggregate -> /org/axonframework/test,/org/axonframework/test/deadline -> /org/axonframework/test,/org/axonframework/test/eventscheduler -> /org/axonframework/test","axon-test-4.12.2 -> axon-test-4.12.2","",""
"axon-test-4.12.2",,,true,,,1,775,114,108,42,8,17,"/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing,/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/test/matchers -> /org/axonframework/commandhandling,/org/axonframework/test/aggregate -> /org/axonframework/commandhandling","axon-test-4.12.2 -> axon-eventsourcing-4.12.2,axon-test-4.12.2 -> axon-messaging-4.12.2,axon-test-4.12.2 -> axon-modelling-4.12.2","",""
"axon-test-4.12.2",,,true,,,2,1619,103,93,98,7,31,"/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/snapshotting,/org/axonframework/test/deadline -> /org/axonframework/commandhandling,/org/axonframework/test/matchers -> /org/axonframework/commandhandling/callbacks","axon-test-4.12.2 -> axon-eventsourcing-4.12.2,axon-test-4.12.2 -> axon-messaging-4.12.2,axon-test-4.12.2 -> axon-modelling-4.12.2","",""
"axon-test-4.12.2",,,true,,,3,1185,98,65,59,7,19,"/org/axonframework/test -> /org/axonframework/commandhandling,/org/axonframework/test/eventscheduler -> /org/axonframework/commandhandling,/org/axonframework/test/deadline -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test/matchers -> /org/axonframework/common/annotation","axon-test-4.12.2 -> axon-messaging-4.12.2","",""
"axon-test-4.12.2",,,true,,,4,224,62,27,20,7,5,"/org/axonframework/test -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test/eventscheduler -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test -> /org/axonframework/common/property,/org/axonframework/test/deadline -> /org/axonframework/common/property","axon-test-4.12.2 -> axon-messaging-4.12.2","",""
"axon-tracing-opentelemetry-4.12.2",,,true,,,1,775,114,108,3,1,3,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/common,/org/axonframework/tracing/opentelemetry -> /org/axonframework/messaging,/org/axonframework/tracing/opentelemetry -> /org/axonframework/tracing","axon-tracing-opentelemetry-4.12.2 -> axon-messaging-4.12.2","",""
"axon-tracing-opentelemetry-4.12.2",,,true,,,2,1619,103,93,8,1,8,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/commandhandling,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/stream,/org/axonframework/tracing/opentelemetry -> /org/axonframework/deadline,/org/axonframework/tracing/opentelemetry -> /org/axonframework/eventhandling","axon-tracing-opentelemetry-4.12.2 -> axon-messaging-4.12.2","",""
"axon-tracing-opentelemetry-4.12.2",,,true,,,3,1185,98,65,15,1,15,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/commandhandling/callbacks,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/annotation,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/io,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/transaction","axon-tracing-opentelemetry-4.12.2 -> axon-messaging-4.12.2","",""
"axon-tracing-opentelemetry-4.12.2",,,true,,,4,224,62,27,2,1,2,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/property,/org/axonframework/tracing/opentelemetry -> /org/axonframework/serialization/upcasting","axon-tracing-opentelemetry-4.12.2 -> axon-messaging-4.12.2","",""
