"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_6_Longest_paths_distribution_per_project.cypher"
"axon-modelling-4.12.2",,,false,,,1,13,4,13,1,1,1,"/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/modelling/command/inspection","axon-modelling-4.12.2 -> axon-modelling-4.12.2","",""
"axon-modelling-4.12.2",,,true,,,1,13,4,13,1,1,1,"/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/common/lock","axon-modelling-4.12.2 -> axon-messaging-4.12.2","",""
"axon-server-connector-4.12.2",,,false,,,1,13,4,13,1,1,1,"/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector/heartbeat","axon-server-connector-4.12.2 -> axon-server-connector-4.12.2","",""
"axon-server-connector-4.12.2",,,false,,,2,43,3,43,1,1,1,"/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector/util","axon-server-connector-4.12.2 -> axon-server-connector-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,false,,,1,13,4,13,2,1,2,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/autoconfig,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/util/legacyjpa","axon-spring-boot-autoconfigure-4.12.2 -> axon-spring-boot-autoconfigure-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,false,,,2,43,3,43,5,1,5,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator/axonserver,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/updates,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/service/connection,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/util","axon-spring-boot-autoconfigure-4.12.2 -> axon-spring-boot-autoconfigure-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,false,,,3,16,2,16,2,1,2,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot","axon-spring-boot-autoconfigure-4.12.2 -> axon-spring-boot-autoconfigure-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,1,13,4,13,4,1,4,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventsourcing/eventstore/legacyjpa,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventhandling/deadletter/legacyjpa,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventhandling/tokenstore/legacyjpa,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/modelling/saga/repository/legacyjpa","axon-spring-boot-autoconfigure-4.12.2 -> axon-eventsourcing-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-modelling-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,2,43,3,43,36,1,36,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventsourcing,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventsourcing/eventstore/jdbc,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventsourcing/eventstore/jpa","axon-spring-boot-autoconfigure-4.12.2 -> axon-eventsourcing-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-tracing-opentelemetry-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-modelling-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,3,16,2,16,13,1,13,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/test/server,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/common/jdbc,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/common/jpa,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/deadline/jobrunr","axon-spring-boot-autoconfigure-4.12.2 -> axon-test-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-modelling-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-server-connector-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,4,7,1,7,7,1,7,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/config,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/common/digest,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/common/transaction,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/lifecycle","axon-spring-boot-autoconfigure-4.12.2 -> axon-configuration-4.12.2,axon-spring-boot-autoconfigure-4.12.2 -> axon-messaging-4.12.2","",""
"axon-spring-boot-autoconfigure-4.12.2",,,true,,,5,8,1,8,8,1,8,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/commandhandling,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/common,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/deadline,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/eventhandling","axon-spring-boot-autoconfigure-4.12.2 -> axon-messaging-4.12.2","",""
"axon-test-4.12.2",,,false,,,1,13,4,13,3,1,3,"/org/axonframework/test/saga -> /org/axonframework/test/deadline,/org/axonframework/test/saga -> /org/axonframework/test/utils,/org/axonframework/test/saga -> /org/axonframework/test/eventscheduler","axon-test-4.12.2 -> axon-test-4.12.2","",""
"axon-test-4.12.2",,,false,,,2,43,3,43,1,1,1,"/org/axonframework/test/saga -> /org/axonframework/test/matchers","axon-test-4.12.2 -> axon-test-4.12.2","",""
"axon-test-4.12.2",,,false,,,3,16,2,16,1,1,1,"/org/axonframework/test/saga -> /org/axonframework/test","axon-test-4.12.2 -> axon-test-4.12.2","",""
"axon-test-4.12.2",,,true,,,1,13,4,13,1,1,1,"/org/axonframework/test/saga -> /org/axonframework/modelling/saga/repository/inmemory","axon-test-4.12.2 -> axon-modelling-4.12.2","",""
