"artifactName","fullPackageName","typeName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","numberOfExternalTypes","externalPackageNames","externalTypeNames","packageName","fullTypeName","Source Cypher File: domains/external-dependencies/queries/External_package_usage_per_type.cypher"
"axon-messaging-5.1.1","org.axonframework.messaging.core","RemoteExceptionDescription",2,4,1,2,"com.fasterxml.jackson.annotation","com.fasterxml.jackson.annotation.JsonCreator,com.fasterxml.jackson.annotation.JsonProperty","core","org.axonframework.messaging.core.RemoteExceptionDescription",""
"axon-messaging-5.1.1","org.axonframework.messaging.core","MonoUtils",1,4,1,1,"reactor.core.publisher","reactor.core.publisher.Mono","core","org.axonframework.messaging.core.MonoUtils",""
"axon-messaging-5.1.1","org.axonframework.messaging.core","FluxUtils$FluxStreamAdapter",1,8,1,1,"reactor.core.publisher","reactor.core.publisher.FluxSink","core","org.axonframework.messaging.core.FluxUtils$FluxStreamAdapter",""
"axon-messaging-5.1.1","org.axonframework.messaging.core","FluxMessageStream$1",2,3,1,2,"org.reactivestreams","org.reactivestreams.Subscriber,org.reactivestreams.Subscription","core","org.axonframework.messaging.core.FluxMessageStream$1",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.core.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","MethodInvokingMessageHandlingMember",2,5,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","annotation","org.axonframework.messaging.core.annotation.MethodInvokingMessageHandlingMember",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","ClasspathParameterResolverFactory",2,4,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","annotation","org.axonframework.messaging.core.annotation.ClasspathParameterResolverFactory",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","ClasspathHandlerEnhancerDefinition",2,4,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","annotation","org.axonframework.messaging.core.annotation.ClasspathHandlerEnhancerDefinition",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","ClasspathHandlerDefinition",2,4,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","annotation","org.axonframework.messaging.core.annotation.ClasspathHandlerDefinition",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","MessageStreamResolverUtils",2,6,1,2,"reactor.core.publisher","reactor.core.publisher.Flux,reactor.core.publisher.Mono","annotation","org.axonframework.messaging.core.annotation.MessageStreamResolverUtils",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.configuration","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","configuration","org.axonframework.messaging.core.configuration.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.configuration.reflection","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","reflection","org.axonframework.messaging.core.configuration.reflection.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.conversion","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","conversion","org.axonframework.messaging.core.conversion.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.correlation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","correlation","org.axonframework.messaging.core.correlation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","interception","org.axonframework.messaging.core.interception.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception","LoggingInterceptor",2,7,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","interception","org.axonframework.messaging.core.interception.LoggingInterceptor",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception","CorrelationDataInterceptor",2,3,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","interception","org.axonframework.messaging.core.interception.CorrelationDataInterceptor",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception","BeanValidationInterceptor",4,8,1,4,"jakarta.validation","jakarta.validation.ConstraintViolation,jakarta.validation.ValidatorFactory,jakarta.validation.Validation,jakarta.validation.Validator","interception","org.axonframework.messaging.core.interception.BeanValidationInterceptor",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception","JSR303ViolationException",1,8,1,1,"jakarta.validation","jakarta.validation.ConstraintViolation","interception","org.axonframework.messaging.core.interception.JSR303ViolationException",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.core.interception.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.reflection","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","reflection","org.axonframework.messaging.core.reflection.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.retry","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","retry","org.axonframework.messaging.core.retry.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.sequencing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","sequencing","org.axonframework.messaging.core.sequencing.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.timeout","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","timeout","org.axonframework.messaging.core.timeout.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.timeout","AxonTaskJanitor",2,2,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","timeout","org.axonframework.messaging.core.timeout.AxonTaskJanitor",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.timeout","UnitOfWorkTimeoutInterceptorBuilder",1,2,1,1,"org.slf4j","org.slf4j.Logger","timeout","org.axonframework.messaging.core.timeout.UnitOfWorkTimeoutInterceptorBuilder",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.timeout","AxonTimeLimitedTask",1,11,1,1,"org.slf4j","org.slf4j.Logger","timeout","org.axonframework.messaging.core.timeout.AxonTimeLimitedTask",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","unitofwork","org.axonframework.messaging.core.unitofwork.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork","UnitOfWork$UnitOfWorkProcessingContext",1,4,1,1,"org.slf4j","org.slf4j.Logger","unitofwork","org.axonframework.messaging.core.unitofwork.UnitOfWork$UnitOfWorkProcessingContext",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork","UnitOfWork",2,2,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","unitofwork","org.axonframework.messaging.core.unitofwork.UnitOfWork",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.core.unitofwork.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","transaction","org.axonframework.messaging.core.unitofwork.transaction.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jdbc","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jdbc","org.axonframework.messaging.core.unitofwork.transaction.jdbc.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jpa","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jpa","org.axonframework.messaging.core.unitofwork.transaction.jpa.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jpa","JpaTransactionalExecutorProvider$1",3,11,1,3,"jakarta.persistence","jakarta.persistence.EntityManager,jakarta.persistence.EntityTransaction,jakarta.persistence.EntityManagerFactory","jpa","org.axonframework.messaging.core.unitofwork.transaction.jpa.JpaTransactionalExecutorProvider$1",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jpa","JpaTransactionalExecutorProvider",2,5,1,2,"jakarta.persistence","jakarta.persistence.EntityManager,jakarta.persistence.EntityManagerFactory","jpa","org.axonframework.messaging.core.unitofwork.transaction.jpa.JpaTransactionalExecutorProvider",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jpa","EntityManagerTransactionManager",2,3,1,2,"jakarta.persistence","jakarta.persistence.EntityManager,jakarta.persistence.EntityTransaction","jpa","org.axonframework.messaging.core.unitofwork.transaction.jpa.EntityManagerTransactionManager",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jpa","EntityManagerTransactionManager$2",1,7,1,1,"jakarta.persistence","jakarta.persistence.EntityTransaction","jpa","org.axonframework.messaging.core.unitofwork.transaction.jpa.EntityManagerTransactionManager$2",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","eventhandling","org.axonframework.messaging.eventhandling.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling","EventSubscribers",2,8,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","eventhandling","org.axonframework.messaging.eventhandling.EventSubscribers",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.eventhandling.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.configuration","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","configuration","org.axonframework.messaging.eventhandling.configuration.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.conversion","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","conversion","org.axonframework.messaging.eventhandling.conversion.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.gateway","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","gateway","org.axonframework.messaging.eventhandling.gateway.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.interception","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","interception","org.axonframework.messaging.eventhandling.interception.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","processing","org.axonframework.messaging.eventhandling.processing.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.errorhandling","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","errorhandling","org.axonframework.messaging.eventhandling.processing.errorhandling.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","streaming","org.axonframework.messaging.eventhandling.processing.streaming.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","Coordinator$CoordinationTask",1,42,1,1,"org.slf4j","org.slf4j.Logger","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$CoordinationTask",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","MergeTask",2,5,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.MergeTask",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","DefaultWorkPackageEventFilter",2,4,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.DefaultWorkPackageEventFilter",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","SplitTask",2,4,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.SplitTask",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","PooledStreamingEventProcessor",2,7,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessor",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","CoordinatorTask",2,3,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.CoordinatorTask",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","Coordinator",2,9,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","WorkPackage",2,15,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","ClaimTask",2,6,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","pooled","org.axonframework.messaging.eventhandling.processing.streaming.pooled.ClaimTask",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","segmenting","org.axonframework.messaging.eventhandling.processing.streaming.segmenting.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","SequencingEventHandlingComponent",2,4,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","segmenting","org.axonframework.messaging.eventhandling.processing.streaming.segmenting.SequencingEventHandlingComponent",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","token","org.axonframework.messaging.eventhandling.processing.streaming.token.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token","MergedTrackingToken",6,12,1,6,"com.fasterxml.jackson.annotation","com.fasterxml.jackson.annotation.JsonIgnore,com.fasterxml.jackson.annotation.JsonCreator,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonTypeInfo$Id,com.fasterxml.jackson.annotation.JsonTypeInfo,com.fasterxml.jackson.annotation.JsonGetter","token","org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token","ReplayToken",5,10,1,5,"com.fasterxml.jackson.annotation","com.fasterxml.jackson.annotation.JsonCreator,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonTypeInfo$Id,com.fasterxml.jackson.annotation.JsonTypeInfo,com.fasterxml.jackson.annotation.JsonGetter","token","org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token","GapAwareTrackingToken",2,3,1,2,"com.fasterxml.jackson.annotation","com.fasterxml.jackson.annotation.JsonCreator,com.fasterxml.jackson.annotation.JsonProperty","token","org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token","GlobalSequenceTrackingToken",2,2,1,2,"com.fasterxml.jackson.annotation","com.fasterxml.jackson.annotation.JsonCreator,com.fasterxml.jackson.annotation.JsonProperty","token","org.axonframework.messaging.eventhandling.processing.streaming.token.GlobalSequenceTrackingToken",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","store","org.axonframework.messaging.eventhandling.processing.streaming.token.store.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store","ConfigToken",2,2,1,2,"com.fasterxml.jackson.annotation","com.fasterxml.jackson.annotation.JsonCreator,com.fasterxml.jackson.annotation.JsonProperty","store","org.axonframework.messaging.eventhandling.processing.streaming.token.store.ConfigToken",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","inmemory","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","InMemoryTokenStore",2,3,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","inmemory","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory.InMemoryTokenStore",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jdbc","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","JdbcTokenStore",2,3,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","jdbc","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStore",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jpa","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","TokenEntry",6,10,1,6,"jakarta.persistence","jakarta.persistence.Entity,jakarta.persistence.IdClass,jakarta.persistence.Lob,jakarta.persistence.Column,jakarta.persistence.Basic,jakarta.persistence.Id","jpa","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","JpaTokenStoreConfiguration",1,5,1,1,"jakarta.persistence","jakarta.persistence.LockModeType","jpa","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStoreConfiguration",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.subscribing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","subscribing","org.axonframework.messaging.eventhandling.processing.subscribing.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.replay","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","replay","org.axonframework.messaging.eventhandling.replay.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.replay.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.eventhandling.replay.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.tracing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","tracing","org.axonframework.messaging.eventhandling.tracing.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventstreaming","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","eventstreaming","org.axonframework.messaging.eventstreaming.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.monitoring","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","monitoring","org.axonframework.messaging.monitoring.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.monitoring.configuration","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","configuration","org.axonframework.messaging.monitoring.configuration.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.monitoring.interception","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","interception","org.axonframework.messaging.monitoring.interception.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","queryhandling","org.axonframework.messaging.queryhandling.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling","SimpleQueryBus",2,9,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","queryhandling","org.axonframework.messaging.queryhandling.SimpleQueryBus",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling","SimpleQueryUpdateEmitter",2,14,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","queryhandling","org.axonframework.messaging.queryhandling.SimpleQueryUpdateEmitter",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling","MonoSinkWrapper",1,4,1,1,"reactor.core.publisher","reactor.core.publisher.MonoSink","queryhandling","org.axonframework.messaging.queryhandling.MonoSinkWrapper",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.queryhandling.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.configuration","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","configuration","org.axonframework.messaging.queryhandling.configuration.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.gateway","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","gateway","org.axonframework.messaging.queryhandling.gateway.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.interception","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","interception","org.axonframework.messaging.queryhandling.interception.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.tracing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","tracing","org.axonframework.messaging.queryhandling.tracing.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.tracing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","tracing","org.axonframework.messaging.tracing.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.tracing.attributes","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","attributes","org.axonframework.messaging.tracing.attributes.package-info",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","MessageTimerMonitor",5,16,1,5,"io.micrometer.core.instrument","io.micrometer.core.instrument.Timer$Builder,io.micrometer.core.instrument.MeterRegistry,io.micrometer.core.instrument.Clock,io.micrometer.core.instrument.Tag,io.micrometer.core.instrument.Timer","micrometer","org.axonframework.extension.metrics.micrometer.MessageTimerMonitor",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","MessageTimerMonitor$Builder",5,13,1,5,"io.micrometer.core.instrument","io.micrometer.core.instrument.Timer$Builder,io.micrometer.core.instrument.MeterRegistry,io.micrometer.core.instrument.Clock,io.micrometer.core.instrument.Tag,io.micrometer.core.instrument.Tags","micrometer","org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","MessageCountingMonitor",4,15,1,4,"io.micrometer.core.instrument","io.micrometer.core.instrument.MeterRegistry,io.micrometer.core.instrument.Tag,io.micrometer.core.instrument.Tags,io.micrometer.core.instrument.Counter","micrometer","org.axonframework.extension.metrics.micrometer.MessageCountingMonitor",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","CapacityMonitor",4,31,1,4,"io.micrometer.core.instrument","io.micrometer.core.instrument.MeterRegistry,io.micrometer.core.instrument.Clock,io.micrometer.core.instrument.Tag,io.micrometer.core.instrument.Tags","micrometer","org.axonframework.extension.metrics.micrometer.CapacityMonitor",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","EventProcessorLatencyMonitor",6,11,1,6,"io.micrometer.core.instrument","io.micrometer.core.instrument.MeterRegistry,io.micrometer.core.instrument.Clock,io.micrometer.core.instrument.Tag,io.micrometer.core.instrument.Tags,io.micrometer.core.instrument.Gauge$Builder,io.micrometer.core.instrument.Gauge","micrometer","org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","EventProcessorLatencyMonitor$Builder",4,8,1,4,"io.micrometer.core.instrument","io.micrometer.core.instrument.MeterRegistry,io.micrometer.core.instrument.Clock,io.micrometer.core.instrument.Tag,io.micrometer.core.instrument.Tags","micrometer","org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","CapacityMonitor$1",1,3,1,1,"io.micrometer.core.instrument","io.micrometer.core.instrument.Clock","micrometer","org.axonframework.extension.metrics.micrometer.CapacityMonitor$1",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","MessageTimerMonitor$1",2,13,1,2,"io.micrometer.core.instrument","io.micrometer.core.instrument.Clock,io.micrometer.core.instrument.Timer","micrometer","org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$1",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","TagsUtil",2,11,1,2,"io.micrometer.core.instrument","io.micrometer.core.instrument.Tag,io.micrometer.core.instrument.Tags","micrometer","org.axonframework.extension.metrics.micrometer.TagsUtil",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","micrometer","org.axonframework.extension.metrics.micrometer.package-info",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","MessageCountingMonitor$1",1,9,1,1,"io.micrometer.core.instrument","io.micrometer.core.instrument.Counter","micrometer","org.axonframework.extension.metrics.micrometer.MessageCountingMonitor$1",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer.reservoir","SlidingTimeWindowReservoir",1,4,1,1,"io.micrometer.core.instrument","io.micrometer.core.instrument.Clock","reservoir","org.axonframework.extension.metrics.micrometer.reservoir.SlidingTimeWindowReservoir",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer.reservoir","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","reservoir","org.axonframework.extension.metrics.micrometer.reservoir.package-info",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer.springboot","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","springboot","org.axonframework.extension.metrics.micrometer.springboot.package-info",""
