"artifactName","artifactPackages","artifactTypes","artifactExternalPackages","artifactExternalCallingPackages","artifactExternalCallingPackagesRate","externalPackageName","numberOfPackages","numberOfTypes","packagesCallingExternalRate","typesCallingExternalRate","nameOfPackages","someTypeNames","Source Cypher File: domains/external-dependencies/queries/External_package_usage_per_artifact_and_external_package.cypher"
"axon-server-connector-5.0.3",5,72,23,5,100,"jakarta.annotation",5,25,100,34.72222222222222,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.util.ProcessingInstructionUtils,org.axonframework.axonserver.connector.util.ExceptionConverter,org.axonframework.axonserver.connector.util.PriorityExecutorService,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream,org.axonframework.axonserver.connector.query.QueryConverter",""
"axon-server-connector-5.0.3",5,72,23,5,100,"com.google.protobuf",4,8,80,11.11111111111111,"org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.ExceptionConverter,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.event.ConditionConverter,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.TaggedEventConverter,org.axonframework.axonserver.connector.command.CommandConverter",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.connector",4,15,80,20.833333333333332,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.AxonServerConnectionManager,org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.query.FlowControlledResponseSender,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream,org.axonframework.axonserver.connector.query.AbstractQueryResponseMessageStream",""
"axon-server-connector-5.0.3",5,72,23,5,100,"org.slf4j",4,12,80,16.666666666666664,"org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.axonserver.connector.event.StreamingEventMessageStream,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.EventProcessorControlService",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.grpc",3,7,60,9.722222222222221,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.ManagedChannelCustomizer,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcExceptionParser,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.connector.control",2,4,40,5.555555555555555,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.AxonServerConnectionManager,org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer,org.axonframework.axonserver.connector.event.EventProcessorControlService,org.axonframework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.grpc.control",2,6,40,8.333333333333332,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.TopologyChange,org.axonframework.axonserver.connector.TopologyChangeListener,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.TopologyChange$1,org.axonframework.axonserver.connector.event.EventProcessorInfoUtils,org.axonframework.axonserver.connector.event.EventProcessorControlService",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.grpc.stub",2,3,40,4.166666666666666,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util","org.axonframework.axonserver.connector.InstructionAckSource,org.axonframework.axonserver.connector.DefaultInstructionAckSource,org.axonframework.axonserver.connector.util.UpstreamAwareStreamObserver",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.connector.admin",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.EventProcessorControlService",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.connector.command",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.connector.event",1,5,20,6.944444444444445,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.axonserver.connector.event.AxonServerMessageStream,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.connector.impl",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.connector.query",1,3,20,4.166666666666666,"org.axonframework.axonserver.connector.query","org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.grpc.command",1,3,20,4.166666666666666,"org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector,org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback,org.axonframework.axonserver.connector.command.CommandConverter",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.grpc.event",1,3,20,4.166666666666666,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.AxonServerMessageStream",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.grpc.event.dcb",1,6,20,8.333333333333332,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.ConditionConverter,org.axonframework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.axonserver.connector.event.StreamingEventMessageStream,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.TaggedEventConverter",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.axoniq.axonserver.grpc.query",1,5,20,6.944444444444445,"org.axonframework.axonserver.connector.query","org.axonframework.axonserver.connector.query.FlowControlledResponseSender,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream,org.axonframework.axonserver.connector.query.QueryConverter",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.grpc.netty.shaded.io.grpc.netty",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder",""
"axon-server-connector-5.0.3",5,72,23,5,100,"io.grpc.netty.shaded.io.netty.handler.ssl",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder",""
"axon-server-connector-5.0.3",5,72,23,5,100,"javax.annotation",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer",""
"axon-server-connector-5.0.3",5,72,23,5,100,"org.springframework.boot.context.properties",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConfiguration",""
"axon-server-connector-5.0.3",5,72,23,5,100,"reactor.core.scheduler",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector.util","org.axonframework.axonserver.connector.util.PriorityTaskSchedulers",""
"axon-spring-boot-autoconfigure-5.0.3",7,75,39,7,100,"jakarta.annotation",4,15,57.142857142857146,20,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util,org.axonframework.extension.springboot.util.jpa","org.axonframework.extension.springboot.ConverterProperties,org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration$1,org.axonframework.extension.springboot.autoconfig.EventProcessingAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration$1",""
"axon-spring-boot-autoconfigure-5.0.3",7,75,39,7,100,"org.springframework.boot.actuate.health",3,4,42.85714285714286,5.333333333333333,"org.axonframework.extension.springboot.actuator,org.axonframework.extension.springboot.actuator.axonserver,org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.actuator.HealthStatus,org.axonframework.extension.springboot.actuator.axonserver.AxonServerStatusAggregator,org.axonframework.extension.springboot.actuator.axonserver.AxonServerHealthIndicator,org.axonframework.extension.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3",7,75,39,7,100,"jakarta.persistence",2,5,28.571428571428573,6.666666666666666,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util.jpa","org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration$AggregateBasedJpaEventStorageEngineConfigurationEnhancer,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaTransactionAutoConfiguration,org.axonframework.extension.springboot.util.jpa.ContainerManagedEntityManagerProvider",""
"axon-spring-boot-autoconfigure-5.0.3",7,75,39,7,100,"org.axonframework.extension.spring.config",2,5,28.571428571428573,6.666666666666666,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.EventProcessorProperties,org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings,org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration,org.axonframework.extension.springboot.autoconfig.EventProcessingAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3",7,75,39,7,100,"org.slf4j",2,2,28.571428571428573,2.6666666666666665,"org.axonframework.extension.springboot.service.connection,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory,org.axonframework.extension.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-5.0.3",7,75,39,7,100,"org.springframework.boot.autoconfigure",2,21,28.571428571428573,28,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerActuatorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration,org.axonframework.extension.springboot.autoconfig.NoOpTransactionAutoConfiguration,org.axonframework.extension.springboot.autoconfig.EventProcessingAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3",7,75,39,7,100,"org.springframework.boot.autoconfigure.condition",2,36,28.571428571428573,48,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$GeneralDefaultCondition,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration$JacksonConfiguredCondition$GeneralDefaultCondition,org.axonframework.extension.springboot.autoconfig.AxonServerActuatorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$GeneralJacksonCondition,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration$JacksonConfiguredCondition$MessagesJacksonCondition",""
