"externalModuleNamespace","numberOfInternalModules","sumNumberOfUsedExternalDeclarations","minNumberOfUsedExternalDeclarations","maxNumberOfUsedExternalDeclarations","medNumberOfUsedExternalDeclarations","avgNumberOfUsedExternalDeclarations","stdNumberOfUsedExternalDeclarations","sumNumberOfInternalElements","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","internalModuleExamples","Source Cypher File: domains/external-dependencies/queries/External_namespace_usage_spread_for_Typescript.cypher"
"no namespace",46,501,1,113,5,10.891304347826086,22.350966432865757,109,1,13,1,2.369565217391304,2.497631728499566,0.15408320493066255,2.0030816640986133,0.15408320493066255,0.36511020298787444,0.3848431014637236,"react-router,cookies,server,sessions",""
"@types",42,238,1,48,4,5.666666666666668,8.173922444584441,120,1,14,2,2.8571428571428577,3.2577968656928973,0.15408320493066255,2.1571648690292755,0.3081664098613251,0.4402377283733214,0.5019717820790289,"react-router,context,server,utils",""
"@babel",5,52,2,17,10,10.4,6.6558245169174945,7,1,3,1,1.4,0.8944271909999159,0.15408320493066255,0.4622496147919877,0.15408320493066255,0.21571648690292755,0.13781620816639692,"useJavascript,remove-exports,route-chunks,styles",""
"@cloudflare",3,44,4,22,18,14.666666666666668,9.451631252505218,10,1,5,4,3.333333333333333,2.0816659994661326,0.15408320493066255,0.7704160246533127,0.6163328197226502,0.5136106831022085,0.3207497687929326,"react-router-cloudflare,worker,workersKVStorage",""
"@architect",2,10,5,5,5,5,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"arcTableSessionStorage,react-router-architect",""
"@mjackson",2,4,2,2,2,2,0,4,2,2,2,2,0,0.3081664098613251,0.3081664098613251,0.3081664098613251,0.3081664098613251,0,"server,react-router-node",""
