"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.18.3/dom-export","dom-export","embeddingsNode2Vec","-2.2478738,0.8455771,-0.62261486,-0.13591805,-0.633959,-0.9181559,0.049304362,0.119392544,0.13900493,-0.36202812,-0.27727985,0.48177606,-0.6364938,0.028982839,0.70799524,-0.089987315,0.0030591518,0.01931906,-0.528113,0.26990327,-0.61948705,0.41906273,0.45635062,-0.42616066,0.2488092,-0.31196514,0.1619004,-0.22115923,-0.054423764,-0.010176269,0.3206627,-0.17149283",""
"react-router-7.18.3/react-router","react-router","embeddingsNode2Vec","-1.4070903,0.6437267,-0.17730303,-0.18842047,-0.22853449,-0.5671776,-0.15011601,-0.063758776,0.16955435,-0.15121533,0.12937094,0.31637648,-0.48130295,-0.06283347,0.48733535,0.03771793,0.04111119,0.089574225,-0.38697872,0.23545246,-0.32943085,0.24380761,0.37647322,-0.11401587,0.04662493,-0.054373596,0.3133525,-0.285567,-0.0012535668,-0.05501152,0.3182518,0.1003648",""
"react-router-7.18.3/react-router","react-router","embeddingsNode2Vec","-2.1029873,0.6273834,-0.3444051,-0.21145418,-0.38072264,-0.5157234,-0.24395876,-0.03947048,0.49181104,-0.3185179,0.11391623,0.31334585,-0.527361,-0.08421142,0.57146186,0.20210843,-0.11788013,0.1851018,-0.34805036,0.4969977,-0.48051825,0.36704212,0.6886866,-0.293258,0.21289411,-0.03546739,0.4924545,-0.22751518,0.07588268,0.05564263,0.34171262,-0.122890264",""
"react-router-7.18.3/react-router","react-router","embeddingsNode2Vec","-1.9614412,0.89587986,-0.22878101,-0.34170324,-0.3919637,-0.49756053,-0.05600762,-0.14801079,0.37921897,-0.17493103,0.30649623,0.42974657,-0.63029057,-0.13567083,0.4805445,0.05876946,0.024300043,0.17334855,-0.4167217,0.3815719,-0.44997466,0.58613366,0.45927426,-0.07570085,0.047387958,-0.009618932,0.4730257,-0.4494091,0.17650145,-0.13579589,0.39670116,0.2571118",""
"react-router-7.18.3/tsup","tsup","embeddingsNode2Vec","-0.0014498081,-0.014702842,-0.011635799,0.00090894185,-0.0011344738,0.00881629,0.0037494574,-0.013057299,-0.005197607,0.0038529357,0.013737227,0.0048185857,-0.0016777253,0.009502664,-0.0015350864,0.011430576,0.011413197,-0.010072543,0.007580237,-0.014537254,0.013823959,-0.012116392,0.013260701,0.0035622024,0.008884675,-0.015495272,-0.004403808,0.0017658082,-0.010627882,-0.008997719,-0.0055601746,-0.012700742",""
"react-router-7.18.3/tsup","tsup","embeddingsNode2Vec","-0.0014414098,0.0006523711,-0.0026011823,-0.0099298125,-0.0045917197,0.008232028,0.012013618,-0.008840785,-0.011573769,0.0042435955,0.0022790683,0.015572878,-0.015501668,-0.0045516007,0.007599851,-0.0016365197,-0.009405742,0.0025899087,0.01063594,0.013889271,0.010302846,-0.010678418,-0.011000278,-0.007998713,-0.015492269,-0.012663932,-0.00018776607,0.0037764518,0.0103258295,0.010828735,-0.0035091883,0.006453947",""
"react-router-7.18.3/actions","actions","embeddingsNode2Vec","-1.3402283,0.6538613,-0.09466516,-0.21979633,-0.25127876,-0.5200306,-0.1589575,-0.13493079,0.17341009,-0.14164011,0.18719316,0.3038706,-0.5092115,-0.06933199,0.55875355,0.105386406,0.04398244,0.11749466,-0.36647502,0.29989305,-0.2425172,0.23347197,0.3844768,-0.10346186,0.071195774,-0.0065151514,0.38413325,-0.37931806,-0.0096761305,-0.03697539,0.32403457,0.15358067",""
"react-router-7.18.3/context","context","embeddingsNode2Vec","-1.7317196,0.8244802,-0.12138426,-0.25305685,-0.2561768,-0.6912053,-0.20271881,0.0025202918,0.25541097,-0.0985713,0.22100195,0.36994368,-0.56856316,-0.0542518,0.6597078,0.16574042,0.10281662,0.23747082,-0.568743,0.41727564,-0.36297783,0.32969242,0.60586005,-0.100278094,-0.037200693,0.020532424,0.43276715,-0.45295155,-0.029155985,-0.070928685,0.51092815,0.25052536",""
"react-router-7.18.3/errors","errors","embeddingsNode2Vec","-2.0083697,0.7035723,-0.23456587,-0.2349625,-0.37103552,-0.6162035,-0.08907454,0.031151976,0.34507182,-0.31748638,0.035311073,0.3500581,-0.5789651,-0.023462161,0.5758326,0.23261832,-0.040926144,0.18479708,-0.3771957,0.43926153,-0.4431263,0.37092122,0.63888335,-0.26096663,0.09589534,0.010614584,0.37650532,-0.3897451,0.04745822,0.034670748,0.42666465,0.07718889",""
"react-router-7.18.3/href","href","embeddingsNode2Vec","-1.7686045,0.5494687,-0.7553284,0.01986153,-1.2604196,-0.9022893,-0.15570286,-0.16212873,-0.65973544,-0.47082368,-0.47500938,-0.36539152,-0.15506068,-0.26919308,0.3725832,-0.7135607,1.0742358,0.05255421,-2.2100017,0.38650644,-0.697728,0.7225321,-0.3012218,-0.6824841,0.59704024,-0.85349345,0.09980652,-0.50298715,-1.3654041,0.31564435,0.9376263,0.045310885",""
"react-router-7.18.3/dom","dom","embeddingsNode2Vec","-1.424377,0.59995073,-0.11012556,-0.18690188,-0.22949018,-0.50109905,-0.15080233,-0.090695746,0.24520618,-0.1745361,0.19045354,0.27920574,-0.46512982,-0.11218444,0.48163453,0.14385432,0.0024602097,0.15376258,-0.33173537,0.27266368,-0.3068163,0.26602203,0.44273326,-0.09216732,0.031623323,0.011891867,0.33194384,-0.32734767,0.021395508,-0.044485066,0.39061162,0.07896935",""
"react-router-7.18.3/entry","entry","embeddingsNode2Vec","-1.6301045,0.96056515,0.1455827,-0.30858928,-0.10089051,-0.6822343,-0.26291433,-0.23418765,0.38662127,-0.09994261,0.34159645,0.55873346,-0.800344,-0.15473858,0.68991417,0.3178362,0.03960524,0.14588289,-0.51460034,0.3730776,-0.34500802,0.2636474,0.6226708,-0.04838231,-0.060499445,0.18574028,0.6707829,-0.5564335,0.13441913,-0.040038466,0.39022118,0.44507614",""
"react-router-7.18.3/fog-of-war","fog-of-war","embeddingsNode2Vec","-1.7316976,0.7883618,-0.16574332,-0.23923974,-0.23481634,-0.64034534,-0.3066011,0.010942217,0.11144929,-0.08555127,0.15133311,0.37457022,-0.4916308,-0.058980312,0.66994166,0.14235292,0.16155112,0.27484393,-0.5419527,0.43646547,-0.32165924,0.3154364,0.50505596,-0.11989837,-0.0067842416,0.018265197,0.539543,-0.47736236,-0.12167492,-0.043826327,0.40332314,0.19772868",""
"react-router-7.18.3/links","links","embeddingsNode2Vec","-1.6650676,1.021054,0.22717227,-0.054584876,0.15423328,-0.81239885,-0.5639162,-0.3972048,0.39166784,-0.15851453,0.5010847,0.5761654,-0.6401374,-0.23344448,0.4800329,0.2803946,-0.037137937,0.09201838,-0.5775646,0.23631126,-0.38893235,0.0021826564,0.692773,0.12072938,-0.28690478,0.1924726,0.5102674,-0.27692285,0.17408073,-0.10068655,0.56375366,0.13534153",""
"react-router-7.18.3/markup","markup","embeddingsNode2Vec","-1.3797265,0.5379984,-0.022431225,-0.1820154,-0.2804874,-0.50656354,-0.16930999,-0.15426312,0.18935332,-0.14536516,0.25353393,0.33714417,-0.46076003,-0.14250061,0.48182473,0.22551994,-0.079050966,0.14212336,-0.38883707,0.2831857,-0.21770328,0.2510768,0.49850273,-0.0657687,0.054960445,0.06671261,0.43372315,-0.35028645,0.1164366,-0.058745526,0.25484967,0.21768305",""
"react-router-7.18.3/routeModules","routeModules","embeddingsNode2Vec","-1.6975083,1.015461,0.029339481,0.051683556,0.027579555,-0.98358864,-0.584941,-0.35987914,0.3255836,-0.18301034,0.49652442,0.6064362,-0.6103057,-0.22087055,0.5115115,0.24066602,-0.12823118,0.016517825,-0.5659038,0.25268394,-0.45438933,-0.008951014,0.75552624,0.029380033,-0.3458367,0.031210855,0.43677446,-0.21359217,0.23525308,-0.21946912,0.5246808,0.103842475",""
