"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"javax.annotation",78,353,386,1793,116,1485,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",67,151,267,749,116,1485,"Logger,LoggerFactory",""
"com.fasterxml",15,33,89,199,116,1485,"CBORMapper,ObjectMapper,JsonProperty,JsonCreator,JsonTypeInfo,JsonTypeInfo$Id,JsonGetter,JsonTypeInfo$As,JsonIgnore",""
"javax.persistence",15,27,82,311,116,1485,"EntityManagerFactory,EntityManager,PersistenceContext,IdClass,Id,MappedSuperclass,Query,TypedQuery,EntityExistsException",""
"jakarta.persistence",10,25,73,299,116,1485,"EntityManagerFactory,PersistenceContext,EntityManager,IdClass,Id,MappedSuperclass,Entity,Query,TypedQuery",""
"io.axoniq",9,70,203,999,116,1485,"PersistentStreamProperties,ObjectUtils,ErrorMessage,ControlChannel,AxonServerConnection,AxonServerConnectionFactory,ContextConnection,NodeInfo$Builder,NodeInfo",""
"org.springframework",8,65,276,596,116,1485,"Status,SimpleStatusAggregator,AbstractHealthIndicator,Health$Builder,ConfigurationProperties,NestedConfigurationProperty,ConnectionDetails,ContainerConnectionSource,ContainerConnectionDetailsFactory",""
"io.grpc",5,21,73,151,116,1485,"Channel,ManagedChannelBuilder,StreamObserver,ClientInterceptor,SslContextBuilder,GrpcSslContexts,Metadata$Key,ForwardingClientCall$SimpleForwardingClientCall,ClientCall",""
"org.hamcrest",5,27,59,370,116,1485,"StringDescription,Matchers,Description,Matcher,CoreMatchers,TypeSafeMatcher,BaseMatcher",""
"reactor.core",5,28,53,203,116,1485,"Schedulers,Scheduler,Flux,BaseSubscriber,Mono,SignalType,FluxSink,Sinks$EmitResult,Sinks$Many",""
"com.google",4,11,14,24,116,1485,"ByteString,MessageLite,Strings,JsonParser,JsonArray,JsonElement,JsonObject",""
"com.github",3,7,21,107,116,1485,"Scheduler,Task,ScheduledExecution,TaskInstance,ExecutionContext,SchedulerState,Tasks$OneTimeTaskBuilder,TaskWithDataDescriptor,TaskInstanceId",""
"com.thoughtworks",3,10,33,121,116,1485,"XStream,CannotResolveClassException,Mapper,UnmarshallingContext,HierarchicalStreamReader,HierarchicalStreamWriter,MapConverter,MarshallingContext,CollectionConverter",""
"org.jobrunr",3,5,9,41,116,1485,"JobScheduler,StateName,JobBuilder,IllegalJobStateChangeException",""
"org.apache",2,12,42,139,116,1485,"SchemaStore,SchemaStore$Cache,Schema,SchemaCompatibility$Incompatibility,Pair,GenericDatumReader,DecoderFactory,GenericRecord,ClassUtils",""
"org.axonframework",2,10,22,70,116,1485,"SpringAggregateSnapshotter,SpringAggregateSnapshotter$Builder,AvroSchemaPackages,ClasspathAvroSchemaLoader,SpecificRecordBaseClasspathAvroSchemaLoader,MetricsConfigurerModule,GlobalMetricRegistry,SpringTransactionManager,SpringAxonConfiguration",""
"org.junit",2,4,8,14,116,1485,"Assertions,Statement,TestRule,Description,AfterEachCallback,BeforeEachCallback,ExtensionContext",""
"org.quartz",2,9,36,187,116,1485,"JobKey,SchedulerContext,Trigger,Scheduler,JobDetail,TriggerBuilder,JobBuilder,SchedulerException,GroupMatcher",""
"com.lmax",1,7,14,46,116,1485,"EventHandler,LifecycleAware,BlockingWaitStrategy,ProducerType,WaitStrategy,ExceptionHandler,Disruptor,RingBuffer,EventHandlerGroup",""
"io.micrometer",1,1,2,6,116,1485,"SimpleMeterRegistry,MeterRegistry",""
"io.opentelemetry",1,5,21,74,116,1485,"TextMapPropagator,Context,Span,SpanBuilder,TextMapGetter,TextMapSetter,Tracer,SpanKind,GlobalOpenTelemetry",""
"jakarta.validation",1,2,5,15,116,1485,"Validation,ConstraintViolation,Validator,ValidatorFactory",""
"javax.cache",1,2,12,48,116,1485,"CacheEntryListenerConfiguration,Cache,CacheEntryEventFilter,CacheEntryEvent,CacheEntryCreatedListener,Factory,CacheEntryUpdatedListener,CacheEntryExpiredListener,CacheEntryListenerException",""
"javax.validation",1,2,5,15,116,1485,"Validator,ConstraintViolation,ValidatorFactory,Validation",""
"net.sf",1,2,8,54,116,1485,"Ehcache,CacheException,CacheEventListener,Element,RegisteredEventListeners",""
"nu.xom",1,3,5,15,116,1485,"Document,Builder,ParsingException",""
"org.dom4j",1,3,4,14,116,1485,"STAXEventReader,Document",""
"org.ehcache",1,3,10,45,116,1485,"EventType,CacheEvent,CacheEventListener,EventOrdering,CacheRuntimeConfiguration,Ehcache,EventFiring",""
"org.testcontainers",1,3,13,42,116,1485,"MountableFile,DockerImageName,GenericContainer,Wait,ContainerLaunchException,HttpWaitStrategy",""
