"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"io.axoniq.axonserver.connector.event",2,16,23,102,116,1485,"EventChannel,AggregateEventStream,AppendEventsTransaction,PersistentStreamSegment,PersistentStreamProperties,EventQueryResultEntry,PersistentStream,PersistentStreamCallbacks,EventStream",""
"io.axoniq.axonserver.connector.query",2,3,5,36,116,1485,"QueryHandler$UpdateHandler,QueryHandler,QueryChannel,QueryDefinition,SubscriptionQueryResult",""
"io.axoniq.axonserver.grpc.control",2,4,10,66,116,1485,"NodeInfo,NodeInfo$Builder,EventProcessorInfo$Builder,EventProcessorInfo,EventProcessorInfo$SegmentStatus$Builder,EventProcessorInfo$SegmentStatus",""
"io.axoniq.axonserver.grpc.event",2,6,12,69,116,1485,"EventWithToken,Event,Event$Builder,EventWithToken$Builder,Confirmation",""
"io.axoniq.axonserver.grpc.query",2,18,46,237,116,1485,"QueryResponse,QueryResponse$Builder,QueryRequest,QueryProviderInbound,QueryProviderOutbound,SubscriptionQuery,QueryUpdate$Builder,QueryUpdate,QueryRequest$Builder",""
"org.apache.avro",2,5,17,56,116,1485,"AvroRuntimeException,SchemaCompatibility$SchemaCompatibilityResult,InvalidNumberEncodingException,SchemaCompatibility$Incompatibility,SchemaCompatibility$SchemaPairCompatibility,InvalidAvroMagicException,SchemaCompatibility,Schema,SchemaCompatibility$SchemaIncompatibilityType",""
"org.apache.avro.message",2,8,11,33,116,1485,"BadHeaderException,BinaryMessageEncoder,SchemaStore,BinaryMessageDecoder,SchemaStore$Cache",""
"org.quartz",2,9,35,185,116,1485,"Scheduler,JobKey,Trigger,Job,SchedulerContext,JobExecutionContext,JobExecutionException,JobDetail,TriggerBuilder",""
"org.springframework.beans.factory.annotation",2,10,11,28,116,1485,"Qualifier,Autowired",""
"org.springframework.beans.factory.config",2,3,4,7,116,1485,"ConfigurableListableBeanFactory,RuntimeBeanReference",""
"org.springframework.beans.factory.support",2,2,4,21,116,1485,"BeanDefinitionBuilder,BeanDefinitionRegistryPostProcessor,BeanDefinitionRegistry",""
"org.springframework.context",2,5,6,24,116,1485,"ApplicationContext,ApplicationContextAware",""
"reactor.core.scheduler",2,2,3,4,116,1485,"Schedulers,Scheduler",""
"com.fasterxml.jackson.core",1,3,4,7,116,1485,"JsonProcessingException,JacksonException,JsonParser",""
"com.fasterxml.jackson.databind.node",1,2,3,12,116,1485,"JsonNodeType,ObjectNode",""
"com.google.gson",1,1,4,7,116,1485,"JsonElement,JsonArray,JsonParser,JsonObject",""
"com.lmax.disruptor",1,7,9,25,116,1485,"RingBuffer,EventHandler,ExceptionHandler,BlockingWaitStrategy,WaitStrategy,LifecycleAware",""
"com.lmax.disruptor.dsl",1,4,5,21,116,1485,"EventHandlerGroup,Disruptor,ProducerType",""
"com.thoughtworks.xstream.converters",1,3,6,6,116,1485,"UnmarshallingContext,MarshallingContext",""
"com.thoughtworks.xstream.io.xml",1,2,4,13,116,1485,"Dom4JReader,XomReader,XppDriver,CompactWriter",""
"com.thoughtworks.xstream.mapper",1,4,5,6,116,1485,"Mapper,CannotResolveClassException",""
"io.axoniq.axonserver.grpc.command",1,4,9,52,116,1485,"CommandResponse,CommandResponse$Builder,Command,Command$Builder",""
"io.opentelemetry.api.trace",1,3,9,47,116,1485,"Tracer,StatusCode,Span,SpanBuilder,SpanContext,SpanKind",""
"io.opentelemetry.context.propagation",1,4,9,18,116,1485,"TextMapGetter,TextMapSetter,ContextPropagators,TextMapPropagator",""
"jakarta.validation",1,2,5,15,116,1485,"Validator,Validation,ValidatorFactory,ConstraintViolation",""
"javax.cache.configuration",1,2,3,9,116,1485,"Factory,CacheEntryListenerConfiguration",""
"javax.cache.event",1,1,8,26,116,1485,"CacheEntryEvent,CacheEntryExpiredListener,CacheEntryRemovedListener,CacheEntryListenerException,CacheEntryEventFilter,CacheEntryCreatedListener,CacheEntryUpdatedListener,CacheEntryListener",""
"javax.validation",1,2,5,15,116,1485,"Validation,ConstraintViolation,ValidatorFactory,Validator",""
"net.sf.ehcache",1,2,5,47,116,1485,"Ehcache,CacheException,Element",""
"net.sf.ehcache.event",1,2,3,7,116,1485,"CacheEventListener,RegisteredEventListeners",""
"nu.xom",1,3,5,15,116,1485,"Document,Builder,ParsingException",""
"org.apache.avro.generic",1,6,7,26,116,1485,"GenericData,GenericRecord,GenericDatumReader",""
"org.apache.avro.specific",1,2,4,16,116,1485,"SpecificRecordBase,SpecificData",""
"org.axonframework.metrics",1,1,2,8,116,1485,"GlobalMetricRegistry,MetricsConfigurerModule",""
"org.axonframework.micrometer",1,1,2,10,116,1485,"MetricsConfigurerModule,GlobalMetricRegistry",""
"org.axonframework.spring.config",1,2,6,18,116,1485,"MessageHandlerLookup,SpringAxonConfiguration,SpringConfigurer,SpringAggregateLookup,SpringSagaLookup",""
"org.axonframework.spring.config.annotation",1,1,2,7,116,1485,"SpringParameterResolverFactoryBean,HandlerDefinitionFactoryBean",""
"org.axonframework.spring.eventsourcing",1,1,2,10,116,1485,"SpringAggregateSnapshotter,SpringAggregateSnapshotter$Builder",""
"org.axonframework.spring.serialization.avro",1,1,3,8,116,1485,"AvroSchemaPackages,ClasspathAvroSchemaLoader,SpecificRecordBaseClasspathAvroSchemaLoader",""
"org.ehcache.event",1,3,8,30,116,1485,"EventType,CacheEventListener,CacheEvent,EventOrdering,EventFiring",""
"org.jobrunr.jobs.states",1,1,2,7,116,1485,"StateName,IllegalJobStateChangeException",""
"org.junit.jupiter.api.extension",1,1,3,4,116,1485,"BeforeEachCallback,ExtensionContext,AfterEachCallback",""
"org.springframework.beans.factory",1,4,6,26,116,1485,"InitializingBean,BeanFactory,BeanClassLoaderAware,BeanFactoryUtils,NoSuchBeanDefinitionException",""
"org.springframework.boot.context.properties.bind",1,1,3,4,116,1485,"BindResult,Bindable,Binder",""
"org.springframework.boot.docker.compose.core",1,1,2,5,116,1485,"RunningService,ConnectionPorts",""
"org.springframework.boot.docker.compose.service.connection",1,1,2,5,116,1485,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory",""
"org.springframework.boot.testcontainers.service.connection",1,2,4,9,116,1485,"ContainerConnectionSource,ContainerConnectionDetailsFactory,ContainerConnectionDetailsFactory$ContainerConnectionDetails",""
"org.testcontainers.containers",1,3,4,15,116,1485,"GenericContainer,ContainerLaunchException",""
"org.testcontainers.containers.wait.strategy",1,3,4,5,116,1485,"Wait,HttpWaitStrategy",""
"org.testcontainers.utility",1,3,5,22,116,1485,"DockerImageName,MountableFile",""
