"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: domains/internal-dependencies/queries/path-finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-eventsourcing-5.1.1",,,true,,,3,976,100,65,127,11,35,"/org/axonframework/eventsourcing -> /org/axonframework/messaging/commandhandling,/org/axonframework/eventsourcing/snapshot/api -> /org/axonframework/messaging/commandhandling,/org/axonframework/eventsourcing/handler -> /org/axonframework/messaging/commandhandling,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/messaging/commandhandling","axon-eventsourcing-5.1.1 -> axon-messaging-5.1.1,axon-eventsourcing-5.1.1 -> axon-common-5.1.1,axon-eventsourcing-5.1.1 -> axon-modelling-5.1.1","",""
"axon-eventsourcing-5.1.1",,,true,,,4,597,94,49,67,11,21,"/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/messaging/commandhandling,/org/axonframework/eventsourcing/snapshot/store -> /org/axonframework/messaging/commandhandling,/org/axonframework/eventsourcing -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/messaging/commandhandling/gateway","axon-eventsourcing-5.1.1 -> axon-messaging-5.1.1,axon-eventsourcing-5.1.1 -> axon-common-5.1.1,axon-eventsourcing-5.1.1 -> axon-modelling-5.1.1","",""
"axon-eventsourcing-5.1.1",,,true,,,5,90,35,22,6,3,4,"/org/axonframework/eventsourcing/snapshot/api -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/eventsourcing/snapshot/api -> /org/axonframework/messaging/queryhandling,/org/axonframework/eventsourcing/snapshot/api -> /org/axonframework/common/function,/org/axonframework/eventsourcing/snapshot/inmemory -> /org/axonframework/common/function","axon-eventsourcing-5.1.1 -> axon-messaging-5.1.1,axon-eventsourcing-5.1.1 -> axon-common-5.1.1","",""
"axon-messaging-5.1.1",,,false,,,1,777,118,98,267,57,43,"/org/axonframework/messaging/commandhandling/interception -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/commandhandling/retry -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/commandhandling/tracing -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/commandhandling/gateway -> /org/axonframework/messaging/commandhandling","axon-messaging-5.1.1 -> axon-messaging-5.1.1","",""
"axon-messaging-5.1.1",,,false,,,2,990,108,80,302,57,39,"/org/axonframework/messaging/eventhandling -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/subscribing -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/streaming/segmenting -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/messaging/commandhandling","axon-messaging-5.1.1 -> axon-messaging-5.1.1","",""
"axon-messaging-5.1.1",,,false,,,3,976,100,65,362,56,30,"/org/axonframework/messaging/eventhandling/conversion -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/interception -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/tracing -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/replay -> /org/axonframework/messaging/commandhandling","axon-messaging-5.1.1 -> axon-messaging-5.1.1","",""
"axon-messaging-5.1.1",,,false,,,4,597,94,49,206,47,14,"/org/axonframework/messaging/eventhandling/processing/streaming/token -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/core/unitofwork -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/core/unitofwork/transaction/jdbc -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/core/unitofwork/transaction/jpa -> /org/axonframework/messaging/commandhandling","axon-messaging-5.1.1 -> axon-messaging-5.1.1","",""
"axon-messaging-5.1.1",,,false,,,5,90,35,22,32,7,8,"/org/axonframework/messaging/core/unitofwork/transaction -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/conversion -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/messaging/eventhandling/processing/streaming -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/messaging/eventhandling/processing/streaming/token/store -> /org/axonframework/messaging/commandhandling/gateway","axon-messaging-5.1.1 -> axon-messaging-5.1.1","",""
"axon-messaging-5.1.1",,,true,,,1,777,118,98,140,52,12,"/org/axonframework/messaging/commandhandling -> /org/axonframework/conversion,/org/axonframework/messaging/commandhandling/gateway -> /org/axonframework/conversion,/org/axonframework/messaging/eventhandling -> /org/axonframework/conversion,/org/axonframework/messaging/eventhandling/conversion -> /org/axonframework/conversion","axon-messaging-5.1.1 -> axon-conversion-5.1.1,axon-messaging-5.1.1 -> axon-common-5.1.1","",""
"axon-messaging-5.1.1",,,true,,,2,990,108,80,192,57,12,"/org/axonframework/messaging/commandhandling/interception -> /org/axonframework/conversion,/org/axonframework/messaging/commandhandling/retry -> /org/axonframework/conversion,/org/axonframework/messaging/commandhandling/tracing -> /org/axonframework/conversion,/org/axonframework/messaging/commandhandling/annotation -> /org/axonframework/conversion","axon-messaging-5.1.1 -> axon-conversion-5.1.1,axon-messaging-5.1.1 -> axon-common-5.1.1","",""
"axon-messaging-5.1.1",,,true,,,3,976,100,65,174,57,10,"/org/axonframework/messaging/core/unitofwork/transaction -> /org/axonframework/conversion,/org/axonframework/messaging/core/unitofwork/annotation -> /org/axonframework/conversion,/org/axonframework/messaging/core/reflection -> /org/axonframework/conversion,/org/axonframework/messaging/core/configuration/reflection -> /org/axonframework/conversion","axon-messaging-5.1.1 -> axon-conversion-5.1.1,axon-messaging-5.1.1 -> axon-common-5.1.1","",""
"axon-messaging-5.1.1",,,true,,,4,597,94,49,106,56,6,"/org/axonframework/messaging/eventhandling/processing/streaming -> /org/axonframework/common/lifecycle,/org/axonframework/messaging/commandhandling -> /org/axonframework/common/property,/org/axonframework/messaging/commandhandling/retry -> /org/axonframework/common/property,/org/axonframework/messaging/commandhandling/tracing -> /org/axonframework/common/property","axon-messaging-5.1.1 -> axon-common-5.1.1","",""
"axon-messaging-5.1.1",,,true,,,5,90,35,22,22,19,3,"/org/axonframework/messaging/core/unitofwork/transaction -> /org/axonframework/common/property,/org/axonframework/messaging/commandhandling/configuration -> /org/axonframework/common/function,/org/axonframework/messaging/eventhandling/conversion -> /org/axonframework/common/function,/org/axonframework/messaging/eventhandling/processing/errorhandling -> /org/axonframework/common/function","axon-messaging-5.1.1 -> axon-common-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,false,,,1,777,118,98,2,2,2,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/extension/metrics/micrometer,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.1.1 -> axon-metrics-micrometer-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,false,,,2,990,108,80,1,1,1,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.1.1 -> axon-metrics-micrometer-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,true,,,1,777,118,98,10,2,9,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/processing,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/core","axon-metrics-micrometer-5.1.1 -> axon-messaging-5.1.1,axon-metrics-micrometer-5.1.1 -> axon-common-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,true,,,2,990,108,80,22,2,19,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/replay,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/processing","axon-metrics-micrometer-5.1.1 -> axon-messaging-5.1.1,axon-metrics-micrometer-5.1.1 -> axon-conversion-5.1.1,axon-metrics-micrometer-5.1.1 -> axon-common-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,true,,,3,976,100,65,16,2,16,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/conversion,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/replay,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/processing/streaming/segmenting","axon-metrics-micrometer-5.1.1 -> axon-messaging-5.1.1,axon-metrics-micrometer-5.1.1 -> axon-conversion-5.1.1,axon-metrics-micrometer-5.1.1 -> axon-common-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,true,,,4,597,94,49,13,2,13,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/conversion,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/gateway","axon-metrics-micrometer-5.1.1 -> axon-messaging-5.1.1,axon-metrics-micrometer-5.1.1 -> axon-common-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,true,,,5,90,35,22,6,2,6,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/gateway,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/core/configuration/reflection,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/function","axon-metrics-micrometer-5.1.1 -> axon-messaging-5.1.1,axon-metrics-micrometer-5.1.1 -> axon-common-5.1.1","",""
"axon-metrics-micrometer-5.1.1",,,true,,,6,1,1,1,1,1,1,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/function","axon-metrics-micrometer-5.1.1 -> axon-common-5.1.1","",""
"axon-modelling-5.1.1",,,false,,,1,777,118,98,17,6,6,"/org/axonframework/modelling/entity -> /org/axonframework/modelling,/org/axonframework/modelling/entity/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling,/org/axonframework/modelling/annotation -> /org/axonframework/modelling","axon-modelling-5.1.1 -> axon-modelling-5.1.1","",""
"axon-modelling-5.1.1",,,false,,,2,990,108,80,9,6,5,"/org/axonframework/modelling/annotation -> /org/axonframework/modelling/entity,/org/axonframework/modelling -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/annotation -> /org/axonframework/modelling/entity/child,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/entity/child","axon-modelling-5.1.1 -> axon-modelling-5.1.1","",""
"axon-modelling-5.1.1",,,false,,,3,976,100,65,5,4,3,"/org/axonframework/modelling -> /org/axonframework/modelling/entity,/org/axonframework/modelling/entity -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/entity/annotation","axon-modelling-5.1.1 -> axon-modelling-5.1.1","",""
"axon-modelling-5.1.1",,,true,,,1,777,118,98,52,7,19,"/org/axonframework/modelling/entity -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling/entity/annotation -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling/entity/child -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling/configuration -> /org/axonframework/messaging/commandhandling","axon-modelling-5.1.1 -> axon-messaging-5.1.1,axon-modelling-5.1.1 -> axon-conversion-5.1.1,axon-modelling-5.1.1 -> axon-common-5.1.1","",""
"axon-modelling-5.1.1",,,true,,,2,990,108,80,85,7,36,"/org/axonframework/modelling/annotation -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling/configuration -> /org/axonframework/messaging/commandhandling/interception,/org/axonframework/modelling/entity/annotation -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/modelling/configuration -> /org/axonframework/messaging/commandhandling/gateway","axon-modelling-5.1.1 -> axon-messaging-5.1.1,axon-modelling-5.1.1 -> axon-conversion-5.1.1,axon-modelling-5.1.1 -> axon-common-5.1.1","",""
"axon-modelling-5.1.1",,,true,,,3,976,100,65,59,7,22,"/org/axonframework/modelling -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling/annotation -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/modelling -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/modelling/entity -> /org/axonframework/messaging/commandhandling/annotation","axon-modelling-5.1.1 -> axon-messaging-5.1.1,axon-modelling-5.1.1 -> axon-common-5.1.1","",""
"axon-modelling-5.1.1",,,true,,,4,597,94,49,37,7,17,"/org/axonframework/modelling/repository -> /org/axonframework/messaging/commandhandling,/org/axonframework/modelling -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/modelling/entity -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/modelling/entity/child -> /org/axonframework/messaging/commandhandling/gateway","axon-modelling-5.1.1 -> axon-messaging-5.1.1,axon-modelling-5.1.1 -> axon-common-5.1.1","",""
"axon-server-connector-5.1.1",,,false,,,1,777,118,98,17,6,9,"/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/snapshot,/io/axoniq/framework/axonserver/connector/event -> /io/axoniq/framework/axonserver/connector/api,/io/axoniq/framework/axonserver/connector/shared -> /io/axoniq/framework/axonserver/connector/api,/io/axoniq/framework/axonserver/connector/command -> /io/axoniq/framework/axonserver/connector/api","axon-server-connector-5.1.1 -> axon-server-connector-5.1.1","",""
"axon-server-connector-5.1.1",,,false,,,2,990,108,80,10,5,4,"/io/axoniq/framework/axonserver/connector/event -> /io/axoniq/framework/axonserver/connector/api/command,/io/axoniq/framework/axonserver/connector/command -> /io/axoniq/framework/axonserver/connector/api/command,/io/axoniq/framework/axonserver/connector/query -> /io/axoniq/framework/axonserver/connector/api/command,/io/axoniq/framework/axonserver/connector/event -> /io/axoniq/framework/axonserver/connector/api/query","axon-server-connector-5.1.1 -> axon-server-connector-5.1.1","",""
"axon-server-connector-5.1.1",,,false,,,3,976,100,65,2,1,2,"/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/api/command,/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/api/query","axon-server-connector-5.1.1 -> axon-server-connector-5.1.1","",""
"axon-server-connector-5.1.1",,,true,,,1,777,118,98,58,10,25,"/io/axoniq/framework/axonserver/connector/api/command -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/axonserver/connector/command -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/messaging/eventhandling","axon-server-connector-5.1.1 -> axon-messaging-5.1.1,axon-server-connector-5.1.1 -> axon-conversion-5.1.1,axon-server-connector-5.1.1 -> axon-common-5.1.1,axon-server-connector-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-server-connector-5.1.1",,,true,,,2,990,108,80,96,10,39,"/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/axonserver/connector/query -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/axonserver/connector/api/command -> /org/axonframework/messaging/eventhandling","axon-server-connector-5.1.1 -> axon-messaging-5.1.1,axon-server-connector-5.1.1 -> axon-conversion-5.1.1,axon-server-connector-5.1.1 -> axon-common-5.1.1,axon-server-connector-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-server-connector-5.1.1",,,true,,,3,976,100,65,120,9,38,"/io/axoniq/framework/axonserver/connector/api/command -> /org/axonframework/messaging/commandhandling/annotation,/io/axoniq/framework/axonserver/connector/api/query -> /org/axonframework/messaging/commandhandling/annotation,/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/messaging/commandhandling/annotation,/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/messaging/commandhandling/annotation","axon-server-connector-5.1.1 -> axon-messaging-5.1.1,axon-server-connector-5.1.1 -> axon-common-5.1.1,axon-server-connector-5.1.1 -> axon-eventsourcing-5.1.1,axon-server-connector-5.1.1 -> axon-modelling-5.1.1","",""
"axon-server-connector-5.1.1",,,true,,,4,597,94,49,82,8,33,"/io/axoniq/framework/axonserver/connector/api/query -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/messaging/commandhandling/interception,/io/axoniq/framework/axonserver/connector/api/command -> /org/axonframework/messaging/commandhandling/gateway,/io/axoniq/framework/axonserver/connector/api/query -> /org/axonframework/messaging/commandhandling/gateway","axon-server-connector-5.1.1 -> axon-messaging-5.1.1,axon-server-connector-5.1.1 -> axon-conversion-5.1.1,axon-server-connector-5.1.1 -> axon-common-5.1.1,axon-server-connector-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-server-connector-5.1.1",,,true,,,5,90,35,22,17,7,12,"/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/messaging/commandhandling/interception,/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/messaging/commandhandling/gateway,/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/messaging/commandhandling/configuration,/io/axoniq/framework/axonserver/connector/configuration -> /org/axonframework/messaging/eventhandling/processing/streaming/token/store/inmemory","axon-server-connector-5.1.1 -> axon-messaging-5.1.1,axon-server-connector-5.1.1 -> axon-conversion-5.1.1,axon-server-connector-5.1.1 -> axon-common-5.1.1,axon-server-connector-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-test-5.1.1",,,false,,,1,777,118,98,6,3,4,"/org/axonframework/test/matchers -> /org/axonframework/test,/org/axonframework/test/fixture -> /org/axonframework/test,/org/axonframework/test/extension -> /org/axonframework/test,/org/axonframework/test/fixture -> /org/axonframework/test/matchers","axon-test-5.1.1 -> axon-test-5.1.1","",""
"axon-test-5.1.1",,,false,,,2,990,108,80,2,1,2,"/org/axonframework/test/extension -> /org/axonframework/test/matchers,/org/axonframework/test/extension -> /org/axonframework/test/util","axon-test-5.1.1 -> axon-test-5.1.1","",""
"axon-test-5.1.1",,,true,,,1,777,118,98,28,5,14,"/org/axonframework/test/matchers -> /org/axonframework/messaging/commandhandling,/org/axonframework/test/fixture -> /org/axonframework/messaging/commandhandling,/org/axonframework/test/util -> /org/axonframework/messaging/commandhandling,/org/axonframework/test/matchers -> /org/axonframework/messaging/eventhandling","axon-test-5.1.1 -> axon-messaging-5.1.1,axon-test-5.1.1 -> axon-common-5.1.1,axon-test-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-test-5.1.1",,,true,,,2,990,108,80,45,5,27,"/org/axonframework/test/extension -> /org/axonframework/messaging/commandhandling,/org/axonframework/test -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/test/extension -> /org/axonframework/messaging/eventhandling,/org/axonframework/test/util -> /org/axonframework/messaging/eventhandling","axon-test-5.1.1 -> axon-messaging-5.1.1,axon-test-5.1.1 -> axon-conversion-5.1.1,axon-test-5.1.1 -> axon-common-5.1.1,axon-test-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-test-5.1.1",,,true,,,3,976,100,65,65,5,35,"/org/axonframework/test -> /org/axonframework/messaging/commandhandling,/org/axonframework/test -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/test/matchers -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/test/fixture -> /org/axonframework/messaging/commandhandling/annotation","axon-test-5.1.1 -> axon-messaging-5.1.1,axon-test-5.1.1 -> axon-conversion-5.1.1,axon-test-5.1.1 -> axon-common-5.1.1,axon-test-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-test-5.1.1",,,true,,,4,597,94,49,40,5,19,"/org/axonframework/test/matchers -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/test/fixture -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/test/extension -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/test/util -> /org/axonframework/messaging/commandhandling/gateway","axon-test-5.1.1 -> axon-messaging-5.1.1,axon-test-5.1.1 -> axon-common-5.1.1,axon-test-5.1.1 -> axon-eventsourcing-5.1.1,axon-test-5.1.1 -> axon-modelling-5.1.1","",""
"axon-test-5.1.1",,,true,,,5,90,35,22,3,2,2,"/org/axonframework/test/matchers -> /org/axonframework/common/function,/org/axonframework/test/extension -> /org/axonframework/common/function,/org/axonframework/test/extension -> /org/axonframework/eventsourcing/handler","axon-test-5.1.1 -> axon-common-5.1.1,axon-test-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axon-tracing-opentelemetry-5.1.1",,,true,,,1,777,118,98,3,1,3,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/tracing,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common","axon-tracing-opentelemetry-5.1.1 -> axon-messaging-5.1.1,axon-tracing-opentelemetry-5.1.1 -> axon-common-5.1.1","",""
